Time,NormalisedFlux
0.0,0.8600640013852073
1.0,0.8811135396377852
2.0,1.0623171290657305
3.0,0.9762809826039965
4.0,1.0783416332161064
5.0,1.1289947082275695
6.0,1.136225721847666
7.0,1.1949845747943881
8.0,1.2046160629847529
9.0,1.1566905714811562
10.0,1.2047686137416458
11.0,1.1128226015681377
12.0,1.194643144212437
13.0,1.1170220062212053
14.0,1.0979975950450793
15.0,0.9970474694290411
16.0,1.0011073606058325
17.0,0.9225357810226484
18.0,0.9132285037466439
19.0,0.8266763324848553
20.0,0.8537664603206476
21.0,0.8001582135691949
22.0,0.7722449750128771
23.0,0.8284278306251607
24.0,0.7930474363457027
25.0,0.8470266076024525
26.0,0.8244084963586595
27.0,0.9909562452489304
28.0,0.9974395612052926
29.0,0.963633109604672
30.0,1.0906928266854465
31.0,1.1107346122583996
32.0,1.1220109434661873
33.0,1.1589284631675512
34.0,1.1210774865894346
35.0,1.1570821849536759
36.0,1.167804053811666
37.0,1.1731841890278807
38.0,1.0455035257110574
39.0,1.1243709874171217
40.0,1.1064972239117592
41.0,1.0115612846636495
42.0,0.9540191884801308
43.0,0.9090798962516903
44.0,0.8491157872881323
45.0,0.8626421456118903
46.0,0.7944936861736994
47.0,0.8420246495678144
48.0,0.8222898125101827
49.0,0.8790154027748667
50.0,0.8794734297946631
51.0,0.863700613238115
52.0,0.950368060551862
53.0,0.9162587636980654
54.0,1.0007286484190667
55.0,1.0684958542765115
56.0,1.0489820814428366
57.0,1.210339067902376
58.0,1.1359548163662656
59.0,1.129416236906997
60.0,1.2544416685088413
61.0,1.1690297853941687
62.0,1.0975960801554552
63.0,1.160206938666754
64.0,1.117737196440289
65.0,1.0406294527591171
66.0,0.9978759388366362
67.0,0.983365115686373
68.0,0.9273660270461667
69.0,0.9213664395440936
70.0,0.8638445986158703
71.0,0.7621227788232299
72.0,0.8263552342397965
73.0,0.782651137940291
74.0,0.7314701549202328
75.0,0.8085415336618085
76.0,0.8460297979209827
77.0,0.8411997228109583
78.0,0.9226704851330334
79.0,0.949093989182221
80.0,1.0000956634305795
81.0,1.07732682692052
82.0,1.115502686836464
83.0,1.1743937606990416
84.0,1.1934309857082723
85.0,1.1647222470512475
86.0,1.2133000207468623
87.0,1.2087483181258412
88.0,1.1005246976040892
89.0,1.0674526893341827
90.0,1.1848720800853847
91.0,1.0538202092426123
92.0,0.9781400663296871
93.0,0.9261471682699624
94.0,0.907796274061831
95.0,0.926701008916303
96.0,0.8594388078547806
97.0,0.8045080374769058
98.0,0.7939618167755746
99.0,0.7599233383139744
100.0,0.803075541691758
101.0,0.7916540568892337
102.0,0.8598374955295685
103.0,0.8962275315684856
104.0,0.9347906156140943
105.0,1.0057635070244713
106.0,1.0050161539675528
107.0,1.0756594422368746
108.0,1.1038542447241593
109.0,1.2005793297156704
110.0,1.1256934649164612
111.0,1.183655900654161
112.0,1.2624665841790614
113.0,1.1829658678521782
114.0,1.1837343228979076
115.0,1.0960747081446136
116.0,1.093695986127815
117.0,1.0059122145483312
118.0,0.9933193638243817
119.0,0.9211043523941757
120.0,0.9287767135023869
