Time,NormalisedFlux
0.0,1.0036520649339562
1.0,0.9724156604061082
2.0,1.0297064295111091
3.0,0.9891007191023284
4.0,0.9925903651602128
5.0,1.0179896520686325
6.0,1.0221595594860358
7.0,1.0137459110634823
8.0,1.0169486925279312
9.0,0.9806585669335938
10.0,0.9779650486168312
11.0,0.9749510966718988
12.0,0.9804725193667277
13.0,0.9814806807235659
14.0,0.9660517800576605
15.0,0.9807762063119649
16.0,0.9786070249258978
17.0,0.972332675238442
18.0,0.9821629246147716
19.0,0.9434497638573788
20.0,0.9682797643157312
21.0,0.9537644465497448
22.0,0.9637299568570018
23.0,0.9332036038375537
24.0,0.9654829138216962
25.0,0.9528062899434563
26.0,0.938042616492741
27.0,0.9325288704383491
28.0,0.9707336678888875
29.0,0.9509313038659096
30.0,0.9401632897714532
31.0,0.9324889998995658
32.0,0.9623317980761623
33.0,0.9455877940317593
34.0,0.9278121914461024
35.0,0.9267305329449887
36.0,0.9111456326821865
37.0,0.929263306468886
38.0,0.9028623404617666
39.0,0.9046309568999511
40.0,0.8772549745272599
41.0,0.908407355158214
42.0,0.9202950446541701
43.0,0.8914812568204784
44.0,0.8910814775107561
45.0,0.9342681504260868
46.0,0.9210218227385043
47.0,0.9428266037071915
48.0,0.9513051680231546
49.0,0.9575960828085933
50.0,0.9839118550534645
51.0,0.994576532623158
52.0,1.016530680392976
53.0,1.0329592401729142
54.0,1.0160557851402963
55.0,1.0905674247471935
56.0,1.0809625919550119
57.0,1.067941031234581
58.0,1.097344890095339
59.0,1.095139818793608
60.0,1.0826211196412754
61.0,1.114717443365284
62.0,1.119596466439123
63.0,1.0806532986437414
64.0,1.0786209600908105
65.0,1.1003154666561763
66.0,1.1082289550532456
67.0,1.0834340281806576
68.0,1.063891842880508
69.0,1.0358619434930174
70.0,1.0613188799973776
71.0,1.0075225249941835
72.0,1.0595774949468342
73.0,1.037200677710153
74.0,1.0256217843549802
75.0,1.0444694953370777
76.0,1.019102025023807
77.0,1.0334511500222174
78.0,1.0471223428402843
79.0,1.0277529137264299
80.0,1.0525415037485466
81.0,1.0540848650646186
82.0,1.0547699622683187
83.0,1.031587617653974
84.0,1.0483930267782529
85.0,1.0614410247869217
86.0,1.0561428281287286
87.0,1.0098545001066686
88.0,1.0168264689438449
89.0,1.0054358641891414
90.0,1.0201087741888046
91.0,1.004427258880751
92.0,0.9972332500698554
93.0,0.9689297200077918
94.0,1.0131541231696088
95.0,1.0252545731285616
96.0,1.0015535750591884
97.0,0.9948097692772397
98.0,0.996403063010815
99.0,0.9909006490778282
100.0,0.9921255501287268
101.0,0.9810640439922856
102.0,1.0151558084043704
103.0,1.0148359283276251
104.0,0.9875803503774395
105.0,1.0365924496739758
106.0,0.9886299124690405
107.0,0.9974468905490746
108.0,0.9763346180752577
109.0,0.9887810220599559
110.0,0.962908671152179
111.0,0.9944316388758727
112.0,0.9768602274168646
113.0,0.9571926005640284
114.0,0.9755274482857076
115.0,0.9689250032923512
116.0,0.9667078805942236
117.0,0.944281819957056
118.0,0.9414514028985065
119.0,0.9659240638323437
120.0,0.9541993298190804
