Time NormalisedFlux
0.0 0.8328900088623119
1.0 0.9309903718489803
2.0 0.9908699729490541
3.0 0.9389828274787808
4.0 1.0414030198549213
5.0 1.0028724961812538
6.0 0.9958392969999446
7.0 1.1465308119593791
8.0 0.8375325931236677
9.0 1.146024511052713
10.0 0.940143738047506
11.0 0.8750124210105885
12.0 1.020341932761682
13.0 0.9763144963359177
14.0 0.9427638603460184
15.0 0.9349023446755874
16.0 0.9685391497065357
17.0 1.1691564728172406
18.0 0.9151375327773528
19.0 0.8975955819790303
20.0 0.9118738684447529
21.0 1.0469902352884448
22.0 0.8730235605041434
23.0 0.9246540817106745
24.0 0.8625071794916079
25.0 1.2194593899615223
26.0 1.0834115730601315
27.0 0.8750684056320327
28.0 1.0712512996028587
29.0 1.048752267546751
30.0 0.8235871257616154
31.0 0.9633686623584989
32.0 0.886855937734569
33.0 1.0222250753731275
34.0 1.1748213970282475
35.0 1.2849960318596716
36.0 0.96456009310944
37.0 0.9115873284600856
38.0 0.9882068600444595
39.0 1.0246219544617121
40.0 1.0599095746044884
41.0 1.1312901685678374
42.0 0.8546656187343272
43.0 1.118093458003027
44.0 0.8826953300086758
45.0 1.0117380806326695
46.0 1.2168550985213427
47.0 0.9568177401993114
48.0 1.0528145169993994
49.0 0.8494670359037297
50.0 0.9714608585025774
51.0 0.9097931059249705
52.0 0.9353363542140265
53.0 1.147335095129308
54.0 1.1141109705893597
55.0 0.8326764393517083
56.0 1.0889439459268602
57.0 0.9834308048502298
58.0 0.9707188861361116
59.0 1.0510574727450328
60.0 0.9349193516143501
61.0 1.1915384286395234
62.0 1.1579026513409718
63.0 1.0200983148399483
64.0 0.857892340274901
65.0 1.0543835714770269
66.0 1.0428640347095421
67.0 1.013161429696747
68.0 0.8780502463995363
69.0 1.0779958427011138
70.0 1.1057002600582913
71.0 1.1224516587774005
72.0 1.0092969518098684
73.0 0.9535144805408056
74.0 0.8419383886546778
75.0 0.8722762042580551
76.0 1.004494027779926
77.0 1.1918613290643802
78.0 1.040638442857313
79.0 0.9301192004898992
80.0 0.9996162234247117
81.0 0.7953500423830806
82.0 1.0346019964815094
83.0 0.8430519284956928
84.0 1.2325614214612546
85.0 0.9016881535788138
86.0 1.0031968714820232
87.0 0.9787168049459956
88.0 0.9459695220234814
89.0 1.083485137756475
90.0 0.9108996131175785
91.0 0.8271145099865315
92.0 0.8857249995332446
93.0 0.7806019319508931
94.0 1.186303604482814
95.0 1.0688589794233763
96.0 0.9095139388190638
97.0 1.0554402853685982
98.0 1.0620755174453163
99.0 1.040720029537328
100.0 0.8916495571909985
101.0 1.1836800287404934
102.0 1.0574573924752293
103.0 1.0636530599435499
104.0 1.138925642012713
105.0 0.8433611051503849
106.0 0.9854450085889277
107.0 1.0804457626330084
108.0 1.0711388017882173
109.0 0.8906687338327934
110.0 0.9931884888990851
111.0 1.2473656820487589
112.0 1.1927923176642428
113.0 1.0148868626858383
114.0 1.1271985344925102
115.0 0.8899313341609579
116.0 1.1368991432850448
117.0 0.9429108044044572
118.0 0.8979020235584594
119.0 1.0499303616416655
120.0 0.9500859060071003
