Time,NormalisedFlux
0.0,1.0952977017831345
1.0,1.1094557962526526
2.0,1.0750870617030817
3.0,1.1043682925529106
4.0,1.1034272681674824
5.0,1.072277342122574
6.0,1.0788836691154777
7.0,1.0873542002511345
8.0,1.0893863094514085
9.0,1.0636575352214606
10.0,1.06514943044533
11.0,1.0375152804302648
12.0,1.0490838214819613
13.0,1.0556488460730156
14.0,1.0241476848261368
15.0,1.0404527642205328
16.0,1.0263133013309038
17.0,1.0329781075511937
18.0,1.0438424217830184
19.0,1.0551610925586057
20.0,1.004011741577801
21.0,1.0557196838400382
22.0,1.0425202060674317
23.0,1.0115122178556275
24.0,1.0803659261284662
25.0,1.000784767337092
26.0,1.0291839638241531
27.0,1.0268505714485536
28.0,0.9906531229764921
29.0,1.028298712108832
30.0,1.028698320422993
31.0,1.0124309512314378
32.0,1.0143865974116064
33.0,1.007058448118909
34.0,1.0049152805975314
35.0,0.9996153884960488
36.0,1.0046765452900954
37.0,1.00237509638789
38.0,1.042729256891379
39.0,0.9878053812135875
40.0,0.9654740942769634
41.0,1.0077381760985527
42.0,0.9816884265999325
43.0,1.0147118487380014
44.0,1.0159152304274723
45.0,0.9902849550860502
46.0,1.0199102687503783
47.0,1.0079517686762052
48.0,1.0256619440248487
49.0,0.9424602628214996
50.0,0.9809946434993705
51.0,0.9653649559042318
52.0,0.9699108289508988
53.0,0.9453760582954226
54.0,0.9415291989214803
55.0,0.9462354743020486
56.0,0.9733613218067657
57.0,0.9467748312695499
58.0,0.9595626305823841
59.0,0.9513078095662307
60.0,0.9508785887740139
61.0,0.9571657100875471
62.0,0.9451109591426997
63.0,0.9446864571055437
64.0,0.9576497288175648
65.0,0.9349843507092762
66.0,0.9696087491745347
67.0,0.9733543888668715
68.0,0.9728227014104842
69.0,0.9452697629103369
70.0,0.9293947506622913
71.0,0.9337444326596834
72.0,0.931802494969806
73.0,0.931538523912957
74.0,0.9251343273902797
75.0,0.9226845652737341
76.0,0.90949606585248
77.0,0.9140880283548877
78.0,0.9422353126541803
79.0,0.8874095243856389
80.0,0.8941087062919401
81.0,0.9013067863264925
82.0,0.9309357820683478
83.0,0.9186323016060288
84.0,0.9296721614062908
85.0,0.9161889957310978
86.0,0.984602228617179
87.0,0.9851210403600532
88.0,0.9966513576521698
89.0,0.9926441958956986
90.0,1.0348382540939085
91.0,1.0325872846013497
92.0,1.0714138468490166
93.0,1.0552176075220003
94.0,1.056513182466939
95.0,1.067070223950639
96.0,1.1018358189079271
97.0,1.0991535835500834
98.0,1.1066801424007293
99.0,1.119041393478778
100.0,1.0960314222367624
101.0,1.0810497045262109
102.0,1.075121805234354
103.0,1.0997994619575644
104.0,1.078872287859366
105.0,1.0495791302802862
106.0,1.045866667166294
107.0,1.0722320629457631
108.0,1.0221693535571743
109.0,1.0371575068210892
110.0,1.072514919362992
111.0,1.051816148073868
112.0,1.0489912201413891
113.0,1.0470943766349938
114.0,1.058752887213527
115.0,1.0243914014922837
116.0,1.0499192842219676
117.0,1.0161462827275634
118.0,1.035456197998537
119.0,1.0489038824253947
120.0,1.0332541150688126
