Time,NormalisedFlux
0.0,1.0441579387635045
1.0,1.0499446209564056
2.0,1.0826553739810156
3.0,1.026824735911965
4.0,1.072559636928156
5.0,1.129487467163455
6.0,1.1389765002728167
7.0,1.1048860141858978
8.0,1.1164334071762818
9.0,1.1473477824226583
10.0,1.1544251645668746
11.0,1.1134500155877673
12.0,1.0926442815493946
13.0,1.1184584905712367
14.0,1.0751863007480915
15.0,1.1403195382450872
16.0,1.1068603040004839
17.0,1.0435882618543324
18.0,1.0741699945892775
19.0,1.0537137415655113
20.0,1.0216160374758485
21.0,1.0449079499106788
22.0,1.046738295753489
23.0,1.0301499740448232
24.0,0.9816085151871154
25.0,0.976806173668861
26.0,0.9342635018482621
27.0,0.9773100652202794
28.0,0.953962000467177
29.0,0.9029637704755736
30.0,0.9129462637099433
31.0,0.9464133567422583
32.0,0.898836126135225
33.0,0.9340421662142724
34.0,0.8675738337001874
35.0,0.8444819718068471
36.0,0.8465143993389369
37.0,0.8622263220630315
38.0,0.8825303037831344
39.0,0.8718861903867001
40.0,0.8524261089420673
41.0,0.906544417273348
42.0,0.9790917697591957
43.0,0.920610037932787
44.0,0.9003068510150861
45.0,0.9079345394778209
46.0,0.9817740998540138
47.0,0.9625096053328457
48.0,0.9764555696932399
49.0,0.9049924412203368
50.0,1.0138592865738536
51.0,0.9949782209547883
52.0,1.0662817608826818
53.0,1.0633103349450583
54.0,1.1061922521271228
55.0,1.0802693194844055
56.0,1.135742070359796
57.0,1.0521505714437014
58.0,1.1354192326634385
59.0,1.1005580983739158
60.0,1.129346441312311
61.0,1.118275939860431
62.0,1.1085829127573008
63.0,1.1691151353942475
64.0,1.1651653682884306
65.0,1.1431734318218512
66.0,1.1501361488379327
67.0,1.1105802469471902
68.0,1.1143215714196943
69.0,1.0797945738080912
70.0,1.0478361548266317
71.0,1.0522636622531414
72.0,1.0443627679680627
73.0,1.0168750930688446
74.0,0.9781309147776518
75.0,1.0193404021428865
76.0,0.9917580534957467
77.0,1.024698022285676
78.0,0.9844150264948316
79.0,1.0028907915797785
80.0,0.9108337235382841
81.0,0.9595665456304998
82.0,0.9461322321143425
83.0,0.941301363213533
84.0,0.9109418020118697
85.0,0.8805566620441982
86.0,0.8897674708175538
87.0,0.8498820014662428
88.0,0.9041907079175688
89.0,0.8202959015389072
90.0,0.8785045809344566
91.0,0.8888719857473732
92.0,0.8411871371913873
93.0,0.8348945070129975
94.0,0.8833395948862984
95.0,0.9023850597602561
96.0,0.8769723654083813
97.0,0.9453017719487695
98.0,0.9355026996629369
99.0,0.9085701482242361
100.0,0.955994232533848
101.0,0.9327927432461226
102.0,1.0131887702771416
103.0,1.0023061742323474
104.0,1.0358328627226558
105.0,1.0444744982672796
106.0,1.0573376496709317
107.0,1.0634047345623718
108.0,1.1099395643967211
109.0,1.027456229857854
110.0,1.0657368376038407
111.0,1.0492338719237337
112.0,1.0753941614293887
113.0,1.1300331772387873
114.0,1.1245204001594014
115.0,1.168371672628792
116.0,1.1293789005381698
117.0,1.1740838762713823
118.0,1.1344911036172747
119.0,1.1420060058993706
120.0,1.0836445876025969
