Time,NormalisedFlux
0.0,0.9478387698284928
1.0,0.993679629994389
2.0,1.0005357823263026
3.0,1.065267639924468
4.0,1.1061586573090147
5.0,1.1065001476736749
6.0,1.144386329149379
7.0,1.2297675450525465
8.0,1.1566556767851919
9.0,1.2250318869674917
10.0,1.1714652482850265
11.0,1.1624693344000225
12.0,1.1726634408022445
13.0,1.0696709551891472
14.0,0.9913719063063706
15.0,0.9565537396609914
16.0,0.9624955619438622
17.0,0.88409543666005
18.0,0.8240905860797085
19.0,0.8304533851965503
20.0,0.8342272164083244
21.0,0.7748475091325258
22.0,0.8015853959008021
23.0,0.8034171467524901
24.0,0.8672228160983486
25.0,0.9044830999632919
26.0,0.9436403730320518
27.0,0.9938042952935394
28.0,0.9925475297383579
29.0,1.1033830728173815
30.0,1.1304890580780407
31.0,1.153236773316973
32.0,1.1706717009135603
33.0,1.1748336998980284
34.0,1.2140254413040674
35.0,1.171779212649232
36.0,1.1780293186835775
37.0,1.0875330233083438
38.0,1.1194048553062046
39.0,1.099394885958933
40.0,0.9889575151422677
41.0,0.9122210274861694
42.0,0.8849649750269349
43.0,0.8473683852039966
44.0,0.8144902687152379
45.0,0.817178889495022
46.0,0.8036091094305572
47.0,0.819801221579477
48.0,0.8243757892787185
49.0,0.8121734376933836
50.0,0.8366224997587166
51.0,0.8542393653150789
52.0,1.0076837791637585
53.0,0.9914975772991804
54.0,1.0483292597272844
55.0,1.0412546238406328
56.0,1.1609419937416734
57.0,1.1669561490973561
58.0,1.2299330133562603
59.0,1.2051835153573776
60.0,1.1918815387376263
61.0,1.191655392862586
62.0,1.164088836270456
63.0,1.086920721803032
64.0,1.076232251230843
65.0,1.0780274553328053
66.0,1.1190219843507407
67.0,0.9158371006539976
68.0,0.9146339528061262
69.0,0.9245104658354115
70.0,0.8651883436255878
71.0,0.8536428812895703
72.0,0.8903776355986611
73.0,0.8194380980384667
74.0,0.8556872692038531
75.0,0.7713100147411696
76.0,0.8484870052399657
77.0,0.9241895622896479
78.0,0.9767883147509958
79.0,0.9841500393480096
80.0,1.0605463790546907
81.0,1.107167761969545
82.0,1.1191873636997474
83.0,1.1394808383091928
84.0,1.1673150964425452
85.0,1.207334718378011
86.0,1.1979087886138142
87.0,1.2120205593442535
88.0,1.2449063150239825
89.0,1.1584324102617423
90.0,1.0799102582966587
91.0,1.0239710652845126
92.0,1.0326024468700516
93.0,0.931765209947079
94.0,0.9598123584153043
95.0,0.9415540550562318
96.0,0.8374824839649471
97.0,0.7902260185334095
98.0,0.7836080851190224
99.0,0.8144966905636372
100.0,0.7782326528022809
101.0,0.8154260864858001
102.0,0.9111833384147484
103.0,0.9629086653629789
104.0,0.9468589743197797
105.0,1.01166758233053
106.0,1.0430143145205295
107.0,1.066788665673292
108.0,1.1287291761894835
109.0,1.141469312724726
110.0,1.1978641784806126
111.0,1.2341993856273106
112.0,1.1348217372722564
113.0,1.2356973993300389
114.0,1.1987807904069148
115.0,1.1190440746237176
116.0,1.1236750406400622
117.0,1.0554150985608521
118.0,1.0278285931767845
119.0,0.9975111177215865
120.0,0.9092877522695189
