Name Equatorial Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
S439330 228.4975 76.4062 2.804e-21 7.338e-21 3.9370000000000005e-20 0.0 1.27 0.0
S439331 228.0411 77.0323 1.124e-15 1.826e-15 3.719e-15 0.0 -0.71 0.0
S439332 228.1808 76.2783 2.474e-16 5.187e-16 1.704e-15 0.0 0.43 0.0
S439333 228.3705 76.0843 1.28e-19 8.697000000000001e-20 2.9430000000000004e-20 0.0 2.55 0.0
S439334 227.8597 77.1528 1.391e-20 3.408e-20 1.566e-19 0.0 -0.85 0.0
S439335 228.1703 76.3134 2.406e-16 2.43e-16 1.844e-16 0.0 0.47 0.0
S439336 228.1762 77.1678 3.9659999999999996e-23 1.5989999999999999e-22 2.112e-21 0.0 -0.36 0.0
S439337 228.273 76.2019 3.171e-19 5.94e-19 1.572e-18 0.0 2.13 0.0
S439338 228.1434 76.2975 5.012e-21 1.301e-20 7.006000000000001e-20 0.0 0.12 0.0
S439339 227.7983 76.0956 1.877e-16 1.975e-16 1.638e-16 0.0 0.43 0.0
S439340 228.4389 76.1954 7.224e-21 1.8850000000000003e-20 9.969000000000001e-20 0.0 2.33 0.0
S439341 228.1598 76.4275 2.674e-20 6.190000000000001e-20 2.498e-19 0.0 -0.27 0.0
S439342 227.6818 76.4242 1.35e-17 1.733e-17 2.07e-17 0.0 -0.49 0.0
S439343 227.9022 76.2056 4.741e-17 5.777e-17 6.398e-17 0.0 0.38 0.0
S439344 228.6705 76.1555 2.909e-19 5.231e-19 1.304e-18 0.0 2.31 0.0
S439345 228.2134 76.3593 1.13e-21 3.205e-21 2.0890000000000003e-20 0.0 0.11 0.0
S439346 228.4025 76.0784 1.409e-16 1.481e-16 1.222e-16 0.0 2.51 0.0
S439347 228.4808 76.7035 2.367e-25 1.7519999999999998e-24 8.187e-23 0.001 0.66 0.0
S439348 228.0123 77.1027 3.21e-18 4.4e-18 6.196e-18 0.0 -0.71 0.0
S439349 228.3355 75.8268 1.5440000000000002e-20 3.767e-20 1.694e-19 0.0 2.53 0.0
S439350 228.2857 76.2552 4.802e-19 8.276e-19 1.832e-18 0.0 1.86 0.0
S439351 228.2496 76.1381 3.804e-17 4.516e-17 4.739e-17 0.0 1.73 0.0
S439352 227.8628 76.7835 2.875e-16 2.906e-16 2.085e-16 0.0 -0.91 0.0
S439353 228.2561 76.2742 1.133e-19 7.945e-20 2.8330000000000004e-20 0.0 1.37 0.0
S439354 229.1036 76.1368 7.855e-23 3.236e-22 4.471e-21 0.001 2.52 0.0
S439355 228.8799 75.9881 3.18e-25 2.062e-24 7.532e-23 0.0 2.76 0.0
S439356 228.2778 76.253 1.042e-15 1.895e-15 4.711e-15 0.0 1.87 0.0
S439357 228.1263 76.0499 3.809e-20 8.121e-20 2.803e-19 0.0 1.52 0.0
S439358 228.4945 75.8841 1.466e-16 1.552e-16 1.236e-16 0.0 2.76 0.0
S439359 228.3912 76.4149 8.616e-19 1.462e-18 3.057e-18 0.0 0.97 0.0
S439360 229.1411 76.1734 1.916e-19 3.563e-19 8.846e-19 0.0 2.31 0.0
S439361 228.1169 76.2716 5.2350000000000005e-20 1.178e-19 4.541e-19 0.0 0.56 0.0
S439362 227.6332 76.2997 1.812e-19 1.192e-19 3.728e-20 0.0 -0.18 0.0
S439363 228.2669 76.1649 1.0180000000000001e-21 2.926e-21 1.8370000000000003e-20 0.0 2.0 0.0
S439364 227.9211 75.9997 2.1900000000000002e-20 4.7920000000000006e-20 1.787e-19 0.0 0.89 0.0
S439365 228.3236 76.2799 4.509e-21 1.1220000000000001e-20 5.355e-20 0.001 1.58 0.0
S439366 228.8145 76.1338 2.155e-15 6.06e-15 3.738e-14 0.0 2.32 1.0
S439367 228.2024 76.0153 8.526e-22 2.379e-21 1.474e-20 0.0 2.05 0.0
S439368 228.5855 76.709 1.326e-21 3.851e-21 2.4900000000000002e-20 0.0 0.88 0.0
S439369 228.3029 76.2743 4.5240000000000004e-20 9.915e-20 3.605e-19 0.0 2.11 0.0
S439370 228.2055 76.2646 8.2089999999999995e-22 2.288e-21 1.443e-20 0.0 0.84 0.0
S439371 228.0003 76.223 1.662e-21 4.161e-21 1.988e-20 0.0 0.36 1.0
S439372 228.1585 76.1965 4.4499999999999996e-27 4.8260000000000006e-26 5.078e-24 0.0 1.16 0.0
S439373 228.1907 76.2901 4.4000000000000004e-20 9.316e-20 3.224e-19 0.001 0.56 0.0
S439374 228.1687 76.2274 5.748e-13 3.763e-13 1.199e-13 0.0 1.0 0.0
S439375 228.5177 76.237 1.019e-19 1.937e-19 5.242e-19 0.001 2.03 0.0
S439376 228.2333 76.1972 8.327e-21 2.157e-20 1.085e-19 0.0 1.83 0.0
