Name Equatorial Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
S253523 224.1116 9.5806 5.229e-17 4.25e-17 2.023e-17 0.0 107.99 0.0
S253524 224.2026 9.6372 4.393e-25 1.939e-24 2.98e-23 0.0 112.03 0.0
S253525 224.2383 9.637 1.33e-18 1.503e-18 1.391e-18 0.0 110.84 0.0
S253526 223.9604 9.6008 2.353e-17 4.6e-17 1.334e-16 0.0 108.41 0.0
S253527 224.3256 9.6567 5.231999999999999e-22 1.218e-21 5.289e-21 0.0 111.28 0.0
S253528 223.86 9.7029 6.136e-23 1.949e-22 1.563e-21 0.0 110.83 0.0
S253529 224.215 9.6338 2.49e-19 3.273e-19 3.967e-19 0.0 109.78 0.0
S253530 224.2346 9.6565 4.264e-21 8.212e-21 2.343e-20 0.0 111.5 0.0
S253531 224.347 9.5364 1.5469999999999999e-22 3.6689999999999995e-22 1.567e-21 0.0 108.57 0.0
S253532 224.353 9.6798 1.741e-22 4.481e-22 2.32e-21 0.0 111.84 0.0
S253533 224.2453 9.643 1.466e-19 2.166e-19 3.543e-19 0.0 110.86 0.0
S253534 223.9606 9.6449 1.648e-22 3.9319999999999997e-22 1.76e-21 0.0 109.88 0.0
S253535 223.5423 9.6307 2.181e-23 5.949999999999999e-23 3.431e-22 0.0 109.65 0.0
S253536 223.7413 9.3798 8.846e-21 1.5650000000000002e-20 3.7720000000000004e-20 0.0 107.39 0.0
S253537 224.45 9.6632 5.0460000000000004e-21 8.965000000000001e-21 2.1620000000000002e-20 0.0 111.26 0.0
S253538 224.1548 9.6388 4.067e-19 5.09e-19 5.777e-19 0.0 110.12 0.0
S253539 224.2199 9.6033 7.211999999999999e-22 1.414e-21 4.319e-21 0.0 108.75 0.0
S253540 223.9485 9.6136 1.474e-17 1.378e-17 8.975e-18 0.0 108.88 0.0
S253541 223.9953 9.5049 4.32e-18 4.357e-18 3.237e-18 0.0 107.66 0.0
S253542 224.0345 9.6236 1.9089999999999997e-22 4.947e-22 2.564e-21 0.0 109.35 0.0
S253543 224.2478 9.6002 1.9740000000000002e-25 9.713000000000001e-25 1.951e-23 0.0 108.74 0.0
S253544 225.0762 9.8204 1.3140000000000001e-20 2.1890000000000003e-20 4.3940000000000003e-20 0.0 112.18 0.0
S253545 224.1857 9.7077 1.878e-22 4.6869999999999995e-22 2.192e-21 0.0 111.96 0.0
S253546 224.2104 9.638 1.278e-19 1.85e-19 2.827e-19 0.0 110.24 0.0
