Name Equatorial Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
S109895 109.9312 65.9671 7.137e-26 3.731e-25 8.726e-24 0.0 94.87 0.0
S109896 109.9251 65.8667 4.733e-25 1.991e-24 2.866e-23 0.0 98.33 0.0
S109897 109.9321 65.8849 6.310999999999999e-23 1.441e-22 5.632999999999999e-22 0.0 97.69 0.0
S109898 109.9982 66.1203 3.206e-21 5.932e-21 1.542e-20 0.0 94.37 0.0
S109899 109.9458 65.9763 1.5419999999999998e-22 4.0569999999999996e-22 2.185e-21 0.0 94.3 0.0
S109900 109.9392 65.8993 9.618e-23 2.8319999999999996e-22 1.977e-21 0.0 96.19 0.0
S109901 109.934 65.8959 6.741e-23 2.0419999999999997e-22 1.505e-21 0.0 97.26 0.0
S109902 109.9388 65.9186 6.413e-17 5.41e-17 2.704e-17 0.0 95.05 0.0
S109903 109.9046 65.7898 3.887e-19 4.837e-19 5.425e-19 0.0 98.55 0.0
S109904 109.9399 65.895 5.045e-20 7.702e-20 1.32e-19 0.0 96.71 0.0
S109905 109.9309 65.9318 4.379e-27 3.38e-26 1.698e-24 0.0 95.11 0.0
S109906 109.9388 65.8594 9.339e-21 1.68e-20 4.0970000000000004e-20 0.0 97.66 0.0
S109907 109.9308 65.9334 8.28e-19 9.749e-19 9.643e-19 0.0 94.85 0.0
S109908 109.925 65.9228 1.0639999999999999e-22 2.3129999999999997e-22 8.540999999999999e-22 0.0 95.43 0.0
S109909 109.9532 65.9487 3.5309999999999997e-22 7.757999999999999e-22 2.7850000000000002e-21 0.0 94.67 0.0
S109910 109.9334 65.9148 2.282e-21 1.609e-21 5.882999999999999e-22 0.0 95.22 0.0
S109911 109.939 65.9042 8.826e-22 2.015e-21 7.927e-21 0.0 95.21 0.0
S109912 109.9349 65.9047 8.74e-13 6.221e-13 2.309e-13 0.0 95.81 0.0
S109913 109.9366 65.9047 3.049e-20 4.9250000000000004e-20 9.629000000000001e-20 0.0 95.61 0.0
S109914 109.9436 65.9075 8.99e-22 2.112e-21 8.555e-21 0.0 95.15 0.0
S109915 109.9336 65.9005 1.6689999999999998e-22 3.7949999999999994e-22 1.5440000000000001e-21 0.0 96.06 0.0
S109916 109.9182 65.8268 1.6199999999999998e-22 3.5869999999999994e-22 1.3240000000000001e-21 0.0 98.39 0.0
S109917 109.9359 65.9095 2.688e-20 4.3570000000000006e-20 8.222000000000001e-20 0.0 95.32 0.0
S109918 109.9595 65.9522 1.782e-24 7.117e-24 9.043999999999999e-23 0.0 94.53 0.0
S109919 109.8694 65.8412 1.6379999999999998e-22 4.430999999999999e-22 2.488e-21 0.0 97.35 0.0
S109920 109.9349 65.9624 1.18e-20 2.005e-20 4.3910000000000006e-20 0.0 94.61 0.0
S109921 109.9367 65.908 1.45e-21 3.18e-21 1.154e-20 0.0 95.2 0.0
S109922 109.9209 65.8238 2.201e-19 3.039e-19 4.169e-19 0.0 98.48 0.0
S109923 109.9278 65.9066 1.701e-21 1.248e-21 4.901e-22 0.0 96.09 0.0
S109924 109.9146 65.822 3.4419999999999997e-22 8.0009999999999995e-22 3.271e-21 0.0 98.6 1.0
S109925 109.9429 65.8973 4.1679999999999995e-22 1.059e-21 5.198e-21 0.0 96.37 0.0
S109926 109.9201 65.883 1.332e-20 2.174e-20 4.19e-20 0.0 97.17 0.0
S109927 109.9069 65.8464 5.284e-22 1.231e-21 5.146e-21 0.0 98.44 0.0
S109928 109.9353 65.8672 6.715e-21 1.1950000000000001e-20 2.952e-20 0.0 97.76 0.0
S109929 109.9419 65.924 9.248e-23 2.2589999999999996e-22 1.081e-21 0.0 94.66 0.0
