Name Equatorial Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
S086063 277.9716 146.9549 2.678e-23 6.789e-23 3.3569999999999995e-22 0.0 135.43 0.0
S086064 277.9106 146.9262 6.551e-21 1.1200000000000002e-20 2.5000000000000002e-20 0.0 134.83 0.0
S086065 277.9567 146.9408 6.029e-24 1.958e-23 1.6419999999999998e-22 0.0 135.11 0.0
S086066 277.926 146.9661 1.122e-17 2.188e-17 6.29e-17 0.0 135.69 0.0
S086067 277.9788 146.9562 2.954e-23 7.846e-23 4.1619999999999996e-22 0.0 135.62 0.0
S086068 278.2755 146.9915 1.485e-23 4.5679999999999997e-23 3.4049999999999997e-22 0.0 137.36 0.0
S086069 277.9957 146.9567 6.3e-19 7.027e-19 6.421e-19 0.0 136.41 0.0
S086070 277.9749 146.8918 1.87e-23 5.331e-23 3.3959999999999996e-22 0.0 135.29 0.0
S086071 278.0243 146.9114 1.661e-21 1.155e-21 4.1019999999999996e-22 0.0 135.93 0.0
S086072 277.9646 146.964 1.4370000000000001e-21 1.008e-21 3.5949999999999995e-22 0.0 135.6 0.0
S086073 277.9621 146.9979 9.650000000000001e-20 1.325e-19 1.857e-19 0.0 137.02 0.0
S086074 277.9111 146.9519 1.139e-16 8.672e-17 3.592e-17 0.0 135.18 1.0
S086075 277.961 146.979 4.225e-24 1.367e-23 1.1339999999999998e-22 0.0 136.56 0.0
S086076 278.0283 146.9497 1.388e-21 2.728e-21 7.72e-21 0.0 136.58 0.0
S086077 277.9817 146.919 3.9429999999999995e-23 9.13e-23 3.809e-22 0.0 135.43 0.0
S086078 278.0294 146.9906 3.0329999999999996e-22 6.864999999999999e-22 2.656e-21 0.0 137.67 0.0
S086079 278.0328 147.005 2.015e-20 3.147e-20 5.882e-20 0.0 137.67 0.0
S086080 277.98 146.9575 5.278999999999999e-22 1.145e-21 4.031e-21 0.0 135.85 0.0
S086081 277.947 146.9511 1.394e-20 2.264e-20 4.459e-20 0.0 135.2 0.0
S086082 277.8985 146.8689 6.480000000000001e-20 8.855e-20 1.245e-19 0.0 134.99 0.0
S086083 277.9102 146.9151 4.2859999999999995e-22 9.777e-22 3.818e-21 0.0 134.93 0.0
S086084 277.9445 146.9333 4.1159999999999995e-22 9.588e-22 3.894e-21 0.0 135.01 0.0
S086085 277.8482 146.9475 1.7869999999999998e-22 4.0969999999999998e-22 1.6360000000000001e-21 0.0 135.17 0.0
S086086 277.8007 146.7592 6.129e-25 2.289e-24 2.575e-23 0.0 134.97 0.0
S086087 277.9636 146.9767 1.846e-21 1.266e-21 4.359999999999999e-22 0.0 136.8 0.0
S086088 277.9524 146.9475 3.396e-23 8.727e-23 4.54e-22 0.0 135.17 0.0
S086089 277.9916 146.9732 3.504e-18 3.684e-18 2.909e-18 0.0 137.44 0.0
S086090 277.9544 146.9702 1.028e-17 9.962e-18 6.528e-18 0.0 136.08 0.0
S086091 277.9984 146.9599 1.221e-24 4.331e-24 4.3589999999999995e-23 0.0 136.59 0.0
S086092 277.9752 146.9581 1.005e-18 1.166e-18 1.096e-18 0.0 135.57 0.0
S086093 277.9527 146.9459 8.1e-20 1.125e-19 1.633e-19 0.0 135.09 0.0
S086094 277.9666 146.9673 4.415e-19 5.119e-19 5.013e-19 0.0 136.14 0.0
S086095 278.0628 146.9904 5.392e-19 6.174e-19 5.962e-19 0.0 137.55 0.0
S086096 277.9822 146.9447 3.705e-24 1.143e-23 8.823999999999999e-23 0.0 135.68 0.0
S086097 277.8945 146.9464 1.484e-23 3.8819999999999997e-23 2.0589999999999998e-22 0.0 135.01 0.0
S086098 277.9651 146.9446 9.235e-22 1.868e-21 6.08e-21 0.0 135.3 0.0
S086099 277.9798 146.9605 8.347e-21 1.497e-20 3.5770000000000005e-20 0.0 136.06 0.0
S086100 277.8828 146.9889 4.8800000000000004e-21 8.686e-21 2.0650000000000002e-20 0.0 136.06 0.0
S086101 278.1421 147.0754 3.607e-17 6.085e-17 1.255e-16 0.0 137.96 0.0
S086102 277.9395 146.965 1.1310000000000001e-20 1.822e-20 3.6130000000000004e-20 0.0 135.63 0.0
S086103 278.0169 146.9324 2.9749999999999996e-23 7.421e-23 3.6049999999999996e-22 0.0 136.04 0.0
S086104 277.9747 146.9666 3.296e-18 3.255e-18 2.304e-18 0.0 136.82 0.0
S086105 277.9736 146.9637 5.001e-23 1.366e-22 7.633999999999999e-22 0.0 136.23 0.0
S086106 277.9748 146.9375 2.512e-20 3.8260000000000005e-20 6.71e-20 0.0 135.35 0.0
S086107 277.9421 146.9254 3.169e-20 4.907e-20 8.606000000000001e-20 0.0 135.06 0.0
S086108 277.9625 146.9546 5.137e-23 1.362e-22 7.589e-22 0.0 135.18 0.0
S086109 278.1369 146.9159 1.919e-22 4.474999999999999e-22 1.837e-21 0.0 136.46 0.0
S086110 278.0226 146.9562 1.691e-20 2.7000000000000003e-20 5.232000000000001e-20 0.0 136.89 0.0
S086111 277.8323 146.9386 1.927e-18 1.996e-18 1.506e-18 0.0 135.09 0.0
S086112 277.9942 147.0038 3.788e-20 5.472000000000001e-20 8.495e-20 0.0 137.42 0.0
S086113 277.9697 146.989 4.174e-18 4.028e-18 2.812e-18 0.0 137.08 0.0
S086114 277.9721 146.9705 7.277999999999999e-22 1.487e-21 4.811e-21 0.0 136.89 0.0
S086115 278.0128 146.899 3.178e-22 7.411e-22 2.942e-21 0.0 135.75 0.0
S086116 277.9516 146.9556 3.1380000000000003e-25 1.378e-24 2.184e-23 0.0 135.46 0.0
S086117 277.9259 146.9452 1.188e-18 1.355e-18 1.245e-18 0.0 135.12 0.0
S086118 278.0012 147.0441 3.1209999999999996e-22 6.951e-22 2.585e-21 0.0 137.47 0.0
S086119 277.943 146.9652 1.1709999999999999e-23 3.611e-23 2.5959999999999997e-22 0.0 135.62 0.0
S086120 277.9434 146.9594 2.96e-20 4.4810000000000006e-20 7.825000000000001e-20 0.0 135.41 0.0
S086121 277.9814 146.9712 7.478e-19 8.207e-19 7.417e-19 0.0 137.35 0.0
S086122 278.031 146.9479 4.4890000000000005e-20 6.569000000000001e-20 1.019e-19 0.0 136.51 0.0
S086123 278.0024 146.9547 9.383e-21 1.626e-20 3.623e-20 0.0 136.59 0.0
S086124 277.9992 146.964 2.5889999999999998e-22 5.912e-22 2.383e-21 0.0 136.9 0.0
S086125 277.9753 146.9695 9.574e-23 2.5059999999999997e-22 1.375e-21 0.0 137.05 0.0
S086126 277.9946 146.9601 2.948e-18 2.979e-18 2.199e-18 0.0 136.74 0.0
S086127 277.9856 146.9643 4.878e-21 9.335e-21 2.56e-20 0.0 136.68 0.0
S086128 277.9767 146.9733 5.202e-21 9.42e-21 2.2960000000000003e-20 0.0 137.19 0.0
S086129 277.9281 146.9562 1.266e-19 1.633e-19 2.013e-19 0.0 135.42 0.0
S086130 277.9667 146.9617 7.287e-24 2.119e-23 1.4119999999999998e-22 0.0 135.46 0.0
S086131 278.011 147.0021 2.8559999999999997e-22 7.044999999999999e-22 3.265e-21 0.0 137.77 0.0
S086132 277.9609 146.9913 5.335e-21 8.871e-21 1.8400000000000003e-20 0.0 136.82 0.0
S086133 277.9268 146.8792 4.655e-24 1.579e-23 1.481e-22 0.0 134.97 0.0
S086134 277.9858 146.9672 1.2079999999999998e-22 2.8859999999999997e-22 1.273e-21 0.0 137.32 0.0
S086135 277.9823 146.9688 1.074e-23 3.304e-23 2.4679999999999996e-22 0.0 137.24 0.0
S086136 277.9667 146.9693 5.27e-17 1.174e-16 4.549e-16 0.0 136.5 1.0
S086137 277.8419 146.8875 2.161e-21 4.313e-21 1.3220000000000002e-20 0.0 134.85 0.0
S086138 277.8131 146.9513 1.946e-20 3.0800000000000005e-20 5.565e-20 0.0 135.34 0.0
S086139 278.0143 146.9624 5.108e-21 9.244e-21 2.2160000000000003e-20 0.0 136.94 0.0
S086140 277.958 146.9805 7.807e-21 1.407e-20 3.4260000000000005e-20 0.0 136.61 0.0
S086141 278.2244 146.9263 1.297e-17 2.583e-17 7.626e-17 0.0 136.74 0.0
S086142 277.994 146.9144 7.157e-23 1.9069999999999999e-22 1.053e-21 0.0 135.47 1.0
S086143 277.9755 146.9641 2.163e-18 2.283e-18 1.843e-18 0.0 138.83 0.0
S086144 277.9091 146.9603 1.7769999999999999e-22 3.7669999999999996e-22 1.264e-21 0.0 135.41 0.0
S086145 278.2322 146.9178 6.152e-24 1.95e-23 1.551e-22 0.0 136.72 0.0
S086146 277.9299 146.9416 1.1790000000000001e-20 1.925e-20 3.863e-20 0.0 134.85 0.0
S086147 277.971 146.9658 1.722e-23 4.7919999999999997e-23 2.9789999999999995e-22 0.0 135.53 0.0
S086148 277.9683 146.9627 4.430999999999999e-22 9.566e-22 3.474e-21 0.0 135.32 0.0
S086149 277.9534 146.9539 3.809e-19 4.665e-19 5.156e-19 0.0 135.24 0.0
S086150 277.9803 146.9613 2.0060000000000003e-20 3.242e-20 6.226e-20 0.0 136.22 0.0
S086151 278.3265 147.0809 5.696999999999999e-22 1.319e-21 5.4150000000000004e-21 0.001 137.5 0.0
S086152 277.9154 146.9515 7.72e-24 2.4689999999999998e-23 1.9529999999999997e-22 0.0 135.29 0.0
S086153 277.9821 146.964 2.099e-24 7.088999999999999e-24 6.567e-23 0.0 137.28 0.0
S086154 277.9646 147.0039 2.3990000000000003e-20 3.602e-20 6.142e-20 0.0 137.07 0.0
S086155 278.0079 147.0072 6.872e-13 4.941e-13 1.888e-13 0.0 137.74 0.0
S086156 277.9221 146.9756 1.665e-19 2.102e-19 2.376e-19 0.0 136.06 0.0
S086157 278.0456 146.982 1.185e-21 2.454e-21 8.041e-21 0.0 137.58 0.0
S086158 277.9643 146.9395 9.95e-23 2.344e-22 9.878999999999999e-22 0.0 135.23 0.0
S086159 277.9809 146.9547 4.454e-25 1.74e-24 2.205e-23 0.0 136.02 0.0
S086160 277.9593 146.9691 4.558e-18 4.39e-18 2.956e-18 0.0 136.26 0.0
S086161 277.9303 146.9766 1.637e-19 1.986e-19 2.133e-19 0.0 136.25 0.0
S086162 277.9746 146.9691 2.462e-13 1.886e-13 8.027e-14 0.0 137.54 0.0
S086163 278.0377 146.995 2.264e-24 7.881e-24 7.677e-23 0.0 137.77 0.0
S086164 277.9714 146.9655 3.823e-22 8.607e-22 3.412e-21 0.0 136.1 0.0
S086165 277.9204 146.9858 2.1189999999999996e-22 4.5389999999999995e-22 1.632e-21 0.0 136.21 0.0
S086166 277.9738 147.0597 3.107e-18 3.076e-18 2.2e-18 0.0 137.34 0.0
S086167 277.9085 147.0321 2.6e-17 5.566e-17 1.901e-16 0.0 136.75 0.0
S086168 277.9585 146.9644 5.895000000000001e-20 8.204000000000001e-20 1.152e-19 0.0 135.81 0.0
S086169 277.951 146.9693 1.5339999999999998e-22 3.5529999999999996e-22 1.519e-21 0.0 136.01 0.0
S086170 278.131 147.0188 5.529e-23 1.4049999999999998e-22 7.013999999999999e-22 0.0 137.6 0.0
S086171 277.9927 146.9454 1.465e-21 1.028e-21 3.6559999999999996e-22 0.0 136.05 0.0
S086172 277.9587 146.9491 1.0340000000000001e-20 1.715e-20 3.4550000000000003e-20 0.0 135.15 0.0
S086173 277.9769 146.9568 4.409e-24 1.347e-23 1.0209999999999998e-22 0.0 135.51 0.0
S086174 278.0164 146.9511 6.076e-18 5.898e-18 3.888e-18 0.001 136.62 0.0
S086175 277.9783 146.9662 1.842e-17 3.676e-17 1.102e-16 0.0 137.43 0.0
S086176 277.7911 147.0187 2.278e-21 4.596e-21 1.3860000000000002e-20 0.0 136.0 0.0
S086177 278.0073 146.9672 1.2860000000000001e-20 2.2210000000000002e-20 4.899e-20 0.0 137.12 0.0
S086178 277.9473 146.93 1.132e-19 1.511e-19 1.947e-19 0.0 135.18 0.0
S086179 278.0444 146.9719 9.916e-19 1.067e-18 9.363e-19 0.0 137.39 0.0
S086180 278.0138 146.9868 4.59e-20 6.732e-20 1.033e-19 0.0 137.72 0.0
S086181 277.9918 146.978 6.356e-18 6.112e-18 4.101e-18 0.0 137.44 0.0
S086182 277.9725 146.9631 8.159999999999999e-22 1.667e-21 5.2130000000000004e-21 0.0 135.28 0.0
S086183 278.0179 146.9863 5.875e-20 8.805000000000001e-20 1.455e-19 0.0 137.66 0.0
S086184 278.0359 146.8859 1.063e-18 1.238e-18 1.205e-18 0.0 135.74 0.0
S086185 277.9744 146.9623 3.464e-13 2.915e-13 1.473e-13 0.0 135.32 1.0
S086186 277.9752 146.958 9.558e-22 1.9e-21 5.624e-21 0.0 135.87 0.0
S086187 277.8727 146.907 2.255e-19 2.79e-19 3.029e-19 0.0 134.79 0.0
S086188 277.9225 146.9289 5.525e-19 6.598e-19 6.689e-19 0.0 134.97 0.0
S086189 277.8582 146.9548 1.798e-17 3.403e-17 9.389e-17 0.0 135.38 0.0
S086190 277.9403 146.957 2.823e-23 8.06e-23 5.096999999999999e-22 0.0 135.37 0.0
S086191 277.9733 146.9938 1.94e-17 1.73e-17 9.601e-18 0.0 137.08 0.0
S086192 278.0031 146.9399 7.323e-23 2.045e-22 1.201e-21 0.0 136.02 0.0
S086193 277.9775 146.9563 4.936e-13 3.709e-13 1.528e-13 0.0 135.61 0.0
S086194 277.9828 146.9607 3.974e-18 3.962e-18 2.825e-18 0.0 136.29 0.0
S086195 277.9416 146.8689 2.369e-22 4.735e-22 1.476e-21 0.0 135.1 0.0
S086196 277.9809 147.0035 2.503e-17 4.042e-17 7.96e-17 0.0 137.52 0.0
S086197 277.92 146.9505 3.3499999999999995e-22 7.277e-22 2.598e-21 0.0 135.46 0.0
S086198 277.9321 147.0972 1.393e-21 9.728999999999999e-22 3.4729999999999998e-22 0.0 137.11 0.0
S086199 277.8643 146.9413 9.892e-19 1.13e-18 1.075e-18 0.0 135.07 0.0
S086200 277.9721 146.9603 7.582999999999999e-22 1.618e-21 5.614e-21 0.0 135.46 0.0
S086201 277.9985 146.9638 1.128e-18 1.279e-18 1.175e-18 0.0 137.02 0.0
S086202 278.0131 146.9323 8.728e-24 3.11e-23 3.1309999999999997e-22 0.0 135.93 0.0
S086203 278.0043 146.9805 1.528e-21 1.074e-21 3.8509999999999997e-22 0.0 137.59 0.0
S086204 277.8403 146.9478 4.707e-22 1.095e-21 4.578e-21 0.0 135.38 0.0
S086205 277.9591 146.965 2.674e-20 4.0530000000000006e-20 7.100000000000001e-20 0.0 135.47 0.0
S086206 277.9648 146.9591 1.583e-21 3.074e-21 8.736e-21 0.0 135.35 0.0
S086207 277.9778 146.9617 6.591e-13 4.744e-13 1.776e-13 0.001 135.75 0.0
S086208 277.9806 146.9944 3.948e-21 6.74e-21 1.4640000000000003e-20 0.0 137.45 0.0
S086209 277.9817 146.9607 5.457e-23 1.4279999999999999e-22 7.484e-22 0.0 136.21 0.0
S086210 277.9624 146.9667 2.6380000000000002e-20 4.1290000000000006e-20 7.344e-20 0.0 135.87 0.0
S086211 277.9728 146.9649 9.953e-23 2.6179999999999997e-22 1.372e-21 0.0 135.84 0.0
S086212 277.9739 146.9639 4.936e-24 1.602e-23 1.3149999999999998e-22 0.0 134.48 0.0
S086213 277.9825 146.9578 6.161e-22 1.088e-21 2.643e-21 0.0 136.14 0.0
S086214 278.0085 146.9575 6.009e-20 8.687e-20 1.332e-19 0.0 136.68 0.0
