Name Equatorial Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
S340493 128.8385 95.4863 5.781e-23 1.552e-22 8.853e-22 0.0 124.44 0.0
S340494 128.8493 95.4655 1.3e-22 3.4879999999999998e-22 1.9110000000000002e-21 0.0 122.5 0.0
S340495 128.8581 95.4262 2.585e-23 7.716e-23 5.492e-22 0.0 121.45 0.0
S340496 128.8402 95.4385 3.138e-19 3.821e-19 4.096e-19 0.0 121.37 0.0
S340497 128.8232 95.4891 3.82e-19 4.407e-19 4.24e-19 0.0 124.71 0.0
S340498 128.8321 95.47 8.676e-23 2.362e-22 1.375e-21 0.0 122.36 0.0
S340499 128.8069 95.5585 6.591e-18 9.517e-18 1.419e-17 0.0 125.43 0.0
S340500 128.8444 95.4836 1.38e-16 1.061e-16 4.374e-17 0.0 123.95 1.0
S340501 128.8465 95.4072 3.576e-21 6.503e-21 1.6370000000000002e-20 0.0 121.08 0.0
S340502 128.832 95.4688 2.0919999999999998e-23 5.689999999999999e-23 3.139e-22 0.0 122.45 0.0
S340503 128.8296 95.4499 1.5869999999999998e-22 3.5959999999999995e-22 1.394e-21 0.0 121.61 0.0
S340504 128.8263 95.5002 5.316e-24 1.571e-23 1.0539999999999999e-22 0.0 125.04 0.0
S340505 128.8387 95.4829 1.21e-21 2.561e-21 8.565e-21 0.0 124.25 0.0
S340506 128.8355 95.4856 7.689e-24 2.1779999999999998e-23 1.326e-22 0.0 124.54 0.0
S340507 128.8422 95.468 3.91e-21 7.194e-21 1.839e-20 0.0 121.97 0.0
S340508 128.8719 95.4481 3.846e-22 8.746999999999999e-22 3.4890000000000004e-21 0.0 122.28 0.0
S340509 128.8371 95.3112 2.952e-21 5.243e-21 1.2710000000000001e-20 0.0 121.02 0.0
S340510 128.8723 95.4687 7.318e-20 9.773000000000001e-20 1.269e-19 0.0 123.0 0.0
S340511 128.8419 95.6522 1.828e-23 5.043e-23 2.9859999999999995e-22 0.0 125.6 0.0
S340512 128.8102 95.4655 7.177999999999999e-22 1.4520000000000001e-21 4.397e-21 0.0 123.14 0.0
S340513 128.8323 95.483 1.153e-18 1.193e-18 9.254e-19 0.0 124.66 0.0
S340514 128.8241 95.4804 1.441e-21 9.628e-22 3.1819999999999997e-22 0.0 124.16 0.0
S340515 128.8321 95.4689 1.719e-23 4.8009999999999995e-23 2.9859999999999995e-22 0.0 122.47 0.0
S340516 128.816 95.5011 1.847e-17 1.595e-17 8.572e-18 0.0 125.03 0.0
S340517 128.7146 95.613 7.639e-23 2.196e-22 1.421e-21 0.0 124.92 0.0
S340518 128.8122 95.3624 1.237e-19 1.694e-19 2.381e-19 0.0 121.23 0.0
S340519 128.8239 95.4632 1.615e-20 2.5480000000000003e-20 4.671e-20 0.0 122.85 0.0
S340520 128.8327 95.4699 4.042e-21 7.441e-21 1.9030000000000002e-20 0.0 122.47 0.0
S340521 128.8523 95.429 7.283e-24 2.176e-23 1.5189999999999997e-22 0.0 121.4 0.0
S340522 128.8301 95.4724 4.3860000000000004e-20 6.567000000000001e-20 1.062e-19 0.0 123.22 0.0
S340523 128.8348 95.4726 8.713e-24 2.3699999999999998e-23 1.3789999999999998e-22 0.0 123.3 0.0
S340524 128.9165 95.4407 1.0369999999999999e-23 3.0139999999999996e-23 2.0439999999999998e-22 0.0 122.64 0.0
S340525 128.834 95.4464 1.513e-19 1.99e-19 2.504e-19 0.0 121.52 0.0
S340526 128.8611 95.4549 1.0119999999999999e-22 2.591e-22 1.3240000000000001e-21 0.0 122.32 0.0
S340527 128.844 95.4312 3.962e-18 7.498e-18 1.99e-17 0.0 121.47 0.0
S340528 128.8362 95.4093 1.944e-19 2.4e-19 2.714e-19 0.0 121.52 0.0
S340529 128.8384 95.4735 1.016e-21 2.035e-21 6.345e-21 0.0 123.08 0.0
S340530 128.7877 95.5267 1.693e-17 3.062e-17 7.404e-17 0.0 125.06 0.0
S340531 128.7615 95.4202 8.612e-20 1.183e-19 1.614e-19 0.0 122.72 0.0
S340532 128.8218 95.4508 2.6989999999999997e-23 7.783e-23 5.002e-22 0.0 122.0 0.0
S340533 128.8648 95.5986 3.239e-19 3.864e-19 3.904e-19 0.0 125.28 0.0
S340534 128.8589 95.4483 2.1059999999999998e-22 4.725999999999999e-22 1.773e-21 0.0 122.22 0.0
S340535 128.8024 95.4563 5.931999999999999e-22 1.236e-21 4.077e-21 0.0 122.86 0.0
S340536 128.8376 95.4653 4.348e-18 4.145e-18 2.608e-18 0.0 122.62 0.0
S340537 128.828 95.4647 5.461e-20 7.390000000000001e-20 9.933000000000001e-20 0.0 122.67 0.0
