Name Equatorial Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
S193148 284.4519 17.6146 1.6720000000000002e-20 3.354e-20 1.004e-19 0.0 21.3 0.0
S193149 283.9654 16.8301 1.1e-19 1.85e-19 4.005e-19 0.0 21.06 0.0
S193150 284.4724 17.6811 5.458e-18 6.715e-18 7.378e-18 0.001 22.23 0.0
S193151 284.4849 17.6901 5.521e-18 7.043e-18 8.547e-18 0.0 21.9 0.0
S193152 284.5441 17.798 1.4159999999999998e-23 5.585999999999999e-23 7.007e-22 0.0 24.8 0.0
S193153 284.4567 17.6758 4.396e-23 1.5309999999999998e-22 1.474e-21 0.0 21.77 0.0
S193154 284.5596 17.7526 1.583e-21 3.969e-21 1.929e-20 0.0 23.52 0.0
S193155 284.4505 17.6339 9.296e-19 1.283e-18 1.827e-18 0.0 21.85 0.0
S193156 284.2702 17.3705 1.428e-20 2.787e-20 8.301e-20 0.0 21.19 0.0
S193157 284.5467 17.7846 3.012e-24 1.322e-23 2.0109999999999999e-22 0.0 23.86 0.0
S193158 284.52 17.7185 7.369e-16 1.906e-15 9.68e-15 0.0 24.03 1.0
S193159 284.3898 17.53 1.091e-11 8.181e-12 3.323e-12 0.0 21.01 0.0
S193160 284.5007 17.6779 2.778e-22 7.678e-22 4.6070000000000004e-21 0.0 22.39 0.0
S193161 284.5582 17.8479 3.755e-18 4.733e-18 5.284e-18 0.0 24.42 0.0
S193162 284.6069 17.8477 1.997e-19 3.277e-19 6.416e-19 0.0 24.41 0.0
S193163 284.4302 17.7065 1.299e-20 2.775e-20 9.317000000000001e-20 0.0 23.97 0.0
S193164 284.4338 17.6238 4.008e-19 6.054e-19 1.027e-18 0.0 22.0 0.0
S193165 284.4623 17.7083 3.479e-17 3.468e-17 2.569e-17 0.0 24.02 0.0
S193166 284.5115 17.7028 4.712e-21 9.841e-21 3.148e-20 0.0 23.59 0.0
S193167 284.5243 17.6907 2.693e-18 3.305e-18 3.737e-18 0.0 22.83 0.0
S193168 284.5517 17.7453 1.938e-19 3.023e-19 5.34e-19 0.0 24.15 0.0
S193169 284.4461 17.6933 3.543e-21 7.859e-21 2.9910000000000005e-20 0.0 21.87 0.0
S193170 284.4776 17.6852 7.587e-21 1.691e-20 6.504e-20 0.0 22.2 0.0
S193171 284.4271 17.7062 9.978e-17 9.363e-17 6.048e-17 0.0 23.28 0.0
S193172 284.4415 17.7027 1.8610000000000003e-20 3.534e-20 9.776000000000001e-20 0.0 22.92 0.0
S193173 284.4312 17.612 3.342e-21 7.981e-21 3.511e-20 0.0 21.61 0.0
S193174 284.4856 17.7476 2.485e-19 3.954e-19 7.373e-19 0.0 23.8 0.0
S193175 284.4907 17.7006 1.189e-21 3.027e-21 1.526e-20 0.0 22.97 0.0
S193176 284.4997 17.6951 3.668e-18 4.335e-18 4.236e-18 0.0 22.51 0.0
S193177 284.4584 17.6268 2.94e-22 7.245e-22 3.402e-21 0.0 22.15 0.0
S193178 284.4464 17.6392 1.163e-20 2.5700000000000002e-20 9.441000000000001e-20 0.0 21.59 0.0
S193179 284.6561 18.0056 4.299e-24 1.756e-23 2.3659999999999998e-22 0.0 24.91 0.0
S193180 284.4384 17.6979 3.064e-20 5.817e-20 1.538e-19 0.0 21.7 0.0
S193181 284.508 17.7283 3.995e-18 5.08e-18 5.881e-18 0.0 23.13 0.0
S193182 284.556 17.7975 8.312e-18 9.436e-18 8.598e-18 0.0 24.78 1.0
S193183 284.5123 17.7022 2.864e-18 3.585e-18 4.162e-18 0.0 23.49 0.0
S193184 284.4926 17.7241 7.621e-18 8.668e-18 8.25e-18 0.0 23.4 0.0
S193185 284.5185 17.678 4.231e-19 6.096e-19 9.452e-19 0.0 22.43 0.0
S193186 284.4449 17.5782 2.377e-21 5.6290000000000004e-21 2.491e-20 0.0 21.55 0.0
S193187 284.4694 17.6653 7.637e-19 1.063e-18 1.492e-18 0.0 21.95 0.0
S193188 284.5074 17.7015 1.946e-20 1.3460000000000002e-20 4.763e-21 0.0 23.5 0.0
S193189 284.4241 17.7221 4.817e-19 7.306e-19 1.231e-18 0.001 24.12 0.0
S193190 284.4346 17.5496 5.237e-17 4.854e-17 3.008e-17 0.0 21.37 0.0
S193191 284.5372 17.7776 1.846e-21 4.525e-21 2.1540000000000003e-20 0.0 24.5 0.0
S193192 284.4491 17.6778 4.2120000000000006e-20 7.711e-20 1.972e-19 0.0 22.11 0.0
S193193 284.4807 17.6948 3.6569999999999996e-22 1.03e-21 6.4500000000000005e-21 0.0 22.45 0.0
S193194 284.3194 17.4558 3.781e-17 4.024e-17 3.27e-17 0.001 20.92 0.0
S193195 284.4869 17.7463 4.916e-24 2.0889999999999999e-23 3.117e-22 0.0 24.08 0.0
S193196 284.4756 17.7065 7.246e-22 1.746e-21 7.753e-21 0.0 23.17 0.0
S193197 284.4578 17.5944 6.573e-20 1.154e-19 2.662e-19 0.0 21.43 0.0
S193198 284.5225 17.7725 1.191e-24 5.627e-24 1.062e-22 0.0 23.74 0.0
S193199 284.4996 17.7507 8.816000000000001e-20 1.559e-19 3.664e-19 0.0 24.46 0.0
S193200 284.4018 17.6358 3.353e-16 7.383e-16 2.698e-15 0.0 22.05 1.0
S193201 284.4283 17.6435 2.733e-12 1.876e-12 6.705e-13 0.0 21.33 0.0
S193202 284.5021 17.6935 8.776e-21 1.805e-20 5.884000000000001e-20 0.0 22.83 0.0
S193203 284.3444 17.4465 3.517e-23 1.1519999999999998e-22 1.029e-21 0.0 21.09 0.0
S193204 284.4851 17.7431 2.94e-18 3.674e-18 4.258e-18 0.0 23.94 0.0
S193205 284.5541 17.8139 4.154e-19 6.559e-19 1.236e-18 0.0 24.74 0.0
S193206 284.4642 17.6927 4.997e-18 5.983e-18 6.266e-18 0.0 21.65 0.0
S193207 284.276 17.431 4.2349999999999996e-24 1.769e-23 2.4839999999999997e-22 0.0 21.03 0.0
S193208 284.4304 17.6224 2.28e-21 5.5940000000000005e-21 2.6620000000000003e-20 0.0 22.18 0.0
S193209 284.5185 17.7643 2.924e-12 2.013e-12 6.667e-13 0.0 24.56 0.0
S193210 284.47 17.6351 7.025999999999999e-22 1.811e-21 9.519e-21 0.0 21.22 0.0
S193211 284.4966 17.6986 1.5639999999999998e-22 5.079e-22 4.127e-21 0.0 22.9 0.0
S193212 284.5119 17.705 8.276e-21 1.8550000000000002e-20 7.274e-20 0.0 24.03 0.0
S193213 284.6176 17.9357 1.341e-19 2.236e-19 4.777e-19 0.0 24.9 0.0
S193214 284.4288 17.6792 2.463e-19 3.626e-19 5.812e-19 0.0 22.11 0.0
S193215 284.5501 17.8557 3.763e-16 6.486e-16 1.404e-15 0.001 23.74 0.0
S193216 284.4747 17.7244 9.495e-18 1.061e-17 9.869e-18 0.0 23.53 0.0
S193217 284.4654 17.6068 6.414e-23 2.064e-22 1.65e-21 0.0 21.07 0.0
S193218 284.4839 17.7024 5.028e-19 7.221e-19 1.078e-18 0.0 24.32 0.0
S193219 284.5105 17.788 6.924e-21 1.4960000000000002e-20 5.535000000000001e-20 0.0 24.07 0.0
S193220 284.4149 17.7027 1.14e-22 3.4729999999999998e-22 2.555e-21 0.0 21.89 0.0
S193221 284.4151 17.5281 4.505e-19 6.733e-19 1.121e-18 0.0 21.68 0.0
S193222 284.3676 17.5015 4.265e-22 1.257e-21 8.397e-21 0.0 20.92 0.0
S193223 284.6337 17.9197 3.803e-21 8.810000000000001e-21 3.6260000000000005e-20 0.001 24.01 0.0
S193224 284.4801 17.7445 3.279e-18 4.125e-18 4.646e-18 0.0 23.56 1.0
S193225 284.5918 17.8743 3.065e-18 3.861e-18 4.455e-18 0.0 23.86 0.0
S193226 284.477 17.7208 3.042e-20 5.936e-20 1.7e-19 0.0 24.04 0.0
S193227 284.4321 17.6515 1.518e-21 3.762e-21 1.766e-20 0.0 22.18 0.0
S193228 284.5616 17.8025 4.425e-22 1.185e-21 6.769e-21 0.0 23.97 0.0
S193229 284.5085 17.7092 3.01e-23 1.143e-22 1.295e-21 0.0 23.3 0.0
S193230 284.4537 17.6999 3.3289999999999996e-22 9.225999999999999e-22 5.514e-21 0.0 21.75 0.0
S193231 284.4739 17.6782 6.033e-19 8.413e-19 1.226e-18 0.0 22.18 0.0
S193232 284.4078 17.6609 3.045e-21 7.932e-21 4.1300000000000005e-20 0.0 22.63 0.0
S193233 284.4879 17.8438 1.314e-18 1.733e-18 2.293e-18 0.0 24.65 0.0
S193234 284.4264 17.5933 4.8150000000000004e-20 8.46e-20 2.063e-19 0.0 21.71 0.0
S193235 284.4533 17.7107 6.443e-23 2.0469999999999998e-22 1.605e-21 0.0 24.01 0.0
S193236 284.6447 18.0451 2.81e-19 4.288e-19 7.188e-19 0.0 24.48 0.0
S193237 284.5208 17.7279 1.762e-18 2.333e-18 2.909e-18 0.0 23.6 0.0
S193238 284.475 17.6567 1.276e-17 1.399e-17 1.208e-17 0.0 21.5 0.0
S193239 284.3786 17.558 1.255e-16 1.118e-16 6.333e-17 0.0 21.05 0.0
S193240 284.4505 17.7348 4.431e-20 7.978e-20 1.933e-19 0.0 23.75 0.0
S193241 284.4779 17.6529 2.847e-23 9.378e-23 7.898e-22 0.0 21.66 0.0
S193242 284.3012 17.4206 4.256e-21 8.965000000000001e-21 3.028e-20 0.0 20.92 0.0
S193243 284.4606 17.6958 2.7879999999999997e-22 7.036e-22 3.586e-21 0.0 21.63 0.0
S193244 284.5066 17.7024 1.29e-18 1.835e-18 2.717e-18 0.0 23.12 0.0
S193245 284.4704 17.689 1.4159999999999998e-22 4.288e-22 3.126e-21 0.001 21.74 0.0
S193246 284.45 17.6666 1.3580000000000002e-20 2.6940000000000002e-20 8.018e-20 0.0 21.99 0.0
S193247 284.5028 17.7494 1.785e-21 4.587e-21 2.4550000000000002e-20 0.0 23.31 0.0
S193248 284.5839 17.8154 3.5610000000000004e-21 7.835e-21 2.89e-20 0.0 24.6 0.0
S193249 284.4755 17.7204 4.598e-21 9.979e-21 3.5030000000000004e-20 0.0 24.05 0.0
S193250 284.5212 17.6854 8.103e-18 9.505e-18 9.78e-18 0.0 22.59 0.0
S193251 284.4059 17.5885 1.31e-22 3.4939999999999997e-22 1.93e-21 0.0 21.9 0.0
S193252 284.4954 17.6965 1.2749999999999998e-22 3.8329999999999995e-22 2.711e-21 0.0 22.88 0.0
S193253 284.3728 17.5372 1.208e-18 1.735e-18 2.65e-18 0.0 21.21 0.0
S193254 284.4907 17.6909 8.386e-17 7.837e-17 5.062e-17 0.0 22.84 0.0
S193255 284.5348 17.8659 6.907000000000001e-25 3.416e-24 6.796e-23 0.0 24.71 0.0
S193256 284.505 17.6973 4.341e-20 8.149e-20 2.106e-19 0.0 21.97 0.0
S193257 284.4597 17.5985 3.898e-18 4.591e-18 4.593e-18 0.0 22.0 0.0
S193258 284.4598 17.747 1.608e-17 1.845e-17 1.748e-17 0.0 24.46 0.0
S193259 284.4591 17.6402 3.4099999999999995e-22 8.768e-22 4.495e-21 0.0 21.8 0.0
S193260 284.5132 17.7592 3.208e-22 8.809999999999999e-22 5.105e-21 0.0 24.5 0.0
