Name Equatorial Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
S047579 355.5293 127.4419 2.045e-21 4.054e-21 1.2090000000000001e-20 0.0 111.05 0.0
S049859 355.8583 127.3875 1.042e-20 1.9000000000000002e-20 4.512e-20 0.001 110.83 0.0
S049860 355.8257 127.3984 2.2060000000000003e-20 3.5990000000000004e-20 7.371000000000001e-20 0.0 110.99 0.0
S049861 355.7701 127.4029 1.344e-22 3.2919999999999996e-22 1.495e-21 0.0 112.39 0.0
S049862 355.7721 127.4178 9.534e-24 3.292e-23 3.0989999999999996e-22 0.001 113.1 0.0
S049863 355.8314 127.3766 2.532e-17 3.799e-17 6.531e-17 0.0 111.2 0.0
S049864 355.8018 127.404 4.473e-21 8.489000000000001e-21 2.315e-20 0.0 111.21 0.0
S049865 355.7126 127.4501 7.5249999999999995e-22 1.622e-21 5.86e-21 0.0 113.51 0.0
S049866 355.8855 127.4639 1.227e-21 2.615e-21 9.234e-21 0.0 110.76 0.0
S049867 355.82 127.4948 1.14e-22 2.8989999999999996e-22 1.415e-21 0.0 111.7 0.0
S049868 355.7803 127.4269 1.649e-21 3.285e-21 9.984e-21 0.0 111.79 0.0
S049869 355.7832 127.4296 2.578e-21 1.764e-21 6.185999999999999e-22 0.0 111.91 0.0
S049870 355.7648 127.4382 2.451e-21 5.3680000000000004e-21 1.9140000000000002e-20 0.0 112.55 0.0
S049871 355.7937 127.4169 2.739e-17 6.724e-17 3.044e-16 0.0 111.22 1.0
S049872 355.8129 127.4107 1.799e-18 1.929e-18 1.6e-18 0.0 111.0 0.0
S049873 355.7492 127.4144 4.908e-21 9.397e-21 2.5010000000000002e-20 0.0 113.37 0.0
S049874 355.7761 127.4216 1.629e-21 3.0880000000000002e-21 8.258e-21 0.0 112.02 0.0
S049875 355.8574 127.3744 5.768e-20 8.542e-20 1.378e-19 0.0 111.05 0.0
S049876 355.7897 127.4337 6.945e-18 6.661e-18 4.593e-18 0.0 111.73 0.0
S049877 355.7881 127.3967 3.35e-17 2.739e-17 1.321e-17 0.0 111.92 0.0
S049878 355.6565 127.4339 3.651e-24 1.2889999999999999e-23 1.237e-22 0.0 114.03 0.0
