Name Equatorial Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
S171779 136.705 75.8388 4.017e-22 9.014999999999999e-22 3.521e-21 0.0 182.97 0.0
S171780 136.6812 75.8015 1.283e-19 1.668e-19 2.119e-19 0.0 180.28 0.0
S171781 136.6987 75.8411 9.429e-18 1.826e-17 5.278e-17 0.0 182.7 0.0
S171782 136.7133 75.8965 1.286e-21 2.444e-21 6.752e-21 0.0 182.97 0.0
S171783 136.6971 75.8283 1.8659999999999998e-22 4.581999999999999e-22 2.118e-21 0.0 182.73 0.0
S171784 136.6579 75.7189 1.325e-21 2.659e-21 8.079e-21 0.0 179.55 0.0
S171785 136.6868 75.8273 2.789e-20 4.3170000000000004e-20 7.315000000000001e-20 0.0 181.74 0.0
S171786 136.7094 75.8036 3.218e-16 9.799e-16 7.222e-15 0.0 180.97 1.0
S171787 136.6892 75.8063 6.679e-24 1.987e-23 1.3669999999999998e-22 0.0 180.3 0.0
S171788 136.6879 75.81 5.538e-23 1.3609999999999999e-22 6.6039999999999995e-22 0.0 180.73 0.0
S171789 136.6927 75.8187 3.9039999999999998e-22 8.1639999999999995e-22 2.645e-21 0.0 182.13 0.0
S171790 136.7405 75.8742 1.4339999999999998e-22 3.3649999999999995e-22 1.415e-21 0.0 182.84 0.0
S171791 136.7001 75.8161 1.268e-21 2.647e-21 8.327e-21 0.0 181.73 0.0
S171792 136.6583 75.7862 1.621e-23 4.731e-23 3.087e-22 0.0 180.36 0.0
S171793 136.658 75.8016 3.216e-20 4.7090000000000006e-20 7.329000000000001e-20 0.0 180.75 0.0
S171794 136.6902 75.8167 1.218e-17 1.071e-17 6.045e-18 0.0 181.23 0.0
S171795 136.699 75.8179 2.719e-20 3.974e-20 6.29e-20 0.0 181.86 0.0
S171796 136.6979 75.8089 2.001e-20 3.119e-20 5.649e-20 0.0 180.47 0.0
S171797 136.6063 75.7154 1.011e-21 2.12e-21 6.868e-21 0.0 180.04 0.0
