Name Equatorial Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
S379056 82.9235 103.2805 8.928e-13 6.898e-13 3.014e-13 0.0 131.34 1.0
S379057 82.9216 103.2947 5.331e-21 9.03e-21 1.9610000000000003e-20 0.0 131.15 0.0
S379058 82.9028 103.2953 2.394e-17 2.008e-17 1.033e-17 0.0 132.22 0.0
S379059 82.92 103.2916 8.318999999999999e-22 6.344999999999999e-22 2.584e-22 0.0 127.92 0.0
S379060 82.9371 103.295 2.978e-21 5.352e-21 1.337e-20 0.0 132.58 0.0
S379061 82.9088 103.269 1.681e-17 2.789e-17 5.51e-17 0.0 128.6 0.0
S379062 82.9129 103.3112 2.239e-17 1.87e-17 9.133e-18 0.0 131.36 0.0
S379063 82.9291 103.2977 8.165e-22 6.301999999999999e-22 2.6169999999999997e-22 0.0 128.6 0.0
S379064 82.9459 103.2988 3.233e-17 2.78e-17 1.5e-17 0.0 132.6 0.0
S379065 82.9479 103.3161 1.8709999999999998e-23 5.344e-23 3.378e-22 0.0 129.8 0.0
S379066 82.9401 103.2981 9.523000000000001e-20 1.306e-19 1.824e-19 0.0 131.33 0.0
S379067 82.9527 103.3176 1.285e-21 9.023e-22 3.2e-22 0.0 129.99 0.0
S379068 82.9155 103.2779 1.208e-18 1.359e-18 1.247e-18 0.0 131.76 0.0
S379069 82.928 103.2593 1.86e-17 1.572e-17 8.112e-18 0.0 133.55 0.0
S379070 82.9276 103.3169 2.85e-19 3.537e-19 4.121e-19 0.0 129.84 0.0
S379071 82.9408 103.2794 1.793e-17 3.165e-17 7.145e-17 0.0 128.54 0.0
S379072 82.9384 103.2957 7.247999999999999e-22 1.662e-21 6.525e-21 0.0 130.46 0.0
S379073 82.8806 103.2966 2.121e-19 2.579e-19 2.796e-19 0.0 127.65 0.0
S379074 82.931 103.2809 1.897e-13 1.314e-13 4.595e-14 0.0 128.45 0.0
S379075 82.9347 103.2969 1.922e-23 4.901e-23 2.442e-22 0.0 132.77 0.0
S379076 82.884 103.2891 1.62e-17 1.451e-17 8.467e-18 0.0 132.59 0.0
S379077 82.9364 103.3327 3.033e-24 1.1939999999999999e-23 1.441e-22 0.0 130.43 0.0
S379078 82.9238 103.3401 2.0349999999999997e-22 5.277999999999999e-22 2.657e-21 0.0 127.31 0.0
S379079 82.9424 103.2921 3.671e-21 6.903e-21 1.839e-20 0.0 128.53 0.0
S379080 82.9157 103.2975 6.645e-23 1.8909999999999998e-22 1.166e-21 0.0 129.37 0.0
S379081 82.9656 103.2953 4.38e-18 7.319e-18 1.508e-17 0.0 127.78 0.0
S379082 82.916 103.3083 9.863e-18 1.729e-17 4.058e-17 0.0 130.6 0.0
S379083 82.9302 103.3343 7.928e-18 7.175e-18 4.194e-18 0.0 128.59 0.0
S379084 82.8941 103.287 3.677e-13 3.178e-13 1.72e-13 0.0 133.64 1.0
S379085 82.9175 103.2937 6.661e-18 1.264e-17 3.558e-17 0.0 129.04 0.0
S379086 82.9325 103.3142 2.638e-21 4.848e-21 1.2220000000000002e-20 0.0 128.26 0.0
S379087 82.9519 103.2675 3.99e-19 4.532e-19 4.293e-19 0.0 129.59 0.0
S379088 82.8964 103.3247 5.804e-19 6.475e-19 5.708e-19 0.0 128.42 0.0
