Name Equatorial Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
S323678 143.7723 66.1749 4.19e-20 6.590000000000001e-20 1.233e-19 0.0 120.55 0.0
S323679 143.9338 66.1041 1.173e-22 2.887e-22 1.328e-21 0.0 119.06 0.0
S323680 143.759 66.1783 5.137e-21 8.941000000000001e-21 2.1230000000000003e-20 0.0 120.7 0.0
S323681 143.7606 66.1708 1.271e-19 1.625e-19 1.99e-19 0.0 120.03 0.0
S323682 143.7619 66.1345 9.378999999999999e-23 2.2909999999999997e-22 1.099e-21 0.0 118.7 0.0
S323683 143.7688 66.1185 3.06e-21 2.092e-21 7.062999999999999e-22 0.0 118.73 0.0
S323684 143.7634 66.1486 6.803e-25 2.931e-24 4.344e-23 0.0 118.92 0.0
S323685 143.7657 66.0811 1.084e-19 1.504e-19 2.057e-19 0.0 118.58 0.0
S323686 143.7561 66.1758 6.1e-17 5.445e-17 3.09e-17 0.0 120.77 0.0
S323687 143.7599 66.1925 3.016e-17 5.731e-17 1.57e-16 0.0 121.18 0.0
S323688 143.7432 66.1675 3.1180000000000002e-21 2.1010000000000002e-21 7.218e-22 0.0 120.06 0.0
S323689 143.759 66.176 3.236e-24 1.108e-23 1.059e-22 0.0 120.85 0.0
S323690 143.7336 66.1195 2.634e-25 1.216e-24 2.151e-23 0.0 119.08 0.0
S323691 143.7212 66.2868 2.5110000000000002e-20 4.2010000000000003e-20 8.717e-20 0.0 121.33 0.0
S323692 143.7761 66.2382 1.952e-13 1.318e-13 4.37e-14 0.0 121.31 0.0
S323693 143.7575 66.1652 1.719e-22 4.521999999999999e-22 2.483e-21 0.0 119.66 0.0
S323694 143.7645 66.1932 1.715e-17 3.705e-17 1.338e-16 0.0 121.2 0.0
S323695 143.809 66.2004 3.4169999999999996e-23 9.866999999999999e-23 6.401e-22 0.0 120.34 0.0
S323696 143.7349 66.2074 1.177e-19 1.637e-19 2.401e-19 0.0 121.11 0.0
