Name Equatorial Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
S173559 136.7863 76.8066 1.115e-21 2.126e-21 5.625e-21 0.0 179.79 0.0
S173560 136.7915 76.7944 1.758e-21 1.2290000000000001e-21 4.1729999999999994e-22 0.0 180.99 0.0
S173561 136.7467 76.7816 1.076e-21 2.182e-21 6.787e-21 0.0 180.05 0.0
S173562 136.7984 76.7638 2.033e-21 4.046e-21 1.18e-20 0.0 181.49 0.0
S173563 136.7205 76.7838 7.142e-22 1.566e-21 5.919e-21 0.0 180.03 0.0
S173564 136.7833 76.8017 1.42e-21 1.001e-21 3.6099999999999995e-22 0.0 179.68 0.0
S173565 136.7893 76.796 6.01e-23 1.4639999999999998e-22 6.852999999999999e-22 0.0 180.26 0.0
S173566 136.7901 76.7988 6.156e-23 1.693e-22 9.699999999999999e-22 0.0 179.86 0.0
S173567 136.7769 76.7751 6.912e-21 1.1640000000000001e-20 2.5450000000000002e-20 0.0 180.61 0.0
S173568 136.7903 76.7996 5.315e-23 1.485e-22 8.793e-22 0.0 179.93 0.0
S173569 136.787 76.7936 2.948e-23 7.918e-23 4.400999999999999e-22 0.0 180.29 0.0
S173570 136.8091 76.791 5.064e-22 1.177e-21 4.764e-21 0.0 181.47 0.0
S173571 136.8413 76.7777 1.165e-17 1.121e-17 7.528e-18 0.0 181.52 0.0
S173572 136.7675 76.797 2.792e-23 7.827999999999999e-23 4.673e-22 0.0 179.69 0.0
S173573 136.8111 76.7421 2.2060000000000003e-20 3.355e-20 5.77e-20 0.0 181.3 0.0
S173574 136.7792 76.7863 1.367e-21 2.891e-21 9.784000000000001e-21 0.0 180.64 0.0
S173575 136.797 76.7842 2.031e-21 1.353e-21 4.459999999999999e-22 0.0 181.4 0.0
S173576 136.7887 76.7821 1.046e-18 1.113e-18 9.363e-19 0.0 181.05 0.0
S173577 136.7637 76.7917 2.873e-23 8.754e-23 6.429e-22 0.0 179.83 0.0
S173578 136.7889 76.7774 5.868999999999999e-22 1.165e-21 3.5010000000000004e-21 0.0 181.0 0.0
S173579 136.8672 76.6974 1.6630000000000001e-21 1.15e-21 3.9159999999999996e-22 0.0 181.72 0.0
S173580 136.8794 76.8362 1.0459999999999999e-22 2.65e-22 1.309e-21 0.0 180.95 0.0
S173581 136.7554 76.8035 1.6690000000000002e-20 2.5850000000000004e-20 4.6970000000000004e-20 0.0 179.72 0.0
S173582 136.7949 76.7909 3.1129999999999995e-22 7.550999999999999e-22 3.3440000000000002e-21 0.0 181.37 0.0
S173583 136.7099 76.7435 5.74e-24 1.8579999999999998e-23 1.5579999999999999e-22 0.0 180.11 0.0
S173584 136.7297 76.8293 5.375e-22 1.246e-21 5.08e-21 0.0 179.46 0.0
S173585 136.8087 76.8257 8.587e-19 9.851e-19 9.364e-19 0.0 180.37 0.0
S173586 136.7933 76.7939 1.309e-25 6.354e-25 1.218e-23 0.0 181.12 0.0
S173587 136.7885 76.8166 1.477e-23 3.769e-23 1.9589999999999999e-22 0.0 179.98 0.0
S173588 136.7884 76.7946 1.326e-22 3.1659999999999996e-22 1.4e-21 0.0 179.82 0.0
S173589 136.7978 76.7971 1.3240000000000001e-20 2.2070000000000002e-20 4.6290000000000003e-20 0.0 180.93 0.0
S173590 136.8099 76.8288 1.041e-21 2.278e-21 8.39e-21 0.0 180.31 0.0
S173591 137.014 76.6218 4.422e-21 7.887e-21 1.9130000000000003e-20 0.0 181.78 0.0
S173592 136.8138 76.7821 1.343e-22 3.274e-22 1.464e-21 0.0 181.55 0.0
S173593 136.7989 76.7893 2.227e-21 4.13e-21 1.0710000000000001e-20 0.0 181.43 0.0
S173594 136.8717 76.7506 3.306e-18 3.081e-18 1.987e-18 0.0 181.71 0.0
S173595 136.7899 76.8019 1.118e-22 2.798e-22 1.393e-21 0.0 179.98 0.0
S173596 136.8019 76.7777 5.192e-24 1.497e-23 1.0179999999999999e-22 0.0 181.6 0.0
S173597 136.7704 76.8023 2.86e-23 8.052e-23 4.923999999999999e-22 0.0 179.74 0.0
S173598 136.7875 76.7878 5.109e-13 4.575e-13 2.724e-13 0.0 180.75 1.0
S173599 136.7434 76.8492 1.034e-19 1.404e-19 1.889e-19 0.0 179.52 0.0
S173600 136.8105 76.7971 3.345e-23 8.646e-23 4.3899999999999995e-22 0.0 181.18 0.0
S173601 136.7794 76.786 1.075e-20 1.7160000000000003e-20 3.25e-20 0.0 180.53 0.0
S173602 137.0636 76.9052 2.548e-24 8.918e-24 8.467e-23 0.0 180.91 0.0
S173603 136.8043 76.7754 1.113e-24 4.185e-24 4.657e-23 0.0 181.64 0.0
S173604 136.7958 76.9177 2.941e-24 1.0289999999999999e-23 1.0179999999999999e-22 0.0 179.88 0.0
S173605 136.7761 76.8368 8.355e-19 9.305e-19 8.244e-19 0.0 179.75 0.0
S173606 136.8578 76.8009 1.391e-23 4.108e-23 2.8679999999999995e-22 0.0 181.31 0.0
S173607 136.7722 76.7827 3.416e-22 7.707e-22 3.012e-21 0.0 180.31 0.0
S173608 136.8124 76.7509 9.08e-23 2.4899999999999996e-22 1.415e-21 0.0 181.56 0.0
S173609 137.0066 76.8766 1.139e-21 8.347999999999999e-22 3.1819999999999997e-22 0.0 180.95 0.0
S173610 136.6967 76.9009 6.665e-19 8.07e-19 8.593e-19 0.0 179.48 0.0
S173611 136.7109 76.7677 4.77e-22 1.045e-21 3.778e-21 0.0 180.16 0.0
S173612 136.8736 76.7627 9.674e-21 1.7100000000000002e-20 3.8890000000000004e-20 0.0 181.64 0.0
S173613 136.7962 76.774 9.103e-21 1.538e-20 3.1370000000000004e-20 0.0 181.29 0.0
S173614 136.7759 76.6885 2.311e-21 4.605e-21 1.4e-20 0.0 181.19 0.0
S173615 136.8046 76.8279 7.432999999999999e-22 1.71e-21 7.151e-21 0.0 180.16 0.0
S173616 136.7848 76.7998 4.086e-18 4.092e-18 2.973e-18 0.0 179.67 0.0
S173617 136.8841 76.814 1.413e-18 1.514e-18 1.273e-18 0.0 181.36 0.0
S173618 136.7506 76.7528 2.458e-19 3.056e-19 3.455e-19 0.0 180.63 0.0
S173619 136.7981 76.7996 2.37e-21 4.616e-21 1.362e-20 0.001 180.91 0.0
S173620 136.8356 76.8369 2.094e-23 6.235e-23 4.393e-22 0.0 180.66 0.0
S173621 136.8129 76.8425 3.076e-24 1.0379999999999999e-23 9.557e-23 0.0 180.5 0.0
S173622 136.8267 76.7765 4.8770000000000004e-20 7.554000000000001e-20 1.317e-19 0.0 181.69 1.0
S173623 136.677 76.7958 7.91e-19 8.854e-19 7.939e-19 0.0 179.86 0.0
S173624 136.778 76.793 6.665e-21 1.0910000000000001e-20 2.2170000000000002e-20 0.0 180.01 0.0
S173625 136.8108 76.7144 1.1000000000000001e-20 1.7850000000000003e-20 3.562e-20 0.0 181.44 0.0
S173626 136.7803 76.7802 8.164e-19 9.139e-19 8.101e-19 0.0 180.64 0.0
S173627 136.801 76.7993 4.251e-24 1.308e-23 1.0069999999999999e-22 0.0 181.03 1.0
