Name Equatorial Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
S075679 130.2409 69.7343 6.782000000000001e-20 9.569000000000001e-20 1.377e-19 0.0 89.58 0.0
S075680 130.1637 69.7267 1.076e-21 2.13e-21 6.251e-21 0.0 87.17 0.0
S075681 130.2099 69.6959 1.692e-21 3.371e-21 1.0530000000000001e-20 0.0 89.27 0.0
S075682 130.2331 69.7591 6.051e-26 3.2770000000000004e-25 7.849e-24 0.0 88.95 1.0
S075683 130.2079 69.7056 3.125e-21 6.138e-21 1.7930000000000002e-20 0.0 89.31 0.0
S075684 130.1933 69.72 1.548e-18 1.756e-18 1.647e-18 0.0 88.47 0.0
S075685 130.19 69.7213 8.009000000000001e-26 4.593e-25 1.307e-23 0.0 87.85 0.0
S075686 130.1835 69.7201 3.1369999999999996e-22 7.457999999999999e-22 3.333e-21 0.0 87.78 0.0
S075687 130.1439 69.7375 1.9650000000000002e-20 3.355e-20 7.345000000000001e-20 0.0 86.99 0.0
S075688 130.225 69.6751 5.727e-17 1.069e-16 2.749e-16 0.0 89.39 0.0
S075689 130.1705 69.7109 2.2500000000000002e-21 1.567e-21 5.553e-22 0.0 87.66 0.0
S075690 130.126 69.7242 3.576e-20 5.470000000000001e-20 9.137000000000001e-20 0.0 87.21 0.0
S075691 130.1885 69.7255 2.364e-20 3.7310000000000004e-20 6.827e-20 0.0 87.51 0.0
S075692 130.2034 69.7327 1.79e-21 3.585e-21 1.0500000000000001e-20 0.0 88.9 0.0
S075693 130.1955 69.7488 2.592e-21 1.742e-21 5.79e-22 0.0 88.22 0.0
S075694 130.2107 69.7263 1.823e-21 3.554e-21 1.042e-20 0.0 89.52 0.0
S075695 130.1832 69.7251 3.897e-21 7.712e-21 2.312e-20 0.0 87.31 0.0
S075696 130.1926 69.7323 1.2009999999999998e-22 2.946e-22 1.361e-21 0.0 87.94 0.0
S075697 130.1832 69.7158 3.416e-19 4.292e-19 4.822e-19 0.0 88.11 0.0
S075698 130.2385 69.6828 5.451e-24 1.725e-23 1.4229999999999998e-22 0.0 89.63 0.0
S075699 130.1359 69.715 7.081000000000001e-20 9.973e-20 1.44e-19 0.0 87.09 0.0
S075700 130.1909 69.7294 4.947e-17 1.022e-16 3.355e-16 0.0 87.6 1.0
S075701 130.1979 69.7145 9.282e-24 2.626e-23 1.7049999999999998e-22 0.0 89.0 0.0
S075702 130.1813 69.6882 6.328e-21 1.0740000000000001e-20 2.212e-20 0.0 88.37 0.0
S075703 130.1919 69.7294 1.2430000000000001e-20 2.18e-20 5.1320000000000004e-20 0.0 87.5 0.0
S075704 130.3228 69.713 6.164999999999999e-22 1.372e-21 5.236e-21 0.0 89.91 0.0
S075705 130.2043 69.7351 1.932e-21 1.358e-21 4.893999999999999e-22 0.0 88.75 0.0
S075706 130.148 69.7497 8.653e-21 1.528e-20 3.651e-20 0.0 87.04 0.0
S075707 130.2614 69.73 1.67e-20 2.6780000000000004e-20 5.1170000000000005e-20 0.0 89.76 0.0
S075708 130.2328 69.732 2.928e-18 2.967e-18 2.156e-18 0.0 89.38 0.0
S075709 130.2017 69.7317 6.847e-25 2.846e-24 3.9659999999999996e-23 0.0 88.87 0.0
S075710 130.1949 69.7202 7.072000000000001e-20 1.004e-19 1.524e-19 0.0 88.65 0.0
S075711 130.1417 69.7708 2.988e-19 3.859e-19 4.61e-19 0.0 87.28 0.0
S075712 130.1891 69.6786 4.114e-21 7.847000000000001e-21 2.2210000000000002e-20 0.0 88.82 0.0
S075713 130.1817 69.7307 1.263e-21 2.7610000000000002e-21 1.011e-20 0.0 87.2 0.0
S075714 130.178 69.7163 1.58e-17 3.317e-17 1.108e-16 0.0 87.8 0.0
S075715 130.2322 69.7282 3.448e-21 6.583e-21 1.8160000000000003e-20 0.0 89.69 1.0
S075716 130.1457 69.7124 4.549999999999999e-22 1.1100000000000001e-21 5.193e-21 0.0 87.34 0.0
S075717 130.2162 69.7125 1.773e-18 1.902e-18 1.588e-18 0.0 89.63 0.0
S075718 130.2335 69.7078 9.225e-18 9.177e-18 6.36e-18 0.0 89.77 0.0
S075719 130.2004 69.6372 5.074e-19 6.226e-19 6.997e-19 0.0 88.85 0.0
S075720 130.1638 69.7237 1.1829999999999999e-22 3.043e-22 1.569e-21 0.0 87.16 0.0
S075721 130.2169 69.7026 2.4850000000000003e-20 3.946e-20 7.067000000000001e-20 0.0 89.46 0.0
