Name Equatorial Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
S154785 312.4894 61.6059 9.534e-21 1.5790000000000002e-20 3.2530000000000005e-20 0.0 168.29 0.0
S154786 312.4902 61.6123 1.645e-22 4.061e-22 1.848e-21 0.0 168.83 0.0
S154787 312.5189 61.6769 6.234000000000001e-25 2.4709999999999998e-24 3.148e-23 0.001 169.12 0.0
S154788 312.4903 61.6093 2.3270000000000002e-21 5.083e-21 1.857e-20 0.0 168.5 0.0
S154789 312.5233 61.5709 6.077e-20 9.007e-20 1.491e-19 0.0 167.19 0.0
S154790 312.4821 61.5791 3.8340000000000004e-21 2.56e-21 8.0309999999999995e-22 0.0 167.78 0.0
S154791 312.4939 61.5997 7.612e-23 2.0409999999999999e-22 1.165e-21 0.0 167.69 0.0
S154792 312.4818 61.602 1.082e-20 1.863e-20 4.12e-20 0.0 168.89 0.0
S154793 312.4928 61.5845 4.792e-22 1.035e-21 3.723e-21 0.0 167.48 0.0
S154794 312.4095 61.6362 6.887e-22 1.566e-21 6.189e-21 0.0 169.54 0.0
S154795 312.4704 61.5833 8.494e-23 1.9589999999999999e-22 7.668999999999999e-22 0.0 168.34 0.0
S154796 312.4497 61.5995 6.927999999999999e-22 1.39e-21 4.241e-21 0.0 168.97 0.0
S154797 312.4667 61.5775 5.769e-21 1.078e-20 2.7440000000000003e-20 0.0 168.14 0.0
S154798 312.4747 61.6283 1.5249999999999998e-23 4.604e-23 3.14e-22 0.0 169.3 0.0
S154799 312.5327 61.6025 3.316e-21 6.3670000000000005e-21 1.76e-20 0.0 167.75 0.0
S154800 312.4391 61.6303 5.692e-13 4.511e-13 2.07e-13 0.0 169.35 1.0
S154801 312.4384 61.6386 2.188e-21 4.706e-21 1.6410000000000002e-20 0.0 169.47 0.0
S154802 312.5241 61.6322 7.848999999999999e-22 1.683e-21 5.9380000000000004e-21 0.0 168.23 0.0
S154803 312.4937 61.6243 4.436e-20 6.962000000000001e-20 1.231e-19 0.0 168.89 0.0
S154804 312.5956 61.562 8.981999999999999e-22 1.921e-21 6.904e-21 0.0 167.3 0.0
S154805 312.4516 61.5846 5.007999999999999e-22 1.161e-21 4.806e-21 0.0 168.46 0.0
S154806 312.4134 61.6492 2.204e-17 4.968e-17 1.902e-16 0.0 169.59 0.0
S154807 312.4616 61.62 2.248e-19 3.047e-19 4.235e-19 0.0 169.38 0.0
S154808 312.5078 61.6598 1.172e-22 3.1949999999999996e-22 1.853e-21 0.0 168.91 0.0
S154809 312.4842 61.6032 1.451e-17 1.327e-17 8.028e-18 0.0 169.2 0.0
S154810 312.4777 61.6128 1.466e-19 2.042e-19 2.948e-19 0.0 169.27 0.0
S154811 312.4793 61.596 2.255e-17 5.244e-17 2.21e-16 0.0 168.2 0.0
S154812 312.5194 61.5696 1.257e-19 1.736e-19 2.432e-19 0.0 167.27 0.0
S154813 312.3883 61.6319 2.209e-21 4.189e-21 1.1360000000000001e-20 0.0 169.4 0.0
S154814 312.5096 61.613 1.384e-18 1.518e-18 1.293e-18 0.0 168.06 0.0
S154815 312.4964 61.5225 1.101e-17 1.056e-17 6.848e-18 0.0 167.65 0.0
S154816 312.4876 61.6045 9.623e-24 2.86e-23 1.9289999999999998e-22 0.0 168.22 0.0
S154817 312.4579 61.7415 6.683e-19 8.534e-19 1.012e-18 0.0 169.43 0.0
S154818 312.4786 61.6001 1.7100000000000002e-20 2.871e-20 6.300000000000001e-20 0.0 168.54 0.0
S154819 312.5283 61.515 4.371e-19 5.403e-19 5.92e-19 0.0 167.38 0.0
S154820 312.4806 61.5867 1.0539999999999999e-22 3.0629999999999997e-22 2.041e-21 0.0 168.01 0.0
S154821 312.5435 61.5451 4.672e-21 8.732e-21 2.2850000000000003e-20 0.0 167.21 0.0
S154822 312.4955 61.6686 1.7210000000000002e-21 3.606e-21 1.242e-20 0.0 169.14 0.0
S154823 312.4726 61.6072 1.519e-20 2.6390000000000002e-20 5.897e-20 0.0 169.27 0.0
S154824 312.4918 61.6119 4.379e-21 8.477e-21 2.4200000000000003e-20 0.0 168.6 0.0
S154825 312.4847 61.6006 2.675e-18 2.801e-18 2.25e-18 0.0 167.46 0.0
S154826 312.4833 61.5057 2.402e-19 3.292e-19 4.623e-19 0.0 167.42 0.0
S154827 312.6226 61.6331 2.961e-24 9.438e-24 7.737999999999999e-23 0.0 167.93 0.0
S154828 312.4559 61.6368 3.933e-20 5.981e-20 1.061e-19 0.0 169.49 0.0
S154829 312.41 61.6737 3.3580000000000004e-20 5.0970000000000004e-20 8.629000000000001e-20 0.0 169.68 0.0
S154830 312.5336 61.5768 1.4490000000000001e-21 3.102e-21 1.087e-20 0.0 167.44 0.0
S154831 312.4563 61.5327 4.387e-19 5.457e-19 6.16e-19 0.0 167.94 0.0
S154832 312.3877 61.631 2.381e-18 2.657e-18 2.338e-18 0.0 169.36 0.0
S154833 312.4708 61.6025 2.6109999999999997e-22 6.850999999999999e-22 3.563e-21 0.0 168.85 0.0
S154834 312.4843 61.6152 1.5189999999999997e-22 3.726e-22 1.718e-21 0.0 168.96 0.0
S154835 312.4723 61.6189 6.348999999999999e-22 1.379e-21 4.98e-21 0.0 169.3 0.0
S154836 312.485 61.5856 1.62e-21 3.146e-21 9.205e-21 0.0 167.93 0.0
S154837 312.5039 61.5693 2.6999999999999997e-22 5.547999999999999e-22 1.823e-21 0.0 167.34 0.0
S154838 312.5248 61.5795 2.431e-21 4.8680000000000004e-21 1.473e-20 0.0 167.31 0.0
S154839 312.5374 61.6836 5.674e-24 1.7099999999999998e-23 1.274e-22 0.0 168.75 0.0
S154840 312.4815 61.6323 4.0969999999999996e-24 1.519e-23 1.6719999999999998e-22 0.0 169.08 0.0
S154841 312.5064 61.61 2.757e-21 5.5940000000000005e-21 1.791e-20 0.0 168.23 0.0
S154842 312.4821 61.6046 1.266e-21 2.569e-21 8.105e-21 0.0 169.16 0.0
S154843 312.5072 61.615 9.331e-21 1.653e-20 3.843e-20 0.0 168.26 0.0
S154844 312.5203 61.5928 7.408e-21 1.2970000000000001e-20 2.948e-20 0.0 167.6 0.0
S154845 312.496 61.6225 6.93e-24 2.2709999999999999e-23 1.9239999999999998e-22 0.0 168.65 0.0
S154846 312.2987 61.7004 6.808000000000001e-20 1.004e-19 1.655e-19 0.0 169.65 0.0
S154847 312.4832 61.5389 2.199e-19 3.018e-19 4.162e-19 0.0 167.65 0.0
