Name Equatorial Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
S033945 119.635 55.7456 1.783e-23 5.876e-23 5.298e-22 0.0 79.95 0.0
S033946 119.5877 55.6368 7.914e-22 1.805e-21 6.911e-21 0.0 79.45 0.0
S033947 119.6063 55.7712 3.401e-17 5.242e-17 8.971e-17 0.0 80.22 0.0
S033948 119.6271 55.7436 5.195e-17 4.43e-17 2.24e-17 0.0 79.66 0.0
S033949 119.6588 55.7704 3.282e-19 4.287e-19 5.261e-19 0.0 80.26 0.0
S033950 119.5802 55.7402 1.303e-12 9.184e-13 3.313e-13 0.0 79.77 0.0
S033951 119.6295 55.7447 9.346e-21 1.759e-20 4.5910000000000006e-20 0.0 79.59 0.0
S033952 119.5925 55.6793 3.3010000000000005e-20 5.739000000000001e-20 1.278e-19 0.0 79.57 0.0
S033953 119.6767 55.7186 1.442e-21 3.086e-21 1.059e-20 0.0 79.64 0.0
S033954 119.5972 55.7613 9.081e-23 2.2379999999999996e-22 1.04e-21 0.0 80.09 0.0
S033955 119.6283 55.7656 2.8159999999999996e-22 7.010999999999999e-22 3.342e-21 0.0 80.49 0.0
S033956 119.6375 55.8341 9.600000000000001e-20 1.45e-19 2.407e-19 0.0 80.54 0.0
S033957 119.7497 55.7596 2.091e-19 2.785e-19 3.744e-19 0.0 80.19 0.0
S033958 119.671 55.8317 4.317e-19 5.422e-19 6.201e-19 0.0 80.31 0.0
S033959 119.6479 55.785 9.991e-24 3.403e-23 3.102e-22 0.0 80.42 0.0
S033960 119.5838 55.6953 1.4190000000000001e-21 2.605e-21 6.447e-21 0.0 79.58 0.0
S033961 119.6282 55.7448 1.343e-19 2.082e-19 3.611e-19 0.0 79.61 0.0
S033962 119.6252 55.7679 8.971e-24 2.811e-23 2.168e-22 0.0 80.26 0.0
S033963 119.7707 55.6976 8.232e-19 1.041e-18 1.236e-18 0.0 79.94 0.0
S033964 119.6211 55.7345 8.503e-21 1.539e-20 3.686e-20 0.0 79.6 0.0
S033965 119.7701 55.7697 1.9989999999999998e-22 5.2669999999999995e-22 2.757e-21 0.0 80.28 0.0
S033966 119.5995 55.7598 2.5709999999999996e-22 6.186999999999999e-22 2.766e-21 0.0 80.22 0.0
S033967 119.6197 55.7389 2.007e-17 1.838e-17 1.085e-17 0.0 79.63 0.0
S033968 119.6646 55.6473 8.945e-23 2.56e-22 1.629e-21 0.0 79.45 0.0
S033969 119.6289 55.7474 4.308e-22 1.057e-21 5.125e-21 0.0 79.84 0.0
S033970 119.6346 55.7387 2.161e-17 2.03e-17 1.249e-17 0.0 79.68 0.0
S033971 119.5708 55.8691 1.231e-21 2.463e-21 7.691e-21 0.0 80.35 0.0
S033972 119.7182 55.817 4.263e-21 2.95e-21 1.02e-21 0.0 80.33 0.0
S033973 119.6704 55.6987 2.9589999999999997e-22 8.2089999999999995e-22 5.044e-21 0.001 79.65 0.0
S033974 119.641 55.7528 1.935e-19 2.729e-19 3.89e-19 0.0 80.1 0.0
S033975 119.4686 55.7502 1.517e-19 2.18e-19 3.346e-19 0.0 79.69 0.0
S033976 119.6441 55.7349 6.669000000000001e-20 1.042e-19 1.861e-19 0.0 79.84 0.0
S033977 119.6218 55.7116 9.827e-22 2.109e-21 7.737e-21 0.0 79.55 0.0
S033978 119.6296 55.7496 6.482e-21 1.187e-20 2.948e-20 0.0 80.12 0.0
S033979 119.6203 55.7446 2.804e-21 5.436e-21 1.538e-20 0.0 79.64 0.0
S033980 119.5783 55.7563 4.27e-19 5.502e-19 6.665e-19 0.0 79.89 0.0
S033981 119.7119 55.8855 1.243e-22 3.2639999999999997e-22 1.714e-21 0.0 80.54 0.0
S033982 119.6194 55.7439 5.808e-25 2.608e-24 4.4469999999999996e-23 0.0 79.65 0.0
S033983 119.6301 55.6582 1.06e-21 2.423e-21 9.795000000000001e-21 0.0 79.38 0.0
S033984 119.6913 55.8404 3.454e-19 4.536e-19 5.458e-19 0.0 80.51 0.0
