Name Equatorial Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
S179747 162.6515 119.5054 6.503e-25 2.604e-24 3.35e-23 0.0 119.97 0.0
S179748 162.6893 119.5091 2.061e-21 4.204e-21 1.2880000000000001e-20 0.0 119.43 0.0
S179749 162.7788 119.5105 5.94e-24 1.75e-23 1.228e-22 0.0 119.36 0.0
S179750 162.6328 119.5297 2.597e-22 5.719e-22 2.086e-21 0.0 121.92 0.0
S179751 162.7751 119.4235 3.468e-18 3.386e-18 2.452e-18 0.0 119.37 0.0
S179752 162.7246 119.5057 1.445e-21 3.056e-21 1.0600000000000001e-20 0.0 119.38 0.0
S179753 162.6432 119.5541 3.073e-19 3.895e-19 4.532e-19 0.0 121.49 0.0
S179754 162.6155 119.5386 3.795e-17 3.28e-17 1.814e-17 0.0 122.32 0.0
S179755 162.5644 119.5135 1.4e-18 1.605e-18 1.483e-18 0.0 121.99 0.0
S179756 162.6541 119.5357 4.333e-20 6.422000000000001e-20 1.094e-19 0.0 120.38 0.0
S179757 162.6779 119.5157 3.278e-19 4.273e-19 5.239e-19 0.0 119.44 0.0
S179758 162.6579 119.5159 3.539e-21 6.53e-21 1.6230000000000003e-20 0.0 119.77 0.0
S179759 162.6645 119.5146 2.1550000000000002e-20 3.422e-20 6.571000000000001e-20 0.0 119.7 0.0
S179760 162.7853 119.5249 2.344e-22 5.710999999999999e-22 2.538e-21 0.0 119.44 0.0
S179761 162.6808 119.5358 3.1860000000000003e-20 4.473e-20 6.595000000000001e-20 0.0 120.03 0.0
S179762 162.6474 119.5293 7.433e-24 2.094e-23 1.284e-22 0.0 119.99 0.0
S179763 162.6387 119.554 4.1910000000000004e-21 7.59e-21 1.846e-20 0.0 121.61 0.0
S179764 162.6455 119.5313 3.535e-18 3.651e-18 2.804e-18 0.0 120.6 0.0
S179765 162.6478 119.515 1.186e-17 1.113e-17 6.829e-18 0.0 120.09 0.0
S179766 162.6429 119.5278 1.077e-17 1.009e-17 6.275e-18 0.0 120.61 0.0
S179767 162.6381 119.5264 1.383e-17 1.234e-17 6.977e-18 0.0 120.88 0.0
S179768 162.5139 119.5271 2.537e-18 2.624e-18 2.003e-18 0.0 122.26 0.0
S179769 162.6436 119.6951 4.624e-21 8.310000000000001e-21 2.0510000000000003e-20 0.0 121.37 0.0
