Name Equatorial Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
S129943 57.1305 125.0028 7.283e-24 2.159e-23 1.492e-22 0.0 116.68 0.0
S129944 57.0637 125.0115 1.2719999999999999e-22 3.1279999999999995e-22 1.424e-21 0.0 116.9 0.0
S129945 57.1875 125.0311 1.373e-18 1.543e-18 1.436e-18 0.0 119.81 0.0
S129946 57.0877 124.9914 4.074e-17 8.974e-17 3.326e-16 0.0 115.97 0.0
S129947 57.2795 125.0118 2.761e-22 6.823999999999999e-22 3.288e-21 0.0 118.86 0.0
S129948 57.1876 125.0397 3.691e-20 5.745e-20 1.051e-19 0.0 119.77 0.0
S129949 57.1328 125.0144 9.298000000000001e-20 1.323e-19 1.927e-19 0.0 117.36 0.0
S129950 57.1623 125.0276 1.838e-24 6.581e-24 6.428e-23 0.0 118.91 0.0
S129951 57.1555 125.0304 4.063e-17 6.599e-17 1.27e-16 0.0 119.21 0.0
S129952 57.1401 125.0213 1.109e-22 2.708e-22 1.246e-21 0.0 117.9 0.0
S129953 57.2625 125.0648 3.074e-22 6.813e-22 2.518e-21 0.0 119.95 0.0
S129954 57.0879 124.9549 1.026e-21 2.075e-21 6.202e-21 0.0 116.2 0.0
S129955 57.2056 125.036 1.5709999999999997e-22 4.0849999999999995e-22 2.234e-21 0.0 119.87 0.0
S129956 57.1447 124.9957 6.883e-19 8.253e-19 8.343e-19 0.0 117.23 0.0
S129957 57.0608 124.9796 2.527e-24 8.575e-24 7.869e-23 0.0 115.9 0.0
S129958 57.1402 125.0091 6.24e-21 1.109e-20 2.7220000000000004e-20 0.0 117.15 0.0
S129959 57.0649 124.9278 2.796e-21 5.465e-21 1.536e-20 0.0 116.27 0.0
S129960 57.0402 124.9688 5.142e-13 3.57e-13 1.218e-13 0.0 115.77 0.0
S129961 57.0751 124.992 1.399e-22 3.689e-22 1.968e-21 0.0 116.3 0.0
S129962 57.1279 125.03 2.0239999999999997e-22 4.749e-22 1.94e-21 0.0 117.82 0.0
S129963 57.1513 125.0303 2.0520000000000002e-20 3.208e-20 5.941e-20 0.0 119.24 0.0
S129964 57.1035 125.0225 2.336e-21 4.838e-21 1.583e-20 0.0 116.98 0.0
S129965 57.1566 125.011 5.15e-18 5.489e-18 4.368e-18 0.0 118.21 0.0
S129966 57.0623 124.9314 2.745e-21 5.638e-21 1.846e-20 0.0 116.33 0.0
S129967 57.207 125.0194 3.12e-21 2.118e-21 7.238999999999999e-22 0.0 118.98 0.0
S129968 57.1504 125.0129 2.673e-18 2.769e-18 2.123e-18 0.0 118.85 0.0
S129969 57.0929 124.9907 1.359e-18 1.522e-18 1.35e-18 0.0 115.86 0.0
S129970 57.0573 125.0011 2.329e-18 2.528e-18 2.108e-18 0.0 116.54 0.0
S129971 57.1601 125.0521 4.304e-21 7.995e-21 2.087e-20 0.0 118.97 0.0
S129972 57.1482 125.0221 2.008e-20 3.2680000000000004e-20 6.621e-20 0.0 118.92 0.0
S129973 57.0851 125.0033 1.5470000000000003e-20 2.5160000000000003e-20 5.114e-20 0.0 116.39 0.0
S129974 57.1512 125.0117 8.920000000000001e-20 1.292e-19 1.907e-19 0.0 118.92 0.0
S129975 57.1328 125.0298 6.251e-21 1.1240000000000001e-20 2.766e-20 0.0 117.88 0.0
S129976 57.1196 124.9856 8.037e-23 2.1729999999999998e-22 1.284e-21 0.0 116.18 0.0
S129977 57.1925 125.0198 7.561999999999999e-23 1.8399999999999998e-22 8.309999999999999e-22 0.0 119.6 0.0
S129978 57.1604 125.0365 2.682e-19 3.231e-19 3.415e-19 0.0 118.92 0.0
S129979 57.1704 125.0296 4.642e-17 1.224e-16 6.482e-16 0.0 119.4 1.0
S129980 57.1305 124.9885 7.551e-17 6.49e-17 3.436e-17 0.0 116.86 0.0
S129981 57.2056 125.0228 3.6899999999999996e-23 9.684999999999999e-23 5.001e-22 0.0 118.97 0.0
S129982 57.1141 125.045 3.477e-24 1.294e-23 1.4499999999999998e-22 0.0 117.8 0.0
S129983 57.1451 125.0137 2.399e-22 6.095999999999999e-22 2.962e-21 0.0 117.85 0.0
S129984 57.1226 125.0069 1.11e-16 8.925e-17 4.166e-17 0.0 116.47 0.0
S129985 57.1418 125.0111 3.077e-21 5.515e-21 1.3530000000000002e-20 0.0 117.51 0.0
S129986 57.1271 125.014 6.646e-19 7.889e-19 8.036e-19 0.0 117.08 0.0
S129987 57.1537 125.0282 6.356e-23 1.6389999999999998e-22 8.394999999999999e-22 0.0 118.66 0.0
S129988 57.2451 125.0479 7.479e-18 7.303e-18 5.122e-18 0.0 119.93 0.0
S129989 57.1676 125.0356 1.149e-23 3.314e-23 2.168e-22 0.0 119.41 0.0
S129990 57.0153 124.8969 1.041e-19 1.44e-19 2.05e-19 0.0 115.97 0.0
S129991 57.1989 125.0571 2.353e-21 4.471e-21 1.232e-20 0.0 119.93 0.0
S129992 57.1903 125.0376 4.302e-22 9.755999999999999e-22 3.765e-21 0.0 119.84 0.0
S129993 57.2171 125.0363 2.5700000000000002e-20 4.2900000000000004e-20 9.200000000000001e-20 0.0 119.61 0.0
S129994 57.2245 125.0558 7.877000000000001e-20 1.173e-19 1.936e-19 0.0 119.94 0.0
S129995 57.0916 124.9741 3.859e-19 4.744e-19 5.262e-19 0.0 116.16 0.0
S129996 57.1509 125.0164 7.846999999999999e-22 1.508e-21 4.172e-21 0.0 118.74 0.0
S129997 57.0922 124.9835 1.813e-18 2.025e-18 1.78e-18 0.0 115.94 0.0
S129998 57.2349 125.1163 8.454e-19 9.893e-19 1.016e-18 0.0 119.45 0.0
S129999 57.1784 125.0324 8.210000000000001e-25 4.061e-24 8.097e-23 0.0 119.78 0.0
S130000 57.1627 124.9828 7.679e-18 1.282e-17 2.632e-17 0.0 117.81 0.0
S130001 57.1828 125.0296 2.264e-20 3.5640000000000005e-20 6.698000000000001e-20 0.0 119.67 0.0
S130002 57.0187 124.9852 1.962e-21 3.924e-21 1.156e-20 0.0 116.09 0.0
S130003 57.1632 125.024 7.82e-23 1.9799999999999998e-22 9.781999999999998e-22 0.0 119.23 0.0
S130004 57.209 125.0293 1.752e-21 1.277e-21 5.072999999999999e-22 0.0 119.6 0.0
S130005 57.0232 124.9954 1.184e-12 1.093e-12 6.62e-13 0.0 116.41 1.0
S130006 57.178 125.0319 2.669e-21 5.461e-21 1.712e-20 0.0 119.82 0.0
S130007 57.1637 125.0268 6.47e-20 9.281e-20 1.453e-19 0.0 119.3 0.0
S130008 57.1902 125.0141 8.881e-18 8.618e-18 5.703e-18 0.0 119.26 0.0
S130009 57.0854 124.9767 1.8569999999999997e-22 3.8879999999999997e-22 1.297e-21 0.0 115.95 0.0
S130010 57.1999 125.0086 1.528e-20 2.5010000000000002e-20 4.9990000000000006e-20 0.0 118.71 0.0
S130011 57.0339 124.9426 4.423e-23 1.159e-22 6.273999999999999e-22 0.0 115.74 0.0
S130012 57.1561 125.09 6.788999999999999e-22 1.429e-21 4.704e-21 0.0 118.47 0.0
S130013 57.146 125.0101 1.1779999999999998e-22 3.1739999999999996e-22 1.838e-21 0.0 117.73 0.0
S130014 57.1587 125.0183 4.0849999999999995e-22 9.016999999999999e-22 3.36e-21 0.0 119.15 0.0
S130015 57.1395 125.0159 3.521e-21 7.136e-21 2.1720000000000002e-20 0.0 117.73 0.0
S130016 57.1451 125.0167 5.232e-21 9.956e-21 2.739e-20 0.001 118.11 0.0
S130017 57.1694 125.0341 4.716e-19 6.028e-19 7.063e-19 0.0 119.51 0.0
S130018 57.0586 124.9066 6.304e-19 7.7e-19 8.229e-19 0.0 116.29 0.0
S130019 57.1694 125.0283 7.499e-17 1.14e-16 1.946e-16 0.0 119.38 0.0
S130020 57.1368 125.027 2.6520000000000002e-20 4.1110000000000003e-20 7.291e-20 0.0 117.97 0.0
S130021 57.1214 125.0101 9.291000000000001e-20 1.372e-19 2.227e-19 0.0 116.59 0.0
S130022 57.011 124.9652 7.281e-21 1.3340000000000002e-20 3.3500000000000005e-20 0.0 115.78 0.0
S130023 57.0044 124.8568 9.588e-22 2.106e-21 7.703000000000001e-21 0.0 116.56 0.0
S130024 57.1447 125.0157 6.134e-19 7.321e-19 7.676e-19 0.0 117.91 0.0
S130025 57.1754 125.0146 7.178e-20 1.016e-19 1.505e-19 0.0 118.73 0.0
S130026 57.1259 125.0446 3.1359999999999996e-22 6.949e-22 2.623e-21 0.0 117.96 0.0
S130027 57.1384 125.0143 3.56e-24 1.2319999999999999e-23 1.203e-22 0.0 116.86 0.0
S130028 57.1807 125.0259 4.1709999999999997e-22 8.768999999999998e-22 2.937e-21 0.0 119.44 0.0
S130029 57.1304 124.9774 7.868e-20 1.137e-19 1.783e-19 0.0 117.02 0.0
S130030 57.1529 125.0342 1.518e-22 3.9399999999999997e-22 1.99e-21 0.0 118.44 0.0
S130031 57.1672 125.0407 6.147e-20 9.491000000000001e-20 1.688e-19 0.0 119.34 0.0
S130032 57.1522 125.0098 4.334e-17 7.401e-17 1.639e-16 0.0 118.46 0.0
S130033 57.134 125.0412 1.43e-25 7.204000000000001e-25 1.526e-23 0.0 118.03 0.0
S130034 57.1708 125.0425 1.911e-19 2.531e-19 3.286e-19 0.0 119.3 0.0
S130035 57.119 124.996 2.412e-17 3.614e-17 6.098e-17 0.0 116.11 0.0
S130036 57.1326 125.0195 9.557e-23 2.3729999999999997e-22 1.1340000000000001e-21 0.0 116.75 0.0
S130037 57.019 124.9658 6.1290000000000005e-21 1.182e-20 3.2890000000000004e-20 0.0 115.77 0.0
S130038 57.1389 125.0363 1.0860000000000001e-20 1.828e-20 3.94e-20 0.0 118.17 0.0
S130039 57.1942 125.039 1.697e-22 3.9159999999999996e-22 1.5500000000000001e-21 0.0 119.89 0.0
S130040 57.1745 125.0402 1.465e-13 9.861e-14 3.287e-14 0.0 119.42 0.0
S130041 57.1156 125.0026 1.314e-21 2.878e-21 1.075e-20 0.0 116.24 0.0
S130042 57.066 124.9796 6.213e-18 6.042e-18 4.085e-18 0.0 115.79 0.0
S130043 57.1851 125.0295 3.915e-13 2.725e-13 9.275e-14 0.0 119.59 0.0
S130044 57.1405 125.0136 1.034e-21 2.248e-21 7.876e-21 0.0 117.5 0.0
S130045 57.155 125.0198 1.638e-17 1.496e-17 9.096e-18 0.0 118.62 0.0
S130046 57.1953 125.0327 1.761e-21 3.766e-21 1.3100000000000002e-20 0.0 119.78 0.0
S130047 57.1385 125.015 1.056e-20 1.6890000000000002e-20 3.1580000000000004e-20 0.0 116.93 0.0
S130048 57.2034 125.0582 2.782e-21 5.587e-21 1.7680000000000003e-20 0.0 119.84 0.0
S130049 57.1531 125.0298 1.6749999999999997e-22 3.8879999999999997e-22 1.566e-21 0.0 118.69 0.0
S130050 57.1766 125.0304 2.199e-18 2.401e-18 2.045e-18 0.0 119.61 0.0
S130051 57.0944 124.9704 1.121e-21 2.433e-21 8.492e-21 0.0 116.24 0.0
S130052 57.157 125.0218 5.157e-18 5.511e-18 4.532e-18 0.0 119.11 0.0
S130053 57.1525 125.0162 4.6029999999999996e-23 1.1519999999999998e-22 5.446e-22 0.0 118.97 0.0
S130054 57.0365 124.9155 7.97e-18 7.761e-18 5.192e-18 0.0 116.01 0.0
S130055 57.1087 125.0014 3.2339999999999997e-22 7.730999999999999e-22 3.401e-21 0.0 116.08 0.0
S130056 57.0935 124.9877 1.541e-24 5.418e-24 5.493e-23 0.0 115.84 0.0
S130057 57.203 125.0582 1.666e-26 1.043e-25 3.536e-24 0.0 119.62 0.0
S130058 57.1679 125.0281 4.089e-23 1.0499999999999999e-22 5.378999999999999e-22 0.0 119.3 0.0
S130059 57.134 125.0042 2.725e-21 5.263e-21 1.526e-20 0.0 116.93 0.0
S130060 57.134 125.0077 2.59e-24 8.794999999999999e-24 8.150999999999999e-23 0.0 116.91 0.0
S130061 57.0956 125.0466 2.7649999999999996e-22 7.000999999999999e-22 3.434e-21 0.0 117.63 0.0
S130062 57.1752 125.0605 2.804e-21 1.959e-21 6.913999999999999e-22 0.0 119.13 0.0
S130063 57.1291 125.0144 1.463e-17 1.415e-17 9.46e-18 0.0 117.19 0.0
S130064 57.1992 125.0543 1.121e-29 1.685e-28 3.4850000000000005e-26 0.0 119.86 0.0
S130065 57.2494 125.1501 4.649e-18 4.645e-18 3.448e-18 0.0 119.12 0.0
S130066 57.4107 125.0155 5.778000000000001e-20 8.71e-20 1.452e-19 0.0 118.83 0.0
S130067 57.113 124.9976 2.297e-18 2.443e-18 1.986e-18 0.0 116.06 0.0
S130068 57.0638 124.9656 9.208e-17 1.785e-16 5.188e-16 0.0 115.87 0.0
S130069 57.1225 125.0129 3.59e-23 1.099e-22 8.042999999999999e-22 0.0 116.75 0.0
S130070 57.141 125.0135 2.883e-17 7.398e-17 3.759e-16 0.0 117.54 1.0
S130071 57.1262 124.9886 1.515e-22 3.6619999999999995e-22 1.699e-21 0.0 116.64 0.0
S130072 57.1543 125.0163 3.393e-23 9.559e-23 5.937e-22 0.0 119.1 0.0
S130073 57.143 124.9976 3.396e-21 2.286e-21 7.589999999999999e-22 0.0 117.21 0.0
S130074 57.149 125.0109 2.17e-19 2.91e-19 3.693e-19 0.0 118.92 0.0
S130075 57.1411 125.0038 2.785e-19 3.476e-19 3.93e-19 0.0 117.34 0.0
S130076 57.2616 125.047 3.8620000000000004e-20 5.832000000000001e-20 9.821e-20 0.0 119.58 0.0
S130077 57.1774 125.0518 4.546e-18 4.624e-18 3.514e-18 0.0 119.34 0.0
S130078 57.1827 125.0167 3.393e-19 4.586e-19 5.907e-19 0.0 119.22 0.0
S130079 57.1654 124.9996 4.453e-21 8.148e-21 2.015e-20 0.0 118.21 0.0
S130080 57.1686 125.0106 5.177e-17 4.457e-17 2.372e-17 0.0 118.79 0.0
S130081 57.1508 125.0149 1.934e-25 1.048e-24 2.514e-23 0.0 119.03 0.0
S130082 57.1499 125.0084 1.177e-22 3.1659999999999996e-22 1.779e-21 0.0 117.66 0.0
S130083 57.1549 125.0171 1.0310000000000001e-20 1.853e-20 4.417e-20 0.0 118.87 0.0
S130084 57.0952 124.9441 7.441000000000001e-20 1.14e-19 1.974e-19 0.0 116.44 0.0
S130085 57.1462 125.0143 2.913e-21 5.58e-21 1.543e-20 0.0 118.18 0.0
S130086 57.131 124.9882 2.438e-17 2.105e-17 1.144e-17 0.0 116.59 0.0
S130087 57.079 125.0229 7.215e-22 1.533e-21 5.433e-21 0.0 117.17 0.0
S130088 57.1361 125.0142 8.083e-21 1.4330000000000003e-20 3.2540000000000004e-20 0.0 117.38 0.0
S130089 57.1261 125.0176 5.458000000000001e-20 8.410000000000001e-20 1.491e-19 0.0 117.21 0.0
S130090 57.1458 125.0162 2.747e-17 5.358e-17 1.57e-16 0.0 118.02 0.0
S130091 57.1749 125.0091 2.847e-23 8.69e-23 6.428e-22 0.0 118.51 0.0
S130092 57.2014 125.0194 8.987e-24 2.9979999999999997e-23 2.6329999999999997e-22 0.0 119.53 0.0
S130093 57.096 124.9528 4.0950000000000005e-20 6.012000000000001e-20 9.909000000000001e-20 0.0 116.63 0.0
S130094 57.1518 125.0132 2.428e-18 2.625e-18 2.272e-18 0.0 118.82 0.0
S130095 57.0613 124.9748 1.045e-24 4.067e-24 5.141e-23 0.0 115.99 0.0
S130096 57.1036 124.9644 6.347e-17 1.489e-16 6.511e-16 0.0 116.73 1.0
S130097 57.1355 124.9577 2.325e-16 6.495e-16 3.865e-15 0.0 117.09 1.0
S130098 57.1337 125.0114 2.9510000000000002e-21 5.655e-21 1.553e-20 0.0 117.0 0.0
S130099 57.134 124.9957 7.342999999999999e-22 1.564e-21 5.523e-21 0.0 116.95 0.0
S130100 57.233 125.0558 2.6919999999999997e-22 7.046999999999999e-22 3.7750000000000004e-21 0.0 119.94 0.0
S130101 57.1489 125.0001 3.969e-24 1.432e-23 1.4379999999999998e-22 0.0 117.57 0.0
S130102 57.219 125.023 3.261e-17 2.943e-17 1.716e-17 0.0 119.12 0.0
S130103 57.1504 125.0117 1.233e-17 2.556e-17 8.566e-17 0.0 118.01 0.0
S130104 57.1741 125.0006 2.2350000000000002e-20 3.4050000000000005e-20 6.071000000000001e-20 0.0 118.33 0.0
S130105 57.11 124.9793 8.961e-22 1.839e-21 6.125e-21 0.0 116.35 0.0
S130106 57.1373 125.0317 8.567e-13 7.463e-13 4.196e-13 0.0 117.99 1.0
S130107 57.1323 125.0109 3.008e-20 5.0460000000000007e-20 1.068e-19 0.0 116.67 0.0
S130108 57.1126 124.9734 3.37e-21 2.258e-21 7.538999999999999e-22 0.0 116.2 0.0
S130109 57.1558 125.0558 1.98e-18 2.171e-18 1.881e-18 0.0 118.56 0.0
S130110 57.1556 125.0955 3.126e-23 9.58e-23 7.085999999999999e-22 0.0 118.5 0.0
S130111 57.1518 125.0184 1.573e-17 3.642e-17 1.435e-16 0.0 118.89 0.0
S130112 57.0134 124.9662 3.215e-21 6.441e-21 1.929e-20 0.0 116.0 0.0
S130113 57.1386 125.0222 7.473999999999999e-22 1.566e-21 5.3680000000000004e-21 0.0 117.63 0.0
S130114 57.1317 125.0331 4.1070000000000004e-21 7.511e-21 1.898e-20 0.0 117.92 0.0
S130115 57.1522 125.0188 5.076e-22 1.2170000000000001e-21 5.168e-21 0.0 119.03 0.0
S130116 57.1558 125.0112 1.1570000000000001e-20 1.7890000000000002e-20 3.1430000000000005e-20 0.0 118.71 0.0
S130117 57.4072 125.0782 7.496e-19 8.942e-19 9.629e-19 0.0 119.71 0.0
S130118 57.1598 125.0308 3.4109999999999996e-22 7.046999999999999e-22 2.33e-21 0.0 119.3 0.0
S130119 57.1427 125.0145 1.0120000000000001e-21 2.169e-21 7.542e-21 0.0 116.49 0.0
S130120 57.1484 125.0101 1.693e-19 2.317e-19 3.257e-19 0.0 116.8 0.0
S130121 57.184 125.0553 1.209e-19 1.611e-19 2.125e-19 0.0 119.39 0.0
S130122 57.2001 125.0298 2.357e-18 2.599e-18 2.351e-18 0.0 119.21 0.0
S130123 57.1395 125.0124 2.531e-21 4.98e-21 1.425e-20 0.0 116.98 0.0
S130124 57.1516 125.0209 4.743e-19 6.041e-19 7.383e-19 0.0 118.8 0.0
S130125 57.1476 124.9856 2.757e-18 2.814e-18 2.179e-18 0.0 117.59 0.0
S130126 57.1349 125.0152 2.602e-18 2.766e-18 2.243e-18 0.0 117.12 0.0
S130127 57.1663 125.0246 1.429e-18 1.717e-18 1.769e-18 0.0 119.27 0.0
S130128 57.2179 125.048 5.723e-24 2.0759999999999999e-23 2.234e-22 0.0 119.94 0.0
S130129 57.1648 125.0001 3.1089999999999998e-22 7.041999999999999e-22 2.658e-21 0.0 118.16 0.0
S130130 57.1714 125.0253 9.095e-22 2.105e-21 8.834000000000001e-21 0.0 119.32 0.0
S130131 57.0991 124.9908 2.756e-22 5.676999999999999e-22 1.83e-21 0.0 115.87 0.0
S130132 57.1577 125.013 9.262e-23 2.4829999999999996e-22 1.398e-21 0.0 119.11 0.0
S130133 57.1487 125.0104 5.302e-24 1.9489999999999998e-23 2.176e-22 0.0 116.76 0.0
S130134 57.1389 125.012 2.266e-21 1.597e-21 5.765999999999999e-22 0.0 116.79 0.0
