Name Equatorial Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
S345752 126.7282 94.8271 4.724e-21 9.025e-21 2.5540000000000003e-20 0.0 125.19 0.0
S345753 126.7001 94.8644 2.221e-18 2.341e-18 1.851e-18 0.0 125.87 0.0
S345754 126.7433 94.8829 3.6759999999999994e-22 7.381e-22 2.265e-21 0.0 125.36 0.0
S345755 126.8238 94.8751 1.7179999999999999e-22 4.0489999999999995e-22 1.6630000000000001e-21 0.0 125.38 0.0
S345756 126.7405 94.9482 4.248e-18 3.985e-18 2.581e-18 0.0 126.18 0.0
S345757 126.7634 94.891 1.26e-21 2.287e-21 5.63e-21 0.0 125.68 0.0
S345758 126.7459 94.8849 7.863e-24 2.5419999999999998e-23 2.2089999999999997e-22 0.0 125.53 0.0
S345759 126.7444 94.8854 5.745e-20 7.986000000000001e-20 1.145e-19 0.0 125.71 0.0
S345760 126.716 94.8822 1.344e-20 2.17e-20 4.0410000000000004e-20 0.0 125.91 0.0
S345761 126.7475 94.8069 8.6e-21 1.556e-20 3.9220000000000006e-20 0.0 125.1 0.0
S345762 126.7144 94.9038 1.223e-19 1.576e-19 2.008e-19 0.0 126.19 0.0
S345763 126.7598 94.9319 1.2980000000000001e-20 2.0540000000000003e-20 3.8960000000000004e-20 0.0 126.03 0.0
S345764 126.7411 94.8372 1.102e-22 2.8e-22 1.381e-21 0.0 125.17 0.0
S345765 126.6398 94.9521 3.812e-19 4.469e-19 4.412e-19 0.0 126.42 0.0
S345766 126.7413 94.8849 1.069e-21 2.128e-21 6.182e-21 0.0 126.46 0.0
S345767 126.7752 94.8615 1.708e-23 4.67e-23 2.726e-22 0.0 125.2 0.0
S345768 126.7465 94.921 6.602e-19 7.537e-19 6.997e-19 0.0 126.19 0.0
S345769 126.7792 94.8517 6.489e-22 5.126999999999999e-22 2.278e-22 0.0 125.14 0.0
S345770 126.7416 94.8831 2.635e-22 6.468999999999999e-22 2.895e-21 0.0 125.09 0.0
S345771 126.7689 94.7068 5.585e-18 5.555e-18 3.913e-18 0.0 125.05 0.0
S345772 126.7435 94.8971 8.986e-18 1.792e-17 5.312e-17 0.0 126.07 0.0
S345773 126.7516 94.9089 5.428999999999999e-22 1.112e-21 3.534e-21 0.001 125.91 0.0
S345774 126.8066 94.8891 2.221e-17 4.183e-17 1.167e-16 0.0 125.47 0.0
S345775 126.7527 94.8706 5.797e-21 1.0580000000000002e-20 2.5440000000000003e-20 0.0 125.26 0.0
