Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG3991 351.0473 147.1442 4.568e-16 3.521e-16 1.245e-16 138.1439 1566.74
DG3992 351.1505 147.4028 1.684e-16 1.42e-16 5.704e-17 48.041 1570.78
DG3993 351.5425 147.4275 1.614e-16 1.331e-16 5.929e-17 52.8772 1567.74
DG3994 351.2794 147.1841 1.185e-16 9.689e-17 3.943e-17 93.8675 1568.9
DG3995 350.7596 147.194 1.315e-16 1.032e-16 5.422e-17 89.1606 1567.79
DG3996 351.6338 146.8788 1.104e-16 1.014e-16 4.499e-17 59.0554 1569.54
DG3997 351.3973 147.1757 1.041e-16 1.05e-16 4.252e-17 84.3808 1569.58
DG3998 350.683 147.2092 1.0940000000000001e-25 3.0179999999999998e-27 1.5210000000000002e-32 52.291 1570.42
DG3999 351.3884 146.8491 1.177e-16 9.7e-17 4.555e-17 54.4015 1569.54
DG4000 351.3191 146.8894 1.596e-16 1.308e-16 6.225e-17 50.7333 1566.37
DG4001 350.8172 147.2407 1.684e-16 1.236e-16 6.212e-17 56.1451 1566.75
DG4002 351.3487 147.3072 1.54e-16 1.293e-16 6.046e-17 51.916 1567.48
DG4003 350.6278 146.9423 1.552e-16 1.289e-16 6.338e-17 48.4295 1566.72
DG4004 351.2176 147.4702 1.648e-16 1.402e-16 6.386e-17 48.5894 1566.8
DG4005 351.3092 147.1526 1.258e-16 8.399e-17 4.379e-17 73.4425 1568.48
DG4006 351.2875 147.2878 1.399e-16 1.056e-16 4.973e-17 76.8452 1568.5
DG4007 351.0464 147.1027 1.04e-16 9.104e-17 4.078e-17 95.7845 1569.12
DG4008 351.057 146.7564 1.596e-16 1.285e-16 6.644e-17 50.8618 1571.99
