Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG0637 255.6091 43.0186 7.243e-15 5.448e-15 1.808e-15 750.0088 330.7
DG0638 253.8013 42.8127 2.886e-15 2.426e-15 1.134e-15 233.9584 331.56
DG0639 256.062 42.9149 1.808e-15 1.601e-15 6.814e-16 477.6934 333.5
DG0640 256.8132 42.9822 2.71e-15 2.099e-15 9.579e-16 240.0691 332.13
DG0641 254.6117 43.6873 2.682e-15 2.191e-15 1.05e-15 210.0811 330.36
DG0642 256.3037 42.1214 2.701e-15 2.004e-15 9.76e-16 205.7412 333.84
DG0643 257.5693 42.7545 7.929000000000001e-26 2.243e-27 9.999e-33 241.5775 329.91
DG0644 255.7427 42.9588 3.579e-15 2.804e-15 1.082e-15 237.0188 333.12
DG0645 254.579 43.0668 4.193e-15 3.058e-15 1.287e-15 198.4239 331.65
DG0646 257.4332 42.3814 2.708e-15 1.926e-15 9.618e-16 205.6568 333.91
DG0647 255.7953 43.2902 7.97e-26 2.136e-27 9.977999999999999e-33 314.3209 331.14
DG0648 254.1323 42.3272 2.907e-15 2.588e-15 1.055e-15 286.9832 333.53
DG0649 257.0036 43.4062 2.511e-15 2.126e-15 8.346e-16 205.3521 332.63
DG2191 255.0376 43.8347 2.078e-15 1.666e-15 7.989e-16 369.1357 316.01
DG2192 254.8461 44.0594 3.261e-15 2.723e-15 1.174e-15 266.6645 314.31
DG2193 254.3515 43.846 8.732e-26 2.174e-27 1.029e-32 272.1418 314.58
DG2194 254.3971 43.8816 4.142e-15 3.288e-15 1.422e-15 204.1565 315.74
DG2195 255.6904 44.1762 3.592e-15 2.58e-15 1.187e-15 264.3198 315.73
DG3770 259.8946 59.5623 2.251e-15 1.649e-15 8.175e-16 272.2659 347.41
DG3772 259.69 59.4632 3.18e-15 2.607e-15 1.118e-15 243.5766 346.89
DG3773 259.8181 59.3516 4.301e-15 3.377e-15 1.318e-15 225.5777 347.6
