Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG0169 114.9628 131.6511 5.884e-15 4.592e-15 2.153e-15 304.804 243.22
DG0170 114.5 131.434 6.178e-15 4.885e-15 1.879e-15 326.07 243.17
DG0171 114.4798 131.7945 4.195e-15 3.319e-15 1.425e-15 491.5071 243.19
DG5242 135.0914 125.2008 4.944e-15 4.284e-15 1.862e-15 780.2319 231.81
DG5243 135.391 125.6393 6.424e-15 5.854e-15 2.313e-15 351.5244 230.75
DG5244 135.816 125.6314 1.611e-25 3.957e-27 1.7620000000000002e-32 340.698 232.98
DG5245 133.4495 125.7008 7.952e-15 6.162e-15 2.858e-15 338.312 230.27
DG5246 134.1377 124.4299 6.956e-15 5.161e-15 2.189e-15 351.344 229.43
DG5247 134.6485 125.675 7.503e-15 5.659e-15 2.483e-15 430.3837 230.16
DG5248 133.5043 124.8462 1.39e-25 3.725e-27 1.75e-32 376.8249 229.32
DG5249 135.5534 124.0712 6.666e-15 5.536e-15 2.439e-15 332.3803 229.87
DG5254 120.7569 123.3382 5.065e-15 3.902e-15 1.734e-15 410.6148 232.94
