Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG0179 323.5242 80.1788 5.301e-16 3.835e-16 1.423e-16 138.552 1468.86
DG0180 323.4712 80.012 1.756e-16 1.46e-16 6.973e-17 57.8274 1474.1
DG0181 323.3763 80.2556 1.733e-16 1.539e-16 6.131e-17 48.8976 1474.4
DG0182 323.8246 80.3565 1.966e-16 1.701e-16 7.277e-17 53.6833 1469.34
DG0183 323.3642 79.9565 1.592e-16 1.329e-16 6.63e-17 55.2429 1473.05
DG0184 323.4766 80.046 1.738e-16 1.324e-16 7.021e-17 47.6564 1472.27
DG0185 323.6447 80.1353 2.731e-16 2.265e-16 9.257e-17 60.3277 1473.81
DG0186 323.5294 80.2322 1.695e-16 1.31e-16 5.91e-17 59.9917 1470.19
DG0187 323.394 80.238 1.0270000000000001e-25 2.407e-27 1.295e-32 67.5606 1472.66
DG0188 323.5079 80.2721 1.266e-16 1.064e-16 5.246e-17 51.7635 1472.02
DG0189 323.2312 80.2307 1.007e-25 2.5819999999999998e-27 1.1860000000000001e-32 57.6981 1470.68
DG0190 323.4516 80.0335 1.816e-16 1.375e-16 7.496e-17 53.4106 1473.88
DG0191 323.5126 80.1879 1.756e-16 1.567e-16 6.355e-17 41.6435 1474.54
