Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG5289 14.9145 38.5197 7.237e-15 5.039e-15 1.617e-15 641.1028 356.94
DG5290 15.7545 38.2673 1.653e-15 1.444e-15 5.757e-16 227.336 356.11
DG5291 14.8164 37.4449 2.536e-15 2.06e-15 8.971e-16 236.675 356.78
DG5292 13.5511 37.8135 7.707000000000001e-26 1.955e-27 1.012e-32 253.8603 356.07
DG5293 15.1792 38.3148 1.882e-15 1.447e-15 6.119e-16 454.5434 354.53
DG5294 15.2965 38.726 2.591e-15 2.241e-15 9.216e-16 242.6705 355.87
DG5295 15.7061 38.7065 7.976000000000001e-26 1.879e-27 9.131999999999999e-33 266.0778 356.91
DG5296 16.138 38.4698 2.58e-15 2.074e-15 8.315e-16 189.8727 356.91
DG5297 13.9912 39.2595 2.27e-15 2.083e-15 8.767e-16 197.4185 356.61
DG5298 13.9155 39.0577 7.238e-26 1.8589999999999998e-27 9.733999999999999e-33 230.1851 354.36
DG5299 15.5367 38.1563 1.837e-15 1.556e-15 6.042e-16 251.1389 355.92
