Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG5256 61.3137 40.3594 1.797e-14 1.273e-14 4.459e-15 1155.4545 209.95
DG5257 61.4393 40.8281 6.356e-15 5.256e-15 2.392e-15 380.2638 211.71
DG5258 59.7655 40.882 7.955e-15 6.543e-15 2.834e-15 406.5907 210.04
DG5259 60.9454 41.172 4.809e-15 4.164e-15 1.648e-15 443.1089 211.8
DG5260 61.4304 39.593 6.557e-15 6.19e-15 2.55e-15 388.7544 211.58
DG5261 62.4891 40.5613 7.108e-15 5.55e-15 2.304e-15 299.6591 210.38
DG5262 59.8658 41.929 6.28e-15 5.389e-15 2.17e-15 344.327 209.92
DG5263 60.197 40.6037 6.664e-15 5.271e-15 2.278e-15 341.9705 208.62
DG5264 59.4451 41.895 1.221e-25 3.68e-27 1.686e-32 434.0839 211.91
DG5265 59.7003 38.694 6.371e-15 4.925e-15 2.264e-15 301.9879 209.82
DG5266 60.5699 40.2625 6.644e-15 5.491e-15 2.396e-15 340.4807 211.87
DG5267 62.6638 40.0792 6.778e-15 5.474e-15 2.479e-15 324.1745 209.99
DG5268 62.3845 39.7561 1.357e-25 3.752e-27 1.756e-32 435.9347 210.16
DG5269 62.047 39.0705 7.319e-15 6.01e-15 2.767e-15 431.8217 211.44
