Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG0467 9.9132 56.5184 8.574e-16 6.901e-16 2.94e-16 169.7613 544.84
DG0554 48.9449 60.4953 7.51e-16 5.645e-16 2.698e-16 230.1433 551.86
DG0555 49.2785 60.4096 1.198e-15 9.663e-16 4.494e-16 183.9277 550.96
DG0556 48.8239 60.7604 1.041e-15 9.341e-16 3.499e-16 121.2001 550.22
DG0557 48.8765 60.4862 1.15e-15 9.598e-16 4.144e-16 144.2509 549.87
DG0558 48.7026 60.5051 1.173e-15 8.911e-16 4.211e-16 134.0789 551.31
DG3462 28.7573 49.4222 3.993e-15 2.734e-15 9.803e-16 428.4105 532.09
DG3463 28.5201 49.0471 1.676e-15 1.285e-15 6.213e-16 172.9713 533.79
DG3464 27.8136 49.5568 1.544e-15 1.186e-15 5.012e-16 136.8819 534.01
DG3465 29.0765 49.9762 9.604e-16 8.302e-16 3.429e-16 177.9067 533.14
DG3466 28.6239 49.7331 1.477e-15 1.157e-15 4.832e-16 153.8874 532.96
DG3467 28.8303 48.5935 6.626e-26 1.461e-27 7.696e-33 216.7503 532.16
DG3468 28.4189 49.9401 1.174e-15 9.672e-16 3.567e-16 183.5552 533.76
DG3469 29.6746 49.1674 1.621e-15 1.262e-15 5.843e-16 191.6484 530.79
DG3470 28.1564 49.5955 1.531e-15 1.295e-15 6.258e-16 206.7604 532.35
DG3471 28.7993 48.786 1.751e-15 1.398e-15 5.884e-16 189.2877 531.18
DG3472 29.5462 49.2511 1.071e-15 8.864e-16 3.432e-16 214.8878 532.4
DG3473 29.5099 49.5103 1.52e-15 1.122e-15 5.35e-16 169.4625 531.5
