Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG3602 53.3505 153.2575 3.577e-16 2.703e-16 9.386e-17 121.958 1901.19
DG3603 53.8596 153.0666 1.909e-25 4.703e-27 2.5e-32 38.9114 1898.46
DG3604 54.1012 153.4269 1.282e-16 1.038e-16 5.05e-17 46.718 1897.53
DG3605 53.5699 153.4179 1.181e-16 8.974e-17 4.292e-17 40.8202 1900.24
DG3606 53.4779 153.1406 1.837e-25 5.29e-27 2.538e-32 46.9811 1897.73
DG3607 53.758 153.1391 1.303e-16 1.098e-16 5.203e-17 52.5332 1899.94
DG3608 53.3433 153.1533 1.206e-16 9.947e-17 4.395e-17 41.5351 1901.11
DG3609 54.1227 153.2114 1.837e-25 5.015e-27 2.499e-32 51.654 1901.76
DG3610 53.4705 153.0967 1.004e-16 7.393e-17 3.431e-17 75.1478 1901.54
DG3611 53.1369 153.3966 8.474e-17 6.479e-17 3.223e-17 81.0771 1897.65
DG3612 52.5715 153.0209 1.223e-16 1.048e-16 4.297e-17 41.4404 1902.37
DG3613 52.6163 153.1433 1.913e-25 5.162e-27 2.5330000000000003e-32 45.4962 1898.17
DG3614 53.8587 153.1488 1.8950000000000001e-25 4.2489999999999996e-27 2.2560000000000001e-32 50.3262 1898.27
DG3615 52.6085 152.9735 1.205e-16 9.915e-17 4.291e-17 38.4783 1899.29
DG3616 53.3873 153.1872 8.17e-17 6.718e-17 3.321e-17 95.3665 1898.79
DG3617 54.0307 153.0996 1.183e-16 8.475e-17 4.569e-17 40.374 1899.27
DG3618 53.1848 153.5136 1.698e-25 5.095e-27 2.2670000000000002e-32 47.6159 1901.34
DG3619 53.4468 153.5046 1.148e-16 9.852e-17 4.511e-17 39.2652 1901.59
DG3620 52.7192 153.308 1.114e-16 9.534e-17 4.152e-17 37.245 1899.57
DG3621 52.5904 153.1411 1.838e-25 4.77e-27 2.5680000000000003e-32 56.9588 1899.08
DG3622 54.2851 153.2081 1.164e-16 9.438e-17 4.603e-17 37.8854 1896.97
DG3623 53.9491 153.2161 7.629e-17 6.877e-17 2.874e-17 51.6539 1896.56
DG3624 53.484 153.5554 1.71e-25 4.966e-27 2.386e-32 51.339 1898.13
DG3625 52.429 153.3399 1.767e-16 1.282e-16 6.314e-17 49.4852 1902.14
DG3626 53.5255 153.4667 1.132e-16 9.49e-17 4.424e-17 39.8633 1898.33
DG3627 53.6185 153.0767 1.16e-16 9.979e-17 4.221e-17 48.9702 1896.47
