Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG5272 214.2104 60.0644 7.335e-16 5.405e-16 1.852e-16 213.9401 1267.26
DG5273 214.4737 60.1419 7.434e-26 1.9199999999999998e-27 9.084999999999999e-33 65.3566 1265.84
DG5274 213.8648 60.1737 2.617e-16 2.137e-16 8.697e-17 60.3173 1264.78
DG5275 214.1956 60.3173 7.702000000000001e-26 1.875e-27 1.034e-32 68.2158 1265.05
DG5276 214.1761 60.0362 1.606e-16 1.369e-16 6.013e-17 187.254 1262.07
DG5277 214.3566 60.0511 7.282000000000001e-26 1.883e-27 9.57e-33 80.5591 1261.44
DG5278 214.4995 59.8116 6.83e-26 2.004e-27 9.658999999999999e-33 79.1325 1265.24
DG5279 214.5342 59.9284 3.688e-16 2.696e-16 1.214e-16 66.1627 1265.19
DG5280 213.9918 60.1025 1.94e-16 1.392e-16 6.386e-17 79.1278 1261.69
DG5281 214.0482 59.7767 2.473e-16 2.104e-16 9.023e-17 61.0115 1265.78
DG5282 214.2978 59.8975 1.722e-16 1.437e-16 6.306e-17 124.9992 1264.89
DG5283 213.7751 60.1294 2.506e-16 2.056e-16 8.953e-17 61.7256 1267.37
DG5284 214.3294 60.2114 7.480000000000001e-26 2.016e-27 9.625999999999999e-33 93.9269 1264.46
DG5285 214.3731 60.4831 7.326e-26 1.927e-27 8.67e-33 71.3267 1262.33
DG5286 214.2013 59.6077 7.235e-26 1.937e-27 9.463999999999999e-33 80.1265 1263.54
DG5287 214.0822 60.132 2.338e-16 2.157e-16 9.034e-17 57.0376 1265.72
DG5288 214.4897 59.9699 7.803000000000001e-26 1.909e-27 1.029e-32 80.4501 1266.88
