Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG3287 48.6005 138.4743 2.001e-16 1.659e-16 6.875e-17 164.2645 1195.87
DG3288 48.3882 138.3546 2.773e-16 2.532e-16 9.734e-17 64.0646 1194.0
DG3289 48.7351 138.2691 7.135e-26 1.958e-27 8.24e-33 72.4008 1193.6
DG3290 48.7925 138.6613 2.93e-16 2.232e-16 1.016e-16 61.0521 1195.24
DG3291 48.6103 138.5979 2.955e-16 2.311e-16 9.192e-17 62.7297 1193.17
DG3292 48.8555 138.4543 7.164000000000001e-26 1.887e-27 8.664e-33 64.3168 1195.35
DG3293 48.6472 138.5393 7.131000000000001e-26 1.744e-27 8.028e-33 74.9884 1193.05
DG3294 48.6575 138.5907 3.041e-16 2.36e-16 1.159e-16 76.728 1193.38
DG5198 35.741 158.5666 3.042e-16 2.505e-16 1.14e-16 82.5059 1182.42
DG5199 35.5448 158.6166 2.685e-16 2.36e-16 9.614e-17 51.7205 1181.94
DG5200 35.4543 158.8058 7.354e-26 1.904e-27 9.598999999999999e-33 87.7298 1182.05
DG5201 35.4381 158.5612 3.188e-16 2.587e-16 1.259e-16 67.7682 1182.02
