Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG1607 121.7272 141.9759 7.746e-15 5.676e-15 1.973e-15 514.8898 370.89
DG1608 122.6 141.6391 1.854e-15 1.692e-15 7.077e-16 474.7189 373.16
DG1609 121.9029 142.9335 2.993e-15 2.142e-15 9.698e-16 214.4392 369.63
DG1610 122.2982 142.2996 2.084e-15 1.634e-15 6.717e-16 610.242 371.25
DG1611 122.4022 142.7738 2.114e-15 1.781e-15 7.05e-16 396.3332 368.44
DG1612 121.5228 143.0672 8.526e-26 2.062e-27 1.034e-32 248.5915 368.84
DG1613 122.0469 141.8701 3.386e-15 2.583e-15 1.14e-15 280.2737 368.21
DG1614 120.4471 141.1982 2.89e-15 2.211e-15 1.007e-15 201.461 372.11
DG1615 120.9851 143.1196 1.948e-15 1.638e-15 7.007e-16 263.8146 373.84
DG1616 122.0087 141.3392 1.931e-15 1.627e-15 7.972e-16 274.7581 371.33
DG1617 119.224 142.657 3.105e-15 2.587e-15 1.207e-15 239.5209 371.14
DG1618 124.1082 141.4438 2.713e-15 2.187e-15 9.796e-16 206.8047 369.75
DG1619 121.9083 142.3604 2.71e-15 2.328e-15 1.105e-15 246.4768 373.09
DG1620 123.8266 142.0724 2.67e-15 2.11e-15 9.911e-16 201.4357 369.55
DG1621 122.5631 140.6877 1.941e-15 1.519e-15 6.746e-16 260.8795 372.25
DG1622 121.4644 142.8632 2.823e-15 2.345e-15 1.067e-15 230.1414 370.13
DG1623 119.283 142.4943 4.089e-15 3.187e-15 1.272e-15 256.699 368.61
DG1624 121.1619 143.1336 2.717e-15 2.298e-15 9.797e-16 232.8246 371.83
DG1625 120.2069 140.9205 2.731e-15 2.292e-15 9.644e-16 216.9743 372.77
DG1626 120.5685 142.7395 2.131e-15 1.774e-15 8.133e-16 421.7587 370.02
DG5304 145.3928 133.0639 1.775e-15 1.542e-15 6.349e-16 250.4404 356.71
