Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG2824 195.5729 119.912 1.038e-16 9.285e-17 4.68e-17 41.6517 1837.86
DG2825 195.5263 119.8968 1.272e-16 1.009e-16 5.176e-17 48.5461 1837.59
DG2826 195.5774 119.9832 1.191e-16 1.053e-16 4.746e-17 35.1453 1836.12
DG2827 195.4987 119.8639 1.193e-16 8.994e-17 4.583e-17 39.5475 1837.57
DG3085 201.6907 103.9943 3.656e-16 2.812e-16 1.033e-16 131.4565 1849.1
DG3086 201.7751 104.0316 9.119e-17 7.625e-17 3.392e-17 48.7812 1844.75
DG3087 201.689 103.9354 1.324e-16 9.783e-17 4.084e-17 40.3892 1847.82
DG3088 201.7105 103.9175 1.7270000000000002e-25 4.866e-27 2.245e-32 42.5964 1847.16
DG3089 201.5933 104.0849 1.339e-16 1.096e-16 5.299e-17 48.5036 1845.78
DG3090 201.4588 103.9922 1.26e-16 9.969e-17 4.518e-17 45.1262 1846.72
DG3091 201.4872 104.0845 1.325e-16 1.158e-16 5.208e-17 49.8382 1845.47
DG3092 201.8496 104.0497 1.405e-16 1.171e-16 4.9e-17 45.5412 1848.68
DG3093 201.6223 103.938 1.7350000000000001e-25 4.446e-27 2.425e-32 39.0862 1847.63
DG3094 201.6483 104.112 1.673e-25 4.547e-27 2.365e-32 57.5585 1844.76
DG3095 201.6956 103.8865 1.699e-16 1.416e-16 6.233e-17 44.921 1847.88
