Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG3515 245.8517 40.4797 9.636e-15 7.436e-15 3.321e-15 1156.6091 167.1
DG3516 247.5422 41.2932 1.076e-14 8.497e-15 3.867e-15 647.3261 166.68
DG3517 247.5307 41.2759 1.41e-14 1.379e-14 5.372e-15 609.646 166.08
DG3518 245.8874 40.9233 1.469e-14 1.104e-14 5.101e-15 412.127 167.97
DG3519 243.9105 42.2996 1.558e-14 1.195e-14 4.813e-15 498.279 164.69
DG3520 245.9747 38.2362 1.519e-14 1.306e-14 5.8e-15 541.8616 166.65
DG3521 244.177 39.7482 2.369e-25 6.737e-27 3.024e-32 487.3482 165.99
DG3522 244.5144 41.3423 2.6550000000000003e-25 6.241e-27 3.09e-32 616.1303 165.56
DG3523 246.1919 40.0943 1.349e-14 1.07e-14 4.904e-15 399.2216 165.56
DG4502 237.3411 40.8728 3.274e-14 2.493e-14 8.875e-15 1499.2895 162.81
DG4503 236.4904 42.595 1.405e-14 1.063e-14 4.464e-15 562.6197 162.79
DG4504 241.6694 41.5167 1.307e-14 1.193e-14 4.78e-15 577.2829 160.51
DG4505 235.0445 40.504 1.282e-14 1.043e-14 4.717e-15 433.8913 162.21
DG4506 236.0278 42.9763 9.018e-15 6.576e-15 3.268e-15 826.5253 164.52
DG4507 241.7261 37.986 2.299e-25 6.363e-27 2.906e-32 638.261 162.62
DG4508 234.1488 39.7732 1.055e-14 8.746e-15 3.782e-15 1019.1127 161.58
DG4509 237.009 39.3917 1.417e-14 1.269e-14 5.532e-15 535.2833 161.86
DG4510 238.2463 38.2761 7.768e-15 5.952e-15 2.504e-15 609.6278 162.55
DG4511 232.4329 44.0959 1.247e-14 1.044e-14 4.415e-15 438.0447 163.37
DG4512 237.7006 39.7709 9.315e-15 7.328e-15 3.336e-15 984.1226 164.51
DG4513 242.9518 41.7771 1.188e-14 1.02e-14 4.549e-15 422.3184 164.23
DG4514 235.8128 45.4323 1.323e-14 9.706e-15 4.397e-15 462.5039 161.23
DG4515 233.8911 40.4776 2.111e-14 1.489e-14 5.845e-15 577.4287 160.56
DG4516 231.6815 41.5102 1.264e-14 9.275e-15 4.719e-15 487.3994 164.1
DG4517 236.079 36.5061 2.1830000000000002e-25 5.777e-27 2.618e-32 570.2856 161.82
DG4518 233.6805 40.449 2.471e-25 7.084e-27 3.183e-32 594.6896 162.21
DG4519 233.7903 39.3413 9.076e-15 7.576e-15 3.131e-15 918.9758 160.36
DG4520 241.0377 36.5468 9.765e-15 7.285e-15 3.266e-15 571.537 159.96
DG4521 241.6134 39.7609 1.344e-14 1.083e-14 4.977e-15 505.7691 163.55
DG4522 238.6234 39.8302 7.204e-15 6.292e-15 2.72e-15 607.7731 161.81
DG4523 242.9507 39.1022 1.429e-14 1.129e-14 4.402e-15 552.196 162.69
