Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG0484 249.7746 140.4655 6.292e-16 4.172e-16 1.578e-16 186.9681 1309.8
DG0485 249.3109 140.2934 3.141e-16 2.531e-16 1.076e-16 55.8213 1311.97
DG0486 250.2044 140.4402 8.374000000000001e-26 2.175e-27 1.1280000000000001e-32 73.275 1309.96
DG0487 249.9702 140.4715 2.215e-16 1.871e-16 8.303e-17 50.3537 1309.18
DG0488 249.911 140.6801 2.277e-16 1.69e-16 7.51e-17 62.7078 1310.6
DG0489 249.3398 140.8314 1.98e-16 1.703e-16 7.499e-17 56.9813 1311.18
DG0490 250.0435 140.3909 1.608e-16 1.458e-16 6.419e-17 103.6767 1310.64
DG0491 249.6199 140.6498 2.306e-16 1.699e-16 7.446e-17 57.764 1310.17
DG0492 249.8713 140.1179 2.452e-16 1.982e-16 9.087e-17 65.8701 1310.05
DG0493 249.3209 140.6268 2.264e-16 2.036e-16 8.613e-17 66.9662 1312.14
DG0494 249.7859 140.1859 2.133e-16 1.739e-16 8.245e-17 57.6058 1311.61
DG0495 249.0143 140.2889 8.233000000000001e-26 1.912e-27 1.077e-32 67.8742 1309.93
DG0496 249.4215 140.5617 3.285e-16 2.457e-16 1.056e-16 58.3674 1315.38
DG0497 249.5604 141.0406 2.035e-16 1.846e-16 8.677e-17 58.7305 1313.71
DG0498 249.6681 139.9953 3.081e-16 2.658e-16 9.9e-17 58.6018 1312.61
DG0499 249.9206 140.1868 1.606e-16 1.303e-16 5.702e-17 90.3303 1311.69
DG0500 250.1079 140.4728 2.268e-16 2.003e-16 8.888e-17 70.4887 1309.79
DG0501 249.9615 140.8627 1.964e-16 1.719e-16 8.092e-17 59.9279 1313.69
DG0502 250.3396 140.1774 2.153e-16 1.658e-16 7.899e-17 49.5303 1310.08
DG0503 249.1337 140.2532 2.2e-16 1.731e-16 8.118e-17 52.4737 1313.58
DG0504 249.4635 140.0023 8.599e-26 2.1089999999999998e-27 1.092e-32 67.4309 1314.68
