Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG1749 141.4256 11.6616 5.592e-15 4.326e-15 1.397e-15 488.3825 428.89
DG1750 144.7017 10.6335 2.091e-15 1.977e-15 8.571e-16 199.2427 429.06
DG1751 140.136 12.7169 1.527e-15 1.093e-15 5.084e-16 295.0057 428.32
DG1752 142.0117 11.2513 2.098e-15 1.921e-15 8.688e-16 232.6544 429.11
DG1753 137.4135 11.8515 6.953e-26 1.707e-27 8.761e-33 246.1979 428.39
DG1754 141.5271 11.5552 1.337e-15 1.168e-15 4.574e-16 463.7426 430.14
DG1755 148.3565 11.0068 3.002e-15 2.442e-15 8.979e-16 173.1124 431.09
DG1756 146.2287 11.3044 3.063e-15 2.387e-15 9.553e-16 213.3123 426.15
DG1757 141.6699 10.1628 1.499e-15 1.183e-15 5.147e-16 214.2202 431.24
DG1758 142.8636 10.4698 2.035e-15 1.492e-15 7.002e-16 190.6755 427.98
DG1759 140.9433 12.2115 1.836e-15 1.389e-15 6.395e-16 346.8462 431.01
DG1760 146.7176 12.8055 2.204e-15 1.996e-15 8.061e-16 213.0192 429.65
DG1761 142.5825 11.3805 1.38e-15 1.011e-15 5.028e-16 352.2063 428.79
DG1762 144.3008 12.4577 2.172e-15 1.809e-15 8.263e-16 230.6084 427.99
DG1763 148.8322 11.8939 1.939e-15 1.604e-15 6.369e-16 167.2205 429.1
DG1764 137.8362 11.0307 6.873e-26 1.855e-27 8.612e-33 221.2742 427.44
DG1765 135.1417 11.2336 2.082e-15 1.895e-15 8.245e-16 227.6086 429.06
DG1766 136.5411 10.2438 2.19e-15 1.469e-15 7.074e-16 193.8542 430.36
DG1767 144.3192 10.6417 2.337e-15 1.889e-15 8.482e-16 222.2584 426.91
DG1768 145.4789 9.9627 1.557e-15 1.071e-15 5.055e-16 256.2004 430.6
DG1769 145.9505 10.6389 1.98e-15 1.681e-15 7.396e-16 181.5199 429.84
DG1770 140.7459 11.903 1.347e-15 1.05e-15 4.843e-16 227.2278 427.44
