Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG5094 238.3194 42.3437 4.571e-16 3.649e-16 1.262e-16 154.1432 1571.11
DG5095 238.4395 42.2619 1.651e-16 1.486e-16 7.054e-17 46.44 1572.51
DG5096 238.3281 42.4592 1.615e-16 1.27e-16 5.843e-17 47.7265 1570.57
DG5097 237.7971 42.216 1.636e-16 1.311e-16 6.303e-17 48.3665 1567.34
DG5098 238.2127 42.5084 1.231e-25 3.06e-27 1.39e-32 51.779 1569.37
DG5099 238.382 42.5092 1.192e-16 9.278e-17 4.038e-17 79.4695 1570.92
DG5100 238.3749 42.1645 1.357e-16 1.058e-16 5.148e-17 90.571 1572.15
DG5101 238.0466 42.3986 1.1e-16 9.351e-17 4.605e-17 80.9751 1571.81
DG5102 238.456 42.5165 1.211e-16 8.966e-17 3.912e-17 78.3952 1572.06
DG5103 238.4112 42.3467 1.683e-16 1.337e-16 6.192e-17 48.0322 1570.8
DG5104 238.1016 42.3179 1.656e-16 1.42e-16 6.164e-17 53.9667 1571.75
DG5105 238.4899 42.3135 1.097e-16 9.895e-17 3.995e-17 61.7769 1567.56
DG5106 238.5823 42.4923 1.136e-25 3.376e-27 1.4860000000000002e-32 61.5128 1571.82
DG5107 238.7913 42.2786 1.429e-16 1.212e-16 6.399e-17 45.0665 1570.37
DG5108 238.8192 42.1805 1.807e-16 1.417e-16 7.136e-17 50.4861 1571.01
DG5109 238.4038 42.7224 1.409e-16 1.321e-16 6.061e-17 51.3331 1567.73
