Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG3573 356.9 33.0258 1.301e-14 1.028e-14 3.524e-15 796.5 263.58
DG3574 356.3921 32.2725 3.84e-15 3.161e-15 1.282e-15 461.7129 260.98
DG3576 356.9938 33.3649 4.071e-15 3.76e-15 1.679e-15 594.29 261.67
DG3577 356.6672 32.9513 3.583e-15 3.092e-15 1.267e-15 647.803 260.61
DG3578 358.1774 30.8828 5.135e-15 4.297e-15 1.908e-15 252.7003 263.97
DG3579 358.0178 34.6072 4.175e-15 3.189e-15 1.436e-15 377.4559 263.43
DG3580 355.8358 34.0776 5.534e-15 4.877e-15 1.885e-15 301.0679 260.54
DG3581 353.4967 33.5235 3.241e-15 2.446e-15 1.213e-15 347.6602 263.82
DG3582 353.5689 33.5506 1.13e-25 3.251e-27 1.403e-32 436.9468 264.52
DG3584 357.5936 33.4822 8.161e-15 5.535e-15 2.286e-15 311.4017 264.61
DG3587 355.3815 32.4287 5.503e-15 4.662e-15 1.91e-15 317.6834 262.75
DG3588 359.6372 32.3407 8.376e-15 5.994e-15 2.551e-15 271.2525 259.61
DG3589 357.672 31.906 5.099e-15 4.171e-15 1.709e-15 299.9326 263.68
DG3590 358.4885 34.0522 5.283e-15 3.943e-15 1.711e-15 318.026 264.07
DG3591 354.0677 33.5257 3.687e-15 2.838e-15 1.22e-15 471.6979 259.42
DG3592 353.6506 32.9123 5.234e-15 4.436e-15 2.001e-15 287.3829 261.47
DG3593 356.0847 34.1975 3.529e-15 2.878e-15 1.264e-15 540.5844 262.81
