Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG1411 292.1003 62.5695 8.634e-16 7.039e-16 3.333e-16 105.3066 682.02
DG1412 292.1558 62.5897 5.512e-26 1.51e-27 7.339999999999999e-33 148.4117 682.63
DG1413 292.232 62.6293 8.73e-16 7.346e-16 2.913e-16 116.8602 682.93
DG3191 287.1185 67.0742 1.844e-15 1.388e-15 4.02e-16 371.4168 693.02
DG3192 287.3569 67.4266 6.438e-16 6.698e-16 2.57e-16 109.9891 693.31
DG3193 287.0138 67.4252 5.272000000000001e-26 1.455e-27 6.006e-33 130.9486 696.36
DG3194 287.1448 67.5022 9.387e-16 7.661e-16 2.68e-16 99.4562 694.96
DG3195 286.8427 67.6779 6.546e-16 5.159e-16 2.199e-16 104.6614 695.36
DG3196 287.4963 66.8925 4.413e-16 3.683e-16 1.653e-16 119.795 693.92
DG3197 287.1435 67.4495 4.8260000000000006e-26 1.383e-27 6.248e-33 118.083 694.14
DG3198 287.5908 67.1918 6.493e-16 4.939e-16 2.324e-16 96.5599 694.13
DG3199 287.6826 66.7742 7.326e-16 5.419e-16 2.676e-16 116.3676 695.87
DG3200 287.386 66.8551 5.923000000000001e-26 1.408e-27 6.661999999999999e-33 113.3137 694.82
DG3201 287.064 67.0593 5.422e-26 1.328e-27 6.657e-33 117.1044 692.67
DG3202 287.3947 66.9941 5.964e-16 5.129e-16 2.329e-16 104.8434 694.9
DG3203 286.7337 66.7686 5.774e-16 5.252e-16 2.153e-16 91.1294 697.32
DG3204 287.2669 67.045 5.299000000000001e-26 1.443e-27 6.351999999999999e-33 127.2505 693.24
DG3205 287.1551 67.0005 6.039e-16 5.405e-16 2.25e-16 96.4381 694.82
DG5056 288.1456 77.8047 5.292e-16 4.108e-16 1.699e-16 134.7512 687.22
