Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG2991 97.1035 82.9914 2.345e-16 1.96e-16 9.084e-17 52.3067 1302.71
DG2992 97.1141 82.9864 3.331e-16 2.734e-16 1.202e-16 51.7522 1303.47
DG3361 67.4429 76.8049 1.611e-16 1.158e-16 5.675e-17 73.7887 1330.04
DG3362 67.4789 76.936 8.118e-26 2.209e-27 1.073e-32 73.8432 1329.76
DG3363 67.3186 76.749 2.021e-16 1.751e-16 7.745e-17 52.8574 1329.08
DG3364 67.3282 76.8987 2.366e-16 1.996e-16 9e-17 54.3808 1329.8
DG3365 67.4843 76.7637 2.054e-16 1.606e-16 7.444e-17 52.6156 1329.38
DG4865 53.989 112.3009 1.437e-16 1.373e-16 5.892e-17 92.4746 1324.85
DG4866 53.9863 112.2853 2.179e-16 1.84e-16 6.75e-17 64.3371 1325.82
DG4867 53.8901 112.314 8.971e-26 2.307e-27 1.074e-32 84.1001 1324.07
DG4868 53.845 112.3884 7.893000000000001e-26 2.157e-27 1.119e-32 57.4965 1323.71
DG4869 54.0607 112.1884 2.314e-16 1.65e-16 7.84e-17 58.8989 1325.86
