Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG5230 59.3005 108.0647 1.602e-14 1.162e-14 3.913e-15 1101.9856 259.82
DG5231 58.8196 108.2954 6.499e-15 5.664e-15 2.314e-15 402.2914 255.65
DG5232 58.3487 109.0186 6.618e-15 5.399e-15 2.117e-15 329.022 256.58
DG5233 59.2234 107.8726 7.138e-15 5.86e-15 2.54e-15 322.3584 257.34
DG5234 60.0272 106.6491 1.478e-25 3.615e-27 1.788e-32 456.784 257.86
DG5235 58.9198 106.6235 7.324e-15 5.604e-15 2.437e-15 340.2205 261.19
DG5236 58.9213 106.4566 6.838e-15 6.021e-15 2.33e-15 352.5855 260.47
DG5237 59.0149 108.6454 5.929e-15 5.164e-15 1.933e-15 305.093 258.87
DG5238 59.7884 109.003 1.307e-25 3.305e-27 1.655e-32 376.4519 257.65
DG5239 58.2106 108.8991 6.207e-15 5.248e-15 2.31e-15 361.7718 258.11
DG5240 58.2884 109.1159 6.358e-15 4.931e-15 2.099e-15 391.4029 260.23
DG5241 58.7839 108.1611 4.815e-15 4.007e-15 1.625e-15 375.03 258.7
