Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG0061 32.1847 57.8246 2.189e-15 1.892e-15 6.476e-16 402.823 627.78
DG0062 32.7546 57.2857 5.956e-16 4.983e-16 2.036e-16 200.669 622.84
DG0063 31.9577 57.6966 1.318e-15 9.508e-16 3.915e-16 129.2183 623.0
DG0064 32.9121 57.4032 5.740000000000001e-26 1.517e-27 7.026e-33 134.7237 629.28
DG0065 32.0651 57.5041 5.845e-16 4.59e-16 2.104e-16 153.2358 627.24
DG0066 32.4677 57.0704 5.512e-26 1.427e-27 6.412e-33 136.5245 624.82
DG0067 32.398 56.7478 9.066e-16 7.801e-16 3.528e-16 144.5219 626.09
DG0068 30.6975 57.6651 6.14e-16 5.609e-16 2.459e-16 130.8994 628.53
DG0069 32.803 58.5271 5.232e-16 4.683e-16 1.844e-16 138.3971 624.55
DG0070 32.0305 58.159 5.426e-26 1.3809999999999999e-27 6.666e-33 123.903 625.67
DG0071 32.5101 57.6977 6.975e-16 4.741e-16 2.198e-16 145.1302 622.94
DG0072 32.2019 58.0926 6.478e-16 5.576e-16 2.437e-16 238.2619 624.3
DG0073 31.4061 57.3261 9.144e-16 7.603e-16 3.389e-16 148.0457 626.61
DG0074 32.3249 58.4204 5.842e-16 5.143e-16 2.241e-16 191.6541 624.69
DG0075 33.1911 58.1454 9.472e-16 7.35e-16 3.529e-16 128.9249 629.45
DG0076 33.2713 58.6488 8.531e-16 6.793e-16 3.063e-16 97.5227 628.22
DG0077 32.6492 57.9009 5.606000000000001e-26 1.427e-27 6.855e-33 142.8432 621.94
DG0078 32.4195 57.8974 7.02e-16 5.412e-16 2.618e-16 214.8693 629.52
DG0079 31.6991 58.2823 5.267000000000001e-26 1.35e-27 7.104999999999999e-33 152.1716 624.99
DG0080 31.1324 57.6507 8.565e-16 6.725e-16 3.001e-16 125.9395 627.34
DG0081 33.2932 57.0367 7.869e-16 6.364e-16 3.06e-16 119.4585 625.85
DG0082 32.0067 58.0229 5.856e-16 4.985e-16 2.333e-16 303.6716 629.21
