Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG3847 103.1196 116.0979 3.729e-16 2.96e-16 9.918e-17 142.0236 1810.76
DG3848 102.4067 116.2069 1.182e-16 9.971e-17 4.878e-17 40.3741 1809.62
DG3849 102.6755 115.7247 1.42e-16 1.177e-16 5.434e-17 50.9754 1816.97
DG3850 103.2296 115.9517 1.7400000000000001e-25 4.381e-27 2.1350000000000002e-32 48.8908 1811.14
DG3851 102.7376 116.2865 1.098e-16 9.45e-17 4.717e-17 36.9045 1817.06
DG3852 103.5169 115.9398 1.188e-16 1.009e-16 4.338e-17 37.4552 1814.09
DG3853 103.1111 116.5092 1.781e-25 4.677e-27 2.46e-32 55.7147 1814.11
DG3854 103.523 116.011 1.274e-16 9.834e-17 4.956e-17 41.4465 1810.36
DG3855 102.5829 116.2439 1.218e-16 9.674e-17 4.781e-17 41.6814 1815.69
DG3856 103.103 116.4779 7.962e-17 6.975e-17 3.648e-17 64.5902 1809.52
DG3857 103.1784 115.7157 1.337e-16 1.126e-16 5.199e-17 46.1479 1811.13
DG3858 103.3326 116.244 1.29e-16 1.04e-16 4.677e-17 39.0159 1808.49
DG3859 103.525 116.1531 8.659e-17 7.247e-17 3.246e-17 50.0557 1813.71
DG3860 103.4615 116.4848 1.283e-16 9.865e-17 4.536e-17 37.4357 1816.77
DG3861 103.3845 116.1596 9.317e-17 7.047e-17 4.036e-17 69.8722 1819.09
DG3862 103.0367 115.9133 1.225e-16 1.011e-16 4.435e-17 42.6574 1819.54
DG3863 103.401 116.1431 1.289e-16 1.077e-16 5.215e-17 49.2778 1818.6
DG3864 103.3371 115.6563 1.232e-16 1.05e-16 4.627e-17 41.4413 1813.17
DG3865 102.5573 116.217 1.306e-16 9.956e-17 4.642e-17 42.0009 1816.76
DG3866 103.2317 115.7086 8.091e-17 7.187e-17 2.991e-17 53.2555 1815.34
DG3867 102.7898 116.0549 1.01e-16 8.18e-17 3.692e-17 71.3997 1815.15
DG3868 102.8492 115.9533 9.387e-17 8.163e-17 3.487e-17 75.3875 1817.01
DG3869 102.9467 116.367 1.342e-16 1.104e-16 5.356e-17 42.785 1813.5
DG3870 103.2005 116.1207 9.392e-17 8.067e-17 3.502e-17 44.551 1815.35
DG3871 102.4719 116.0953 1.278e-16 1.011e-16 5.071e-17 46.5253 1812.53
DG3872 103.6235 116.3582 1.339e-16 1.176e-16 4.898e-17 52.2052 1819.1
DG3873 103.2489 116.0987 9.548e-17 7.358e-17 3.414e-17 114.5613 1816.7
DG3874 102.6883 116.2187 1.8190000000000001e-25 4.337e-27 2.371e-32 50.2322 1818.19
DG3875 103.4817 115.7309 1.229e-16 1.03e-16 4.259e-17 45.6854 1815.49
DG3876 102.8552 115.6332 1.198e-16 1.031e-16 4.941e-17 41.4993 1810.01
DG3877 103.205 115.6657 1.36e-16 1.119e-16 5.494e-17 45.9281 1812.83
DG3878 102.6717 116.1716 1.671e-25 4.513e-27 2.179e-32 54.0279 1813.71
DG3879 103.47 116.3297 1.7410000000000001e-25 5.1149999999999996e-27 2.264e-32 60.7489 1814.53
DG3880 103.652 116.1149 1.684e-25 4.631e-27 2.2e-32 59.2197 1811.88
