Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG0857 329.2358 33.3089 8.062e-15 6.278e-15 2.888e-15 567.6387 158.14
DG1710 330.528 53.4501 3.421e-14 2.687e-14 7.688e-15 877.081 146.0
DG1711 327.2238 50.4993 1.267e-14 9.378e-15 4.021e-15 455.3988 146.63
DG1712 333.0018 55.9924 2.292e-25 6.069e-27 2.613e-32 547.7968 150.57
DG1713 329.8217 54.4454 8.496e-15 6.161e-15 2.896e-15 973.0945 142.23
DG1714 329.1706 49.8386 2.524e-25 6.191e-27 2.871e-32 598.6233 150.44
DG1715 333.6546 52.5124 1.637e-14 1.314e-14 5.249e-15 449.5196 151.3
DG1716 331.6 56.877 2.094e-25 5.424e-27 2.348e-32 516.3293 145.06
DG1717 334.9097 57.6175 9.989e-15 7.135e-15 3.525e-15 583.9804 149.71
DG1718 333.4216 53.7662 2.131e-25 5.618e-27 2.518e-32 529.522 149.44
DG1719 326.544 52.3002 1.578e-14 1.197e-14 5.386e-15 479.0149 149.57
DG1720 330.6185 50.547 1.394e-14 9.855e-15 4.892e-15 585.5671 151.0
DG1721 329.9666 52.7489 1.677e-14 1.274e-14 5.843e-15 601.8274 146.92
DG1722 327.8835 57.2843 1.181e-14 9.629e-15 3.948e-15 515.6265 145.41
DG1723 333.653 51.1411 1.801e-14 1.311e-14 5.003e-15 474.0882 149.13
DG1724 333.7001 55.9775 1.184e-14 9.676e-15 4.351e-15 462.9628 142.38
DG1725 333.6419 50.6413 7.668e-15 6.685e-15 2.611e-15 643.4948 144.75
DG1726 325.3528 52.3945 7.979e-15 6.75e-15 2.638e-15 566.9154 150.79
DG1727 331.1697 51.6135 2.037e-25 4.977e-27 2.5410000000000003e-32 503.0528 150.99
DG1728 329.7109 55.3537 1.305e-14 1.023e-14 4.604e-15 496.4389 143.02
DG1729 332.3609 52.5509 2.354e-25 6.409e-27 3.161e-32 609.558 142.16
DG1730 333.1451 50.6251 1.729e-14 1.294e-14 5.093e-15 491.7411 149.2
DG1731 328.7532 55.8416 1.26e-14 9.794e-15 3.631e-15 436.4196 145.47
DG1732 333.774 56.0216 1.069e-14 8.135e-15 3.569e-15 415.7289 144.65
DG1733 333.6171 57.9 1.091e-14 1.015e-14 4.053e-15 476.1963 145.73
DG1734 326.2852 50.0966 1.268e-14 9.08e-15 4.725e-15 519.5352 151.55
DG1735 325.3457 52.3411 2.466e-25 6.174e-27 3.053e-32 556.0084 150.34
DG4374 316.8077 35.2513 1.024e-14 7.764e-15 3.503e-15 349.9821 163.71
DG4375 317.1813 35.7846 6.64e-15 4.969e-15 2.262e-15 650.553 163.61
DG4376 317.6337 35.8852 8.643e-15 6.837e-15 3.078e-15 376.5185 163.3
