Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG0155 140.1378 64.5148 1.121e-15 8.524e-16 2.848e-16 205.6899 1003.47
DG0156 139.6784 64.5228 3.838e-16 3.095e-16 1.285e-16 67.9865 1002.75
DG0157 140.3023 64.5817 5.365e-16 4.235e-16 1.663e-16 88.5415 1002.36
DG0158 140.019 65.0543 6.199e-26 1.543e-27 7.109e-33 77.8714 1002.96
DG0159 140.28 64.8543 3.665e-16 2.985e-16 1.227e-16 69.6941 1001.06
DG0160 140.415 64.6145 5.979000000000001e-26 1.693e-27 7.863e-33 99.7186 998.82
DG0161 140.0887 64.1838 6.815e-26 1.615e-27 7.52e-33 87.0928 998.69
DG0162 140.4333 64.8333 3.811e-16 2.955e-16 1.41e-16 73.6533 999.19
DG0163 140.4235 64.262 4.035e-16 3.523e-16 1.579e-16 94.9491 1002.5
DG0164 139.9477 64.2227 3.581e-16 2.953e-16 1.423e-16 80.4321 998.24
DG0165 140.0627 64.8649 4.217e-16 3.254e-16 1.377e-16 90.7068 1002.29
DG0166 140.4712 64.4951 4.084e-16 2.912e-16 1.331e-16 78.44 999.29
DG0167 140.4727 64.2089 4.159e-16 3.39e-16 1.634e-16 78.8818 1001.7
DG0168 139.7437 64.3733 3.735e-16 3.369e-16 1.452e-16 85.248 1002.87
