Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG0963 19.6634 66.4604 1.661e-15 1.244e-15 5.779e-16 171.0002 459.0
DG0964 19.7286 66.1597 1.43e-15 1.169e-15 5.669e-16 189.7242 458.82
DG0965 19.5105 66.2083 1.364e-15 1.102e-15 4.439e-16 152.9712 459.07
DG1596 39.697 62.8618 1.102e-15 9.173e-16 4.061e-16 206.8949 457.8
DG2077 17.6864 68.041 1.441e-15 1.099e-15 5.215e-16 169.918 481.29
DG2078 17.313 68.0376 1.282e-15 1.075e-15 4.408e-16 153.8801 482.83
DG2079 17.5945 68.1037 6.305e-26 1.58e-27 7.215e-33 202.789 481.99
DG2080 17.6535 68.4275 1.2e-15 1.015e-15 3.937e-16 139.2077 481.47
DG3456 28.0798 65.5968 1.009e-15 8.626e-16 3.575e-16 269.6833 464.1
DG3457 28.1767 65.2198 1.431e-15 1.146e-15 5.237e-16 146.8103 464.34
DG3458 28.3973 65.4311 1.776e-15 1.458e-15 6.127e-16 191.6087 464.24
DG3459 28.3765 65.2347 6.462000000000001e-26 1.641e-27 7.474e-33 187.8764 463.22
DG3460 28.1847 65.6655 1.521e-15 1.26e-15 5.841e-16 207.8897 463.78
DG3461 28.407 65.4065 1.346e-15 1.119e-15 4.594e-16 149.8048 463.12
