Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG3804 197.0315 53.7929 2.794e-16 2.448e-16 7.618e-17 127.3851 2133.85
DG3805 196.8149 53.752 1.05e-16 9.053e-17 4.164e-17 42.9678 2131.17
DG3806 197.1044 53.5927 9.441e-17 7.823e-17 3.707e-17 34.9858 2133.22
DG3807 197.0772 53.7353 7.515e-17 5.851e-17 2.803e-17 96.1115 2132.15
DG3808 197.0723 53.7249 2.8340000000000002e-25 7.726e-27 4.107e-32 39.7096 2133.75
DG3809 196.8254 53.695 9.218e-17 7.163e-17 3.534e-17 37.0281 2133.48
DG3810 197.0594 53.7471 1.015e-16 8.426e-17 4.092e-17 46.299 2135.49
DG3811 196.9797 53.676 9.155e-17 7.965e-17 3.437e-17 33.4121 2134.12
DG3812 196.8272 53.6425 1.048e-16 8.912e-17 4.266e-17 40.8221 2136.52
DG3813 197.2697 53.882 1.06e-16 8.862e-17 4.002e-17 32.7393 2133.4
DG3814 197.1578 53.681 9.75e-17 9.071e-17 4.127e-17 38.5079 2135.33
DG3815 197.2922 53.8228 6.56e-17 5.46e-17 2.734e-17 41.0772 2134.95
DG3816 197.11 53.8762 1.379e-16 1.073e-16 4.918e-17 41.2716 2137.04
DG3817 196.9603 53.683 2.689e-25 7.381e-27 3.857e-32 37.1309 2134.62
DG3818 197.0965 53.7272 6.534e-17 5.507e-17 2.711e-17 70.6352 2136.49
DG3819 196.992 54.0289 2.736e-25 7.953e-27 3.709e-32 48.6097 2131.9
