Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG1515 299.226 79.8691 2.35e-15 1.714e-15 5.965e-16 306.1099 652.45
DG1516 298.9732 79.4589 9.068e-16 7.289e-16 3.366e-16 136.9486 652.69
DG1517 299.2612 80.3318 5.266e-26 1.328e-27 6.59e-33 124.9112 653.81
DG1518 299.4393 79.8658 8.462e-16 6.675e-16 2.877e-16 99.9882 652.01
DG1519 299.4178 80.2552 8.347e-16 6.966e-16 3.23e-16 126.1023 650.79
DG1520 299.6115 79.5506 8.057e-16 6.578e-16 2.864e-16 122.2729 651.11
DG1521 298.9188 79.9943 7.793e-16 6.227e-16 2.99e-16 100.5468 653.67
DG1522 299.6419 79.7567 8.619e-16 6.84e-16 2.954e-16 120.9504 652.54
DG1523 298.975 79.6303 7.562e-16 6.69e-16 2.915e-16 121.684 652.95
DG1524 299.4116 79.532 7.555e-16 6.373e-16 2.824e-16 113.9014 650.39
