Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG4469 248.726 118.8719 6.09e-16 4.591e-16 1.619e-16 95.5805 1351.78
DG4470 248.9564 118.8524 1.973e-16 1.812e-16 7.077e-17 50.6223 1349.65
DG4471 248.6931 118.7705 9.245e-26 2.299e-27 1.109e-32 66.9939 1352.21
DG4472 248.5074 118.6506 2.201e-16 1.883e-16 7.978e-17 53.1176 1350.27
DG4473 248.8615 118.8733 1.499e-16 1.219e-16 5.507e-17 122.2597 1352.19
DG4474 248.827 118.9714 2.349e-16 1.75e-16 7.491e-17 55.8572 1353.38
DG4475 248.8101 118.9385 1.548e-16 1.308e-16 5.598e-17 97.1309 1350.69
DG4476 248.6219 119.0661 2.357e-16 1.8e-16 8.429e-17 46.7545 1350.42
DG4477 249.0213 118.7818 1.897e-16 1.696e-16 8.892e-17 55.6471 1353.4
DG4478 248.6572 119.1266 2.073e-16 1.819e-16 8.265e-17 61.2701 1350.72
DG4479 248.6893 119.004 2.14e-16 1.663e-16 8.617e-17 53.7382 1351.93
