Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG0358 284.4492 103.805 5.446e-16 3.939e-16 1.358e-16 128.0268 1432.71
DG0359 284.5572 103.9501 1.783e-16 1.344e-16 6.397e-17 49.2718 1431.15
DG0360 284.5521 104.0154 1.001e-25 2.702e-27 1.408e-32 59.1019 1433.38
DG0361 284.3733 103.6545 1.816e-16 1.457e-16 7.13e-17 49.7294 1434.35
DG0362 284.6101 103.6683 2.684e-16 2.17e-16 8.374e-17 56.9415 1431.28
DG0363 284.6035 103.8915 1.338e-16 1.029e-16 4.792e-17 55.9604 1429.13
DG0364 284.5748 103.7545 1.661e-16 1.552e-16 6.829e-17 46.0062 1431.92
DG0365 284.3951 103.9292 1.581e-16 1.466e-16 6.189e-17 49.9776 1431.1
DG0366 284.613 103.6099 1.059e-25 2.801e-27 1.382e-32 62.9614 1430.76
DG0367 284.5934 103.8433 2.063e-16 1.678e-16 6.925e-17 53.863 1434.43
DG0368 284.3073 103.8459 1.996e-16 1.577e-16 7.538e-17 51.0236 1432.21
DG0369 284.2288 103.9511 1.913e-16 1.456e-16 6.742e-17 48.3908 1433.9
