Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG3778 217.3426 22.7379 1.225e-15 8.802e-16 3.009e-16 345.2268 938.0
DG3779 215.6053 23.0635 4.236e-16 3.384e-16 1.577e-16 84.1336 939.42
DG3780 216.5886 22.896 4.317e-16 3.394e-16 1.733e-16 83.4392 938.06
DG3781 216.7619 23.3722 2.778e-16 2.306e-16 1.034e-16 103.9178 937.24
DG3782 217.4827 22.3727 3.408e-16 2.84e-16 1.297e-16 168.1686 937.85
DG3783 218.286 22.739 2.946e-16 2.303e-16 1.124e-16 175.8936 939.55
DG3784 219.3802 22.4399 2.982e-16 2.339e-16 1.19e-16 94.8151 937.81
DG3785 216.3379 22.3143 4.646e-16 3.453e-16 1.496e-16 85.0908 935.19
DG3786 218.44 22.6157 5.593e-26 1.461e-27 7.671999999999999e-33 94.643 939.44
DG3787 216.0518 22.4456 3.077e-16 2.562e-16 1.144e-16 128.1229 939.13
DG3788 217.4972 22.9895 4.581e-16 3.842e-16 1.784e-16 81.2016 936.14
DG3789 219.1781 22.2713 5.722000000000001e-26 1.5149999999999999e-27 7.004e-33 84.8792 939.98
DG3790 216.4045 23.4213 4.28e-16 3.512e-16 1.484e-16 78.5042 939.11
DG3791 217.0083 22.0288 4.374e-16 3.691e-16 1.918e-16 98.098 935.66
DG3792 215.9044 22.2956 2.64e-16 2.363e-16 1.014e-16 105.5603 933.87
DG3793 215.8755 23.027 4.247e-16 3.533e-16 1.53e-16 89.1637 939.08
DG3794 217.1351 22.1698 4.105e-16 3.028e-16 1.381e-16 90.3184 938.84
DG3795 218.4795 22.7006 4.275e-16 3.173e-16 1.582e-16 78.6593 935.0
DG3796 215.8965 22.4193 2.826e-16 2.347e-16 9.873e-17 102.3472 937.02
DG3797 217.1241 22.7285 3.245e-16 2.391e-16 9.993e-17 173.0125 935.56
DG3798 215.982 22.0392 3.199e-16 2.531e-16 1.048e-16 83.1942 939.26
DG3799 217.1755 23.1606 3.613e-16 2.934e-16 1.315e-16 164.4524 938.82
DG3800 216.2494 22.4342 4.316e-16 3.814e-16 1.376e-16 77.8745 939.68
DG3801 217.6345 22.7342 3.81e-16 3.264e-16 1.61e-16 82.332 939.73
DG3802 217.4518 22.337 3.695e-16 3.633e-16 1.41e-16 75.6915 938.72
DG3803 217.35 23.5114 5.740000000000001e-26 1.425e-27 6.814e-33 87.0246 939.4
