Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG5312 283.7947 109.1333 3.456e-15 2.717e-15 8.683e-16 352.4777 529.76
DG5313 283.2138 109.0607 1.339e-15 1.056e-15 4.371e-16 141.2918 527.65
DG5314 283.5285 109.137 1.527e-15 1.129e-15 4.959e-16 161.8492 527.55
DG5315 284.1794 108.9091 1.272e-15 1.153e-15 4.526e-16 148.4594 530.14
DG5316 283.6067 109.7146 1.358e-15 1.019e-15 4.555e-16 155.0663 532.08
DG5317 283.9325 109.9001 1.427e-15 1.182e-15 5.275e-16 122.4255 528.91
DG5318 283.8215 108.5509 1.424e-15 1.214e-15 5.724e-16 184.2864 527.64
DG5319 284.6389 109.3654 1.025e-15 8.456e-16 3.279e-16 194.5419 527.51
DG5320 284.279 108.9428 1.715e-15 1.507e-15 6.311e-16 147.7234 531.09
DG5321 284.2195 108.8557 6.017e-26 1.556e-27 7.704e-33 187.2191 529.5
DG5322 284.0992 109.2297 1.36e-15 1.242e-15 5.458e-16 170.18 531.75
DG5323 284.2182 108.5468 1.292e-15 1.002e-15 4.391e-16 152.5739 529.39
DG5324 284.3572 109.6623 1.382e-15 1.108e-15 5.069e-16 147.2671 530.39
