Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG0193 148.6526 62.9973 2.514e-14 1.982e-14 6.676e-15 1102.6198 163.82
DG0194 153.4913 62.4762 9.402e-15 8.174e-15 3.482e-15 425.548 165.8
DG0195 146.7104 60.6022 1.08e-14 8.641e-15 3.994e-15 427.1348 169.28
DG0196 149.6013 61.1287 8.195e-15 6.369e-15 2.698e-15 921.296 170.0
DG0197 145.6899 66.693 1.005e-14 8.865e-15 3.962e-15 447.4152 165.75
DG0198 147.0905 67.2791 1.7230000000000002e-25 4.775e-27 2.229e-32 447.027 169.04
DG0199 147.1205 61.3291 6.465e-15 5.282e-15 2.369e-15 696.1805 163.5
DG0200 151.044 59.9581 1.11e-14 8.285e-15 3.675e-15 461.6391 170.75
DG0201 148.6438 63.4971 2.093e-25 5.492e-27 2.59e-32 506.1599 163.96
DG0202 153.5119 65.3684 7.556e-15 6.052e-15 2.698e-15 490.6812 170.61
DG0203 147.7011 65.2213 8.534e-15 6.792e-15 2.762e-15 396.7947 170.7
DG0204 146.1145 65.0868 1.032e-14 8.422e-15 3.946e-15 490.7444 164.08
DG0205 154.2999 61.7634 7.506e-15 5.891e-15 2.552e-15 492.4583 171.36
DG0206 148.6555 65.3165 9.992e-15 7.62e-15 3.566e-15 457.8259 170.46
DG0207 148.1811 60.2286 9.305e-15 7.003e-15 2.804e-15 353.7217 168.62
DG0208 147.3533 67.5715 1.051e-14 8.243e-15 3.92e-15 384.2055 165.94
DG0209 150.2392 66.1266 2.094e-25 5.336e-27 2.467e-32 460.2106 164.58
DG0210 151.373 62.5887 1.8890000000000002e-25 4.819e-27 1.865e-32 409.7025 168.08
DG0211 146.6835 66.8003 7.191e-15 5.742e-15 2.718e-15 435.786 161.15
DG0212 150.8854 61.1379 1.073e-14 8.426e-15 4.218e-15 443.1424 165.85
DG0213 149.2299 66.0012 1.086e-14 7.795e-15 3.414e-15 391.6003 169.6
DG0214 152.3268 64.0988 9.707e-15 8.541e-15 3.625e-15 464.2161 170.98
DG0215 146.0281 65.8605 7.3e-15 6.903e-15 2.749e-15 496.5041 166.6
DG0216 149.1817 62.9283 6.552e-15 5.226e-15 2.048e-15 1121.3115 166.54
DG0217 147.9338 60.9216 1.361e-14 1.083e-14 3.958e-15 437.0606 169.87
DG0218 146.5965 59.9282 1.113e-14 7.946e-15 3.591e-15 368.6094 168.32
DG0219 149.2319 63.7055 7.266e-15 5.58e-15 2.51e-15 972.3154 170.53
DG4630 154.2669 55.0343 5.207e-15 4.359e-15 1.857e-15 389.5985 167.16
