Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG0573 54.2833 100.4965 3.713e-16 2.845e-16 1.018e-16 86.3725 1712.39
DG0574 54.1182 100.5837 9.36e-17 7.354e-17 3.315e-17 64.3613 1716.9
DG0575 53.9712 100.5336 1.386e-16 1.012e-16 5.087e-17 38.7277 1713.6
DG0576 53.9835 100.3354 1.639e-16 1.329e-16 5.559e-17 52.0323 1714.28
DG0577 54.2994 100.6028 1.077e-16 8.465e-17 4.649e-17 85.224 1718.91
DG0578 54.5141 100.6463 9.837e-17 8.583e-17 3.581e-17 52.4193 1715.26
DG0579 54.0782 100.5808 1.81e-16 1.626e-16 6.829e-17 43.2434 1715.39
DG0580 54.0474 100.5373 1.398e-16 1.286e-16 5.709e-17 51.8782 1714.62
DG0581 54.3635 100.5687 8.675e-17 7.335e-17 3.262e-17 55.8445 1712.49
DG0582 54.5206 100.2844 1.3e-16 1.015e-16 5.285e-17 41.7046 1714.33
DG0583 54.2241 100.2581 1.019e-16 7.65e-17 3.112e-17 53.4664 1713.27
DG0584 54.4518 100.6295 1.339e-25 4.1329999999999996e-27 1.899e-32 57.7048 1716.45
DG0585 54.3928 100.4087 1.393e-16 1.054e-16 4.721e-17 43.8093 1716.05
DG0586 54.1857 100.2507 1.35e-16 1.33e-16 5.716e-17 57.261 1716.36
DG0587 54.0812 100.3543 9.419e-17 8.153e-17 3.686e-17 56.7908 1716.98
DG0588 54.4888 100.4896 1.453e-16 1.259e-16 5.243e-17 43.8233 1718.19
DG0589 54.0875 100.6982 1.255e-16 1.04e-16 5.455e-17 46.1746 1718.79
DG0590 54.1342 100.7385 1.225e-16 1.166e-16 4.476e-17 42.923 1715.92
