Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG4220 31.6306 103.896 3.134e-15 2.33e-15 7.933e-16 309.8746 540.34
DG4221 32.1591 104.0457 8.592e-16 6.67e-16 3.093e-16 227.5961 540.94
DG4222 31.5847 103.6532 9.063e-16 6.645e-16 2.848e-16 331.083 547.37
DG4223 30.8182 104.3782 6.019000000000001e-26 1.348e-27 6.657e-33 146.1336 542.0
DG4224 30.5639 104.8629 1.29e-15 1.054e-15 4.589e-16 167.7832 544.74
DG4225 31.2946 103.6524 7.202e-16 5.76e-16 2.606e-16 286.784 537.81
DG4226 32.1719 102.9848 9.878e-16 9.374e-16 3.851e-16 147.2749 540.39
DG4227 31.6723 104.0785 6.842e-16 6.749e-16 2.374e-16 339.7882 539.2
DG4228 30.8647 103.7477 6.307e-26 1.382e-27 7.135999999999999e-33 152.8693 541.98
DG4229 32.5476 102.9895 5.737000000000001e-26 1.552e-27 7.13e-33 165.9209 538.21
DG4230 32.7206 103.1049 1.184e-15 1.066e-15 5.011e-16 167.3118 541.13
DG4231 32.5457 102.7208 1.215e-15 9.127e-16 4.172e-16 152.0363 546.08
DG4232 31.7577 103.5786 9.843e-16 8.876e-16 3.875e-16 147.4039 542.62
DG4233 31.9054 105.0461 1.159e-15 8.85e-16 3.878e-16 132.5541 540.49
DG4234 31.5537 105.0746 5.884e-26 1.44e-27 6.732e-33 175.7873 540.69
DG4235 31.7886 104.24 1.091e-15 9.304e-16 3.727e-16 138.5273 544.32
DG4236 30.3346 104.3352 1.267e-15 9.793e-16 4.479e-16 154.1086 543.26
DG4237 32.4518 103.866 5.634000000000001e-26 1.47e-27 6.865e-33 177.8141 538.8
DG4238 30.4308 104.2296 8.757e-16 6.275e-16 2.873e-16 148.1632 544.3
DG4239 31.2267 104.6646 8.256e-16 6.387e-16 3.066e-16 228.82 538.18
DG4240 30.2953 103.9994 1.102e-15 1.052e-15 4.573e-16 153.7075 537.79
DG4241 30.3672 103.7768 6.799e-16 6.338e-16 2.796e-16 182.8424 543.11
DG4242 32.1772 104.6882 8.383e-16 6.787e-16 2.886e-16 132.5142 540.82
DG4243 32.356 104.5772 1.246e-15 1.088e-15 5.084e-16 170.7416 542.45
DG4244 31.8023 105.087 1.085e-15 9.12e-16 4.006e-16 136.8534 542.65
