Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG1699 279.9629 73.9556 2.935e-16 2.103e-16 9.951e-17 83.6348 1012.32
DG4583 275.5014 61.343 9.255e-16 7.119e-16 2.636e-16 241.3141 1015.49
DG4584 276.3659 61.2145 3.279e-16 2.913e-16 1.154e-16 80.5632 1014.63
DG4585 275.5387 61.3382 2.387e-16 1.939e-16 9.029e-17 166.9244 1011.51
DG4586 275.2166 60.8929 3.878e-16 3.183e-16 1.475e-16 98.1552 1012.68
DG4587 275.0187 61.1453 2.28e-16 1.854e-16 8.525e-17 97.071 1015.92
DG4588 275.1835 61.0818 6.022000000000001e-26 1.547e-27 8.269e-33 85.28 1014.0
DG4589 274.7727 61.3179 3.771e-16 2.877e-16 1.353e-16 75.7747 1012.54
DG4590 276.026 61.4401 3.561e-16 2.97e-16 1.41e-16 87.3704 1014.21
DG4591 275.863 61.2165 2.668e-16 2.406e-16 9.819e-17 143.7199 1013.55
DG4592 275.3217 62.0086 3.437e-16 2.799e-16 1.227e-16 69.2625 1011.37
DG4593 275.877 61.8361 3.995e-16 3.195e-16 1.4e-16 97.943 1014.99
DG4594 276.3454 61.3238 3.336e-16 2.765e-16 1.324e-16 64.8078 1008.18
DG4595 275.0587 61.5144 3.736e-16 2.94e-16 1.267e-16 71.8156 1008.05
DG4596 275.7561 61.9346 3.504e-16 3.093e-16 1.435e-16 78.2543 1010.74
DG4597 275.4 61.3417 2.307e-16 1.851e-16 7.049e-17 179.5396 1011.43
DG4598 274.8663 60.9327 2.44e-16 1.993e-16 9.191e-17 71.6212 1011.4
DG4599 275.0252 61.0223 3.55e-16 2.729e-16 1.194e-16 69.6509 1009.15
DG4600 274.9739 61.6646 2.471e-16 1.783e-16 7.637e-17 90.5674 1012.24
DG4601 275.3683 61.0797 2.253e-16 2.087e-16 8.953e-17 88.3991 1013.4
DG4602 275.363 61.9482 3.653e-16 2.806e-16 1.483e-16 85.323 1015.85
DG4603 275.9561 61.0036 2.539e-16 2.061e-16 8.814e-17 117.1745 1012.94
DG4604 275.2963 60.7561 3.661e-16 2.776e-16 1.379e-16 69.1433 1012.31
DG4605 275.6949 61.553 2.376e-16 2.162e-16 9.131e-17 136.3249 1012.83
DG4606 275.1745 61.4624 3.874e-16 3.115e-16 1.327e-16 88.5664 1010.66
