Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG0270 135.6519 60.6293 1.242e-15 9.096e-16 3.137e-16 211.4276 908.36
DG0271 135.8233 60.5559 5.24e-16 4.204e-16 1.705e-16 97.5653 909.11
DG0272 135.6504 60.7973 5.989000000000001e-26 1.439e-27 7.164999999999999e-33 98.6359 909.31
DG0273 135.8489 60.4128 4.846e-16 3.696e-16 1.564e-16 75.7304 909.3
DG0274 135.6764 60.9855 4.365e-16 3.888e-16 1.98e-16 84.5517 908.14
DG0275 135.5994 60.6845 4.459e-16 3.656e-16 1.668e-16 68.1142 908.48
DG0276 135.2901 60.6315 4.357e-16 3.436e-16 1.518e-16 79.7771 906.41
DG0277 135.3236 60.7034 4.581e-16 3.715e-16 1.595e-16 84.1652 908.28
DG0278 135.7003 60.683 4.632e-16 4.147e-16 1.935e-16 95.5746 906.62
DG0279 135.5959 60.734 4.534e-16 3.604e-16 1.625e-16 80.7712 907.31
