Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG4987 3.8838 132.2238 9.325e-16 6.613e-16 2.268e-16 158.46 1095.69
DG4988 3.736 132.7115 4.651e-16 3.562e-16 1.54e-16 73.2983 1096.48
DG4989 4.151 132.0502 2.411e-16 2.004e-16 9.515e-17 83.8416 1097.77
DG4990 3.9176 132.1233 2.113e-16 1.895e-16 8.413e-17 140.7712 1095.67
DG4991 3.5494 131.9895 6.556e-26 1.827e-27 7.806e-33 92.4867 1095.71
DG4992 3.9936 132.4627 2.164e-16 1.865e-16 9.005e-17 110.2584 1098.2
DG4993 3.7969 132.4238 2.409e-16 2.175e-16 9.271e-17 133.902 1098.43
DG4994 4.2968 132.1204 3.486e-16 3.145e-16 1.281e-16 89.6053 1098.13
DG4995 4.1975 132.2314 6.411000000000001e-26 1.696e-27 7.729e-33 87.1328 1095.46
DG4996 3.8573 131.8886 3.285e-16 2.776e-16 1.241e-16 64.7535 1098.03
DG4997 3.852 132.2915 3.39e-16 2.683e-16 1.235e-16 71.7422 1097.61
DG4998 4.1896 132.3007 6.503e-26 1.7309999999999998e-27 8.355e-33 71.673 1096.33
DG4999 3.3661 132.17 2.016e-16 1.765e-16 7.683e-17 115.7107 1096.55
DG5000 4.0977 131.9014 3.006e-16 2.584e-16 1.158e-16 71.7157 1102.49
DG5001 3.9863 132.745 5.998e-26 1.739e-27 8.076e-33 106.6127 1096.64
DG5002 4.0769 132.1155 2.168e-16 1.594e-16 7.844e-17 145.6919 1099.56
DG5003 3.9949 131.8498 2.392e-16 1.831e-16 8.11e-17 113.792 1098.37
DG5004 3.6986 132.6791 5.852e-26 1.678e-27 8.289999999999999e-33 80.5281 1097.21
DG5005 3.9323 131.9727 3.469e-16 3.263e-16 1.306e-16 76.228 1097.41
