Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG2515 132.5257 67.9531 4.639e-15 3.775e-15 1.2e-15 646.3315 459.51
DG2516 132.8048 68.2844 2.04e-15 1.583e-15 6.499e-16 185.288 456.63
DG2517 131.8379 67.1613 1.831e-15 1.531e-15 6.23e-16 178.7437 458.27
DG2518 133.1404 67.395 2.032e-15 1.644e-15 7.549e-16 199.8254 459.4
DG2519 133.6255 67.8787 1.756e-15 1.393e-15 5.705e-16 160.4879 455.63
DG2520 133.3971 68.239 1.863e-15 1.271e-15 6.114e-16 176.5111 458.78
DG2521 131.7147 68.18 6.734000000000001e-26 1.715e-27 8.079e-33 224.2906 456.59
DG2522 132.5433 67.7644 1.139e-15 9.617e-16 4.201e-16 342.4057 457.98
DG2523 131.7793 67.7164 1.798e-15 1.377e-15 5.6e-16 173.4023 455.11
DG2524 132.0289 68.7227 7.365000000000001e-26 1.777e-27 7.91e-33 184.6402 458.71
DG2525 132.4414 66.9514 1.831e-15 1.59e-15 7.202e-16 206.9905 458.62
DG2526 133.2658 68.2884 2.356e-15 2.061e-15 8.068e-16 201.5826 456.31
DG2527 132.7621 68.6725 6.339000000000001e-26 1.707e-27 7.638999999999999e-33 194.0385 459.8
DG2528 133.6668 67.5371 1.765e-15 1.228e-15 6.451e-16 162.8427 454.84
