Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG0562 308.3205 101.5003 1.551e-15 1.115e-15 3.546e-16 208.8749 839.61
DG0563 308.2297 101.303 5.231e-26 1.527e-27 6.565e-33 93.1232 838.07
DG0564 308.1592 101.8739 6.858e-16 6.231e-16 2.327e-16 89.7182 840.14
DG0565 308.3413 101.4888 5.243e-26 1.37e-27 7.15e-33 86.828 841.01
DG0566 308.3635 101.6259 5.197e-16 4.037e-16 1.772e-16 98.2002 839.63
DG0567 308.6005 101.4342 4.959e-16 4.364e-16 1.895e-16 84.1711 839.9
DG0568 308.0885 101.484 5.815e-16 3.9e-16 1.987e-16 92.917 842.76
DG0569 308.4923 101.4425 5.678e-16 4.741e-16 2.227e-16 107.3198 842.26
DG0570 308.1399 101.2672 5.69e-16 4.471e-16 2.253e-16 112.7132 840.69
DG0571 308.0783 101.6077 5.800000000000001e-26 1.52e-27 6.736e-33 94.6758 841.41
DG0572 308.6176 101.8963 5.775e-16 4.351e-16 1.78e-16 84.0168 841.73
