Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG3557 334.462 120.8168 2.574e-16 2.35e-16 1.013e-16 80.1358 1124.99
DG3558 334.3402 120.8184 2.949e-16 2.38e-16 9.764e-17 67.372 1125.11
DG3559 334.3375 120.8784 2.824e-16 2.188e-16 1.086e-16 66.1299 1124.43
DG4396 323.214 131.0854 8.169e-16 6.755e-16 1.966e-16 140.5856 1150.25
DG4397 323.2261 131.1395 6.655000000000001e-26 1.6789999999999998e-27 8.772e-33 76.6827 1150.07
DG4398 323.5525 131.1979 3.597e-16 2.744e-16 1.177e-16 74.0763 1148.68
DG4399 323.4837 130.8324 2.816e-16 2.457e-16 1.019e-16 67.1784 1150.84
DG4400 322.7807 131.2545 6.766000000000001e-26 1.839e-27 8.461e-33 55.3415 1148.65
DG4401 322.9753 130.8849 4.256e-16 3.137e-16 1.405e-16 67.3377 1150.66
DG4402 323.2424 131.0995 1.914e-16 1.512e-16 7.363e-17 233.9644 1149.55
DG4403 322.8204 131.1886 7.538000000000001e-26 1.803e-27 8.894999999999999e-33 73.2112 1148.06
DG4404 322.8302 131.4207 3.392e-16 2.86e-16 1.222e-16 77.9928 1151.02
DG4405 323.4069 130.7574 7.062e-26 1.634e-27 8.400999999999999e-33 93.5973 1150.88
DG4406 323.2381 130.7378 4.232e-16 3.398e-16 1.457e-16 64.7271 1149.39
DG4407 323.3762 130.9965 2.873e-16 2.178e-16 1.02e-16 66.4574 1148.99
DG4408 322.7561 131.1371 2.249e-16 1.747e-16 7.517e-17 68.2301 1151.25
