Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG1681 226.9537 154.861 7.481e-15 5.386e-15 1.775e-15 634.529 375.02
DG1682 229.896 155.0565 7.819e-26 1.948e-27 9.647e-33 307.8276 372.59
DG1683 228.4842 154.0876 1.856e-15 1.363e-15 6.334e-16 392.2726 371.98
DG1684 227.9623 155.6961 8.615000000000001e-26 2.307e-27 9.283e-33 245.354 374.7
DG1685 225.7573 154.2747 2.958e-15 2.205e-15 9.843e-16 209.2468 372.7
DG1686 227.1976 153.3908 2.947e-15 2.374e-15 1.058e-15 247.9834 372.22
DG1687 227.9813 155.8487 2.572e-15 2.176e-15 9.632e-16 198.3623 372.32
DG1688 227.1018 154.5542 3.193e-15 2.585e-15 1.103e-15 253.4336 375.92
DG1689 223.3498 155.0659 2.757e-15 2.293e-15 9.652e-16 254.6379 371.67
DG1690 226.5053 154.035 2.559e-15 2.089e-15 8.708e-16 218.0159 372.58
DG1691 225.339 156.0255 2.89e-15 2.407e-15 1.184e-15 254.3505 372.6
DG1692 227.2794 153.982 2.7e-15 2.511e-15 1.026e-15 247.107 373.24
DG1693 225.8288 154.7256 1.603e-15 1.388e-15 5.732e-16 296.4908 373.28
DG1694 226.8374 153.522 2.869e-15 1.968e-15 9.326e-16 201.7811 372.26
DG1695 230.9618 154.7507 2.839e-15 2.377e-15 1.129e-15 255.2824 374.88
DG1696 223.9847 154.3787 2.647e-15 2.25e-15 1e-15 218.2967 371.94
DG1697 227.9366 155.5333 2.612e-15 2.362e-15 1.056e-15 219.4093 372.15
DG1698 223.9897 154.3982 7.615e-26 2.256e-27 9.849e-33 230.7976 373.28
